Location,Section,Reach,Latitude,Longitude,Date,General Transect,Channel width (m),Depth (cm),Vel (0.6) m/s,Vel (0.2)  m/s,Vel (0.8)  m/s,Distance to Cover (m),Cover Type,Dominant Substrate,Canopy Left,Canopy Upstream,Canopy Right,Canopy Downstream,Comments
Below Riverside Drive,5,1,34.02024,-117.36674,9/22/2017,4,5.3,20,0.06,NA,NA,NA,OV,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02024,-117.36674,9/22/2017,4,5.3,21,0.71,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02024,-117.36674,9/22/2017,4,5.3,22,0.98,NA,NA,NA,NA,GV,NV,6,NV,5,
Below Riverside Drive,5,1,34.02024,-117.36674,9/22/2017,4,5.3,25,0.86,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02024,-117.36674,9/22/2017,4,5.3,29,0.92,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02024,-117.36674,9/22/2017,4,5.3,30,0.94,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.0203,-117.36669,9/22/2017,5,NA,1,0,NA,NA,0,OV,SA,17,NV,NV,NV,
Below Riverside Drive,5,1,34.0203,-117.36669,9/22/2017,5,NA,14,0.39,NA,NA,NA,NA,GV,NV,NV,10,NV,
Below Riverside Drive,5,1,34.0203,-117.36669,9/22/2017,5,NA,15,0.14,NA,NA,0,OV,SA,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.0203,-117.36669,9/22/2017,5,NA,17,0.54,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.0203,-117.36669,9/22/2017,5,NA,18,0.39,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.0203,-117.36669,9/22/2017,5,NA,21,0.74,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.0203,-117.36669,9/22/2017,5,NA,26,0.77,NA,NA,NA,NA,GV,NV,16,NV,17,
Below Riverside Drive,5,1,34.0203,-117.36669,9/22/2017,5,NA,31,0.65,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.0203,-117.36669,9/22/2017,5,NA,34,0.57,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.0203,-117.36669,9/22/2017,5,NA,36,0.61,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02039,-117.36659,9/22/2017,6,4.9,1,0,NA,NA,NA,NA,SA,NV,NV,0,NV,
Below Riverside Drive,5,1,34.02039,-117.36659,9/22/2017,6,4.9,9,0.36,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02039,-117.36659,9/22/2017,6,4.9,16,0.47,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02039,-117.36659,9/22/2017,6,4.9,17,0.74,NA,NA,NA,NA,GV,NV,3,NV,4,
Below Riverside Drive,5,1,34.02039,-117.36659,9/22/2017,6,4.9,18,0.61,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02039,-117.36659,9/22/2017,6,4.9,22,0.64,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02039,-117.36659,9/22/2017,6,4.9,30,0.71,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02039,-117.36659,9/22/2017,6,4.9,33,0.68,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,1,34.02039,-117.36659,9/22/2017,6,4.9,36,0.42,NA,NA,NA,OV,CO,17,NV,NV,NV,Top
Below Riverside Drive,5,1,34.02039,-117.36659,9/22/2017,6,4.9,36,0.85,NA,NA,NA,OV,SA,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02131,-117.36623,9/22/2017,1,12.6,1,0.02,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02131,-117.36623,9/22/2017,1,12.6,4,0.16,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02131,-117.36623,9/22/2017,1,12.6,10,0.29,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02131,-117.36623,9/22/2017,1,12.6,10,0.42,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02131,-117.36623,9/22/2017,1,12.6,10,0.03,NA,NA,0,OV,SA,17,NV,NV,NV,
Below Riverside Drive,5,2,34.02131,-117.36623,9/22/2017,1,12.6,12,0.25,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02131,-117.36623,9/22/2017,1,12.6,12,0.38,NA,NA,NA,NA,GV,NV,3,NV,2,
Below Riverside Drive,5,2,34.02131,-117.36623,9/22/2017,1,12.6,14,0.55,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02131,-117.36623,9/22/2017,1,12.6,16,0.38,NA,NA,0,OV,SA,NV,NV,17,NV,
Below Riverside Drive,5,2,34.02131,-117.36623,9/22/2017,1,12.6,18,0.6,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02131,-117.36623,9/22/2017,1,12.6,18,0.69,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02137,-117.36618,9/22/2017,2,12.5,6,0.03,NA,NA,NA,NA,SA,14,NV,NV,NV,
Below Riverside Drive,5,2,34.02137,-117.36618,9/22/2017,2,12.5,7,0.44,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02137,-117.36618,9/22/2017,2,12.5,8,0.47,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02137,-117.36618,9/22/2017,2,12.5,11,0.58,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02137,-117.36618,9/22/2017,2,12.5,12,0.47,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02137,-117.36618,9/22/2017,2,12.5,13,0.4,NA,NA,0,OV,SA,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02137,-117.36618,9/22/2017,2,12.5,15,0.61,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02137,-117.36618,9/22/2017,2,12.5,17,0.55,NA,NA,NA,NA,GV,NV,0,NV,1,
Below Riverside Drive,5,2,34.02137,-117.36618,9/22/2017,2,12.5,18,0.21,0,NA,0,OV,SA,NV,NV,17,NV,
Below Riverside Drive,5,2,34.02137,-117.36618,9/22/2017,2,12.5,18,0.78,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02147,-117.36617,9/22/2017,3,12.9,6,0.3,NA,NA,0,OV,GV,NV,NV,17,NV,
Below Riverside Drive,5,2,34.02147,-117.36617,9/22/2017,3,12.9,8,0.35,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02147,-117.36617,9/22/2017,3,12.9,10,0.46,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02147,-117.36617,9/22/2017,3,12.9,10,0.51,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02147,-117.36617,9/22/2017,3,12.9,11,0.55,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02147,-117.36617,9/22/2017,3,12.9,12,0.54,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02147,-117.36617,9/22/2017,3,12.9,13,0.04,NA,NA,NA,OV,SA,17,NV,NV,NV,
Below Riverside Drive,5,2,34.02147,-117.36617,9/22/2017,3,12.9,15,0.47,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02147,-117.36617,9/22/2017,3,12.9,15,0.63,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02147,-117.36617,9/22/2017,3,12.9,20,0.67,NA,NA,NA,NA,SA,NV,1,NV,2,
Below Riverside Drive,5,2,34.02157,-117.3661,9/22/2017,4,11.9,1,0,NA,NA,0,OV,SA,NV,NV,17,NV,
Below Riverside Drive,5,2,34.02157,-117.3661,9/22/2017,4,11.9,11,0.32,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02157,-117.3661,9/22/2017,4,11.9,11,0.28,NA,NA,0,OV,SA,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02157,-117.3661,9/22/2017,4,11.9,13,0.33,NA,NA,NA,OV,SA,17,NV,NV,NV,
Below Riverside Drive,5,2,34.02157,-117.3661,9/22/2017,4,11.9,14,0.55,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02157,-117.3661,9/22/2017,4,11.9,15,0.54,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02157,-117.3661,9/22/2017,4,11.9,15,0.55,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02157,-117.3661,9/22/2017,4,11.9,16,0.5,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02157,-117.3661,9/22/2017,4,11.9,19,0.59,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02157,-117.3661,9/22/2017,4,11.9,20,0.57,NA,NA,NA,NA,SA,NV,6,NV,1,
Below Riverside Drive,5,2,34.02163,-117.36608,9/22/2017,5,10.8,7,0.17,NA,NA,NA,NA,GV,NV,NV,1,NV,
Below Riverside Drive,5,2,34.02163,-117.36608,9/22/2017,5,10.8,9,0.26,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02163,-117.36608,9/22/2017,5,10.8,14,0.33,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02163,-117.36608,9/22/2017,5,10.8,14,0.05,0,NA,0,UB,SA,17,NV,NV,NV,
Below Riverside Drive,5,2,34.02163,-117.36608,9/22/2017,5,10.8,14,0.21,NA,NA,0,OV,SA,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02163,-117.36608,9/22/2017,5,10.8,19,0.54,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02163,-117.36608,9/22/2017,5,10.8,20,0.54,NA,NA,NA,NA,SA,NV,7,NV,13,
Below Riverside Drive,5,2,34.02163,-117.36608,9/22/2017,5,10.8,20,0.62,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02163,-117.36608,9/22/2017,5,10.8,22,0.59,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02163,-117.36608,9/22/2017,5,10.8,36,0.61,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02169,-117.36604,9/22/2017,6,10,1,0,NA,NA,NA,NA,GV,NV,NV,1,NV,
Below Riverside Drive,5,2,34.02169,-117.36604,9/22/2017,6,10,5,0.18,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02169,-117.36604,9/22/2017,6,10,6,0.21,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02169,-117.36604,9/22/2017,6,10,11,0.36,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02169,-117.36604,9/22/2017,6,10,18,0.6,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02169,-117.36604,9/22/2017,6,10,18,0.57,NA,NA,NA,NA,SA,NV,11,NV,7,
Below Riverside Drive,5,2,34.02169,-117.36604,9/22/2017,6,10,20,0.63,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02169,-117.36604,9/22/2017,6,10,21,0.52,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02169,-117.36604,9/22/2017,6,10,23,0.64,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,2,34.02169,-117.36604,9/22/2017,6,10,25,0.4,0,NA,0,OV,SA,17,NV,NV,NV,Top
Below Riverside Drive,5,3,34.02212,-117.36588,9/22/2017,1,13.4,1,0,NA,NA,NA,NA,GV,NV,NV,17,NV,
Below Riverside Drive,5,3,34.02212,-117.36588,9/22/2017,1,13.4,2,0,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02212,-117.36588,9/22/2017,1,13.4,2,0,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02212,-117.36588,9/22/2017,1,13.4,7,0.29,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02212,-117.36588,9/22/2017,1,13.4,14,0.63,NA,NA,NA,NA,GV,NV,0,NV,0,
Below Riverside Drive,5,3,34.02212,-117.36588,9/22/2017,1,13.4,15,0.45,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02212,-117.36588,9/22/2017,1,13.4,18,0.67,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02212,-117.36588,9/22/2017,1,13.4,18,0.77,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02212,-117.36588,9/22/2017,1,13.4,19,0.55,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02212,-117.36588,9/22/2017,1,13.4,20,0.13,0,NA,0,OV,SA,17,NV,NV,NV,
Below Riverside Drive,5,3,34.02224,-117.36589,9/22/2017,2,13.7,2,0,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02224,-117.36589,9/22/2017,2,13.7,4,0.17,NA,NA,NA,NA,SA,NV,NV,11,NV,
Below Riverside Drive,5,3,34.02224,-117.36589,9/22/2017,2,13.7,6,0.32,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02224,-117.36589,9/22/2017,2,13.7,8,0.44,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02224,-117.36589,9/22/2017,2,13.7,10,0.46,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02224,-117.36589,9/22/2017,2,13.7,11,0.51,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02224,-117.36589,9/22/2017,2,13.7,12,0.57,NA,NA,NA,NA,GV,17,NV,NV,NV,
Below Riverside Drive,5,3,34.02224,-117.36589,9/22/2017,2,13.7,15,0.62,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02224,-117.36589,9/22/2017,2,13.7,16,0.58,NA,NA,NA,NA,GV,NV,0,NV,0,
Below Riverside Drive,5,3,34.02224,-117.36589,9/22/2017,2,13.7,17,0.69,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02231,-117.36588,9/22/2017,3,10.9,4,0.03,NA,NA,NA,OV,SA,12,NV,NV,NV,
Below Riverside Drive,5,3,34.02231,-117.36588,9/22/2017,3,10.9,6,0.26,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02231,-117.36588,9/22/2017,3,10.9,10,0.6,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02231,-117.36588,9/22/2017,3,10.9,10,0.42,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02231,-117.36588,9/22/2017,3,10.9,12,0.55,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02231,-117.36588,9/22/2017,3,10.9,15,0.56,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02231,-117.36588,9/22/2017,3,10.9,17,0.67,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02231,-117.36588,9/22/2017,3,10.9,18,0.69,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02231,-117.36588,9/22/2017,3,10.9,20,0.63,NA,NA,NA,NA,GV,NV,0,NV,0,
Below Riverside Drive,5,3,34.02231,-117.36588,9/22/2017,3,10.9,21,0.65,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02237,-117.36585,9/22/2017,4,11.5,1,0,NA,NA,NA,NA,SA,NV,NV,17,NV,
Below Riverside Drive,5,3,34.02237,-117.36585,9/22/2017,4,11.5,1,0.05,NA,NA,NA,OV,SA,15,NV,NV,NV,
Below Riverside Drive,5,3,34.02237,-117.36585,9/22/2017,4,11.5,8,0.51,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02237,-117.36585,9/22/2017,4,11.5,11,0.2,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02237,-117.36585,9/22/2017,4,11.5,12,0.37,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02237,-117.36585,9/22/2017,4,11.5,14,0.58,NA,NA,0,OV,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02237,-117.36585,9/22/2017,4,11.5,16,0.56,NA,NA,NA,OV,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02237,-117.36585,9/22/2017,4,11.5,16,0.6,NA,NA,NA,OV,SA,NV,17,NV,14,
Below Riverside Drive,5,3,34.02237,-117.36585,9/22/2017,4,11.5,19,0.67,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02237,-117.36585,9/22/2017,4,11.5,20,0.68,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02252,-117.36584,9/22/2017,5,11.4,2,0,NA,NA,NA,OV,SA,1,NV,NV,NV,
Below Riverside Drive,5,3,34.02252,-117.36584,9/22/2017,5,11.4,8,0.46,NA,NA,NA,NA,SA,NV,5,NV,3,
Below Riverside Drive,5,3,34.02252,-117.36584,9/22/2017,5,11.4,10,0.32,NA,NA,NA,NA,SA,NV,NV,17,NV,
Below Riverside Drive,5,3,34.02252,-117.36584,9/22/2017,5,11.4,10,0.44,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02252,-117.36584,9/22/2017,5,11.4,10,0.45,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02252,-117.36584,9/22/2017,5,11.4,12,0.38,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02252,-117.36584,9/22/2017,5,11.4,16,0.49,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02252,-117.36584,9/22/2017,5,11.4,18,0.66,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02252,-117.36584,9/22/2017,5,11.4,22,0.78,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02252,-117.36584,9/22/2017,5,11.4,22,0.81,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02256,-117.36578,9/22/2017,6,10.2,9,0.37,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02256,-117.36578,9/22/2017,6,10.2,9,0.48,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02256,-117.36578,9/22/2017,6,10.2,10,0.25,NA,NA,0,OV,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02256,-117.36578,9/22/2017,6,10.2,11,0.46,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02256,-117.36578,9/22/2017,6,10.2,11,0.58,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02256,-117.36578,9/22/2017,6,10.2,14,0.47,NA,NA,NA,NA,GV,NV,0,NV,0,
Below Riverside Drive,5,3,34.02256,-117.36578,9/22/2017,6,10.2,14,0.56,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02256,-117.36578,9/22/2017,6,10.2,14,0.32,NA,NA,0,OV,SA,NV,NV,17,NV,
Below Riverside Drive,5,3,34.02256,-117.36578,9/22/2017,6,10.2,22,0.65,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below Riverside Drive,5,3,34.02256,-117.36578,9/22/2017,6,10.2,34,0.86,NA,NA,NA,UB,GV,10,NV,NV,NV,Top
Below HWY 60,6,1,33.99891,-117.38485,9/21/2017,1,6.9,1,0,NA,NA,NA,NA,SA,0,NV,NV,NV,
Below HWY 60,6,1,33.99891,-117.38485,9/21/2017,1,6.9,4,0.17,NA,NA,NA,NA,GV,NV,NV,1,NV,
Below HWY 60,6,1,33.99891,-117.38485,9/21/2017,1,6.9,4,0.08,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99891,-117.38485,9/21/2017,1,6.9,6,0.26,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99891,-117.38485,9/21/2017,1,6.9,14,0.47,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99891,-117.38485,9/21/2017,1,6.9,14,0.61,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99891,-117.38485,9/21/2017,1,6.9,20,0.69,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99891,-117.38485,9/21/2017,1,6.9,24,0.85,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99891,-117.38485,9/21/2017,1,6.9,24,0.92,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99891,-117.38485,9/21/2017,1,6.9,32,0.87,NA,NA,NA,NA,SA,NV,0,NV,0,
Below HWY 60,6,1,33.99898,-117.38483,9/21/2017,2,8.2,2,0.23,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99898,-117.38483,9/21/2017,2,8.2,4,0.07,NA,NA,NA,NA,SA,NV,NV,3,NV,
Below HWY 60,6,1,33.99898,-117.38483,9/21/2017,2,8.2,6,0.23,NA,NA,NA,NA,GV,2,NV,NV,NV,
Below HWY 60,6,1,33.99898,-117.38483,9/21/2017,2,8.2,6,0.3,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99898,-117.38483,9/21/2017,2,8.2,8,0.03,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99898,-117.38483,9/21/2017,2,8.2,14,0.35,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99898,-117.38483,9/21/2017,2,8.2,20,0.58,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99898,-117.38483,9/21/2017,2,8.2,20,0.77,NA,NA,NA,NA,GV,NV,0,NV,0,
Below HWY 60,6,1,33.99898,-117.38483,9/21/2017,2,8.2,20,0.74,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99898,-117.38483,9/21/2017,2,8.2,22,0.87,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99906,-117.38479,9/21/2017,3,7.8,1,0,NA,NA,NA,NA,SA,0,0,0,0,
Below HWY 60,6,1,33.99906,-117.38479,9/21/2017,3,7.8,6,0.41,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99906,-117.38479,9/21/2017,3,7.8,8,0.29,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99906,-117.38479,9/21/2017,3,7.8,10,0.47,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99906,-117.38479,9/21/2017,3,7.8,10,0.48,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99906,-117.38479,9/21/2017,3,7.8,12,0.25,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99906,-117.38479,9/21/2017,3,7.8,20,0.61,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99906,-117.38479,9/21/2017,3,7.8,20,0.63,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99906,-117.38479,9/21/2017,3,7.8,24,0.63,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99906,-117.38479,9/21/2017,3,7.8,26,0.82,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99915,-117.38477,9/21/2017,4,8,1,0,NA,NA,NA,NA,CO,NV,NV,NV,NV,
Below HWY 60,6,1,33.99915,-117.38477,9/21/2017,4,8,8,0.12,NA,NA,NA,NA,GV,17,0,0,0,
Below HWY 60,6,1,33.99915,-117.38477,9/21/2017,4,8,12,0.61,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99915,-117.38477,9/21/2017,4,8,12,0.5,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99915,-117.38477,9/21/2017,4,8,12,0.58,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99915,-117.38477,9/21/2017,4,8,14,0.46,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99915,-117.38477,9/21/2017,4,8,16,0.64,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99915,-117.38477,9/21/2017,4,8,20,0.58,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99915,-117.38477,9/21/2017,4,8,20,0.71,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99915,-117.38477,9/21/2017,4,8,22,0.57,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99923,-117.38474,9/21/2017,5,7.2,2,0,NA,NA,NA,NA,SA,0,0,0,0,
Below HWY 60,6,1,33.99923,-117.38474,9/21/2017,5,7.2,8,0.19,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99923,-117.38474,9/21/2017,5,7.2,12,0.45,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99923,-117.38474,9/21/2017,5,7.2,14,0.65,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99923,-117.38474,9/21/2017,5,7.2,16,0.73,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99923,-117.38474,9/21/2017,5,7.2,18,0.75,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Below HWY 60,6,1,33.99923,-117.38474,9/21/2017,5,7.2,18,0.44,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99923,-117.38474,9/21/2017,5,7.2,18,0.6,NA,NA,NA,NA,SA,NV,NV,NV,NV,
Below HWY 60,6,1,33.99923,-117.38474,9/21/2017,5,7.2,20,0.66,NA,NA,NA,NA,SA,NV,NV,NV,NV,
