Section,Segment,Reach,Sampled Post storm (Y/N),Latitude,Longitude,Date,Transect #,Channel width (m),Depth (cm),Vel (0.6) m/s,Vel (0.2)  m/s,Vel (0.8)  m/s,Substrate,Available cover type,Distance (m) TO COVER,Line Order#,Transect DS to US order,Notes,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,5,7.9,16,0.81,NV,NV,SA,UB,0.8,2,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,5,7.9,20,0.62,NV,NV,SA,UB,1.6,3,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,5,7.9,20,0.66,NV,NV,SA,UB,2.4,4,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,5,7.9,15,0.75,NV,NV,SA,UB,3.2,5,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,5,7.9,14,0.65,NV,NV,SA,UB,4,6,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,5,7.9,17,0.58,NV,NV,SA,UB,3.2,7,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,5,7.9,18,0.47,NV,NV,SA,UB,2.4,8,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,5,7.9,20,0.59,NV,NV,SA,UB,1.6,9,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,5,7.9,26,0.63,NV,NV,SA,UB,0.8,10,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,6,9.1,30,0.69,NV,NV,SA,UB,0.9,1,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,6,9.1,26,0.65,NV,NV,SA,UB,1.8,2,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,6,9.1,19,0.66,NV,NV,SA,UB,2.7,3,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,6,9.1,20,0.65,NV,NV,SA,UB,3.6,4,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,6,9.1,15,0.60,NV,NV,SA,UB,4.5,5,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,6,9.1,16,0.64,NV,NV,SA,UB,3.6,6,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,6,9.1,16,0.57,NV,NV,SA,UB,2.7,7,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,6,9.1,12,0.61,NV,NV,SA,UB,1.8,8,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,6,9.1,17,0.43,NV,NV,SA,UB,0.9,9,NV,,
SAR Southside channel to Riverside Drive,4,12,Y,34.02511,-117.36281,9/22/2015,6,9.1,4,0.21,NV,NV,SA,UB,0,10,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,1,7.3,4,0.00,NV,NV,SA,UB,0,1,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,1,7.3,16,0.44,NV,NV,GV,UB,0.7,2,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,1,7.3,20,0.72,NV,NV,SA,UB,1.4,3,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,1,7.3,16,0.57,NV,NV,SA,UB,2.1,4,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,1,7.3,19,0.86,NV,NV,SA,UB,2.8,5,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,1,7.3,14,0.75,NV,NV,GV,UB,3.5,6,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,1,7.3,20,0.82,NV,NV,SA,UB,2.8,7,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,1,7.3,22,0.63,NV,NV,SA,UB,2.1,8,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,1,7.3,16,0.81,NV,NV,SA,UB,1.4,9,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,1,7.3,18,0.74,NV,NV,SA,UB,0.7,10,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,2,7.6,10,0.24,NV,NV,GV,UB,7,1,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,2,7.6,14,0.78,NV,NV,SA,UB,6,2,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,2,7.6,18,0.62,NV,NV,SA,UB,5,3,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,2,7.6,18,0.82,NV,NV,SA,UB,4,4,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,2,7.6,15,0.78,NV,NV,GV,UB,3,5,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,2,7.6,14,0.79,NV,NV,GV,UB,2,6,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,2,7.6,23,0.93,NV,NV,SA,UB,1,7,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,2,7.6,24,0.90,NV,NV,SA,UB,0.8,8,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,2,7.6,22,0.53,NV,NV,GV,UB,0.4,9,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,2,7.6,12,0.12,NV,NV,CO,UB,0,10,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,3,7,0,0.00,NV,NV,SA,WD,6,1,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,3,7,10,0.56,NV,NV,SA,WD,5.3,2,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,3,7,17,0.58,NV,NV,SA,WD,4.6,3,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,3,7,16,0.73,NV,NV,SA,WD,3.9,4,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,3,7,20,0.77,NV,NV,GV,WD,2.2,5,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,3,7,20,0.99,NV,NV,GV,WD,1.4,6,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,3,7,24,1.00,NV,NV,CO,WD,0.7,7,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,3,7,25,0.93,NV,NV,SA,WD,0,8,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,3,7,25,0.58,NV,NV,SA,WD,0,9,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,3,7,19,0.31,NV,NV,SA,WD,0,10,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,4,6.4,2,0.04,NV,NV,SA,UB,0,1,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,4,6.4,16,0.54,NV,NV,SA,UB,0.6,2,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,4,6.4,26,0.53,NV,NV,SA,UB,1.2,3,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,4,6.4,10,0.58,NV,NV,SA,UB,1.8,4,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,4,6.4,12,0.71,NV,NV,SA,UB,2.4,5,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,4,6.4,22,0.62,NV,NV,SA,UB,3,6,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,4,6.4,23,0.75,NV,NV,SA,UB,2.4,7,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,4,6.4,26,0.80,NV,NV,SA,UB,0.6,8,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,4,6.4,26,0.96,NV,NV,SA,UB,0,9,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,4,6.4,34,0.91,NV,NV,SA,UB,0.6,10,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,5,7,10,0.64,NV,NV,SA,OV,3.5,1,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,5,7,8,0.65,NV,NV,SA,OV,2.1,2,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,5,7,16,0.74,NV,NV,SA,OV,1.4,3,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,5,7,22,0.69,NV,NV,SA,OV,0.7,4,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,5,7,22,0.40,NV,NV,SA,OV,0,5,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,5,7,18,1.02,NV,NV,SA,UB,3.5,6,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,5,7,27,0.80,NV,NV,GV,UB,2.1,7,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,5,7,30,0.89,NV,NV,SA,UB,1.4,8,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,5,7,28,0.81,NV,NV,GV,UB,0.7,9,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,5,7,14,0.42,NV,NV,GV,UB,0,10,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,6,5.9,2,0.00,NV,NV,SA,UB,5.9,1,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,6,5.9,10,0.43,NV,NV,SA,UB,5.3,2,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,6,5.9,8,0.71,NV,NV,SA,UB,4.7,3,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,6,5.9,14,0.75,NV,NV,SA,UB,4.1,4,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,6,5.9,16,0.80,NV,NV,SA,UB,3.5,5,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,6,5.9,22,0.93,NV,NV,SA,UB,2.9,6,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,6,5.9,26,0.78,NV,NV,SA,UB,2.3,7,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,6,5.9,46,0.71,NV,NV,SA,UB,1.7,8,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,6,5.9,26,0.75,NV,NV,SA,UB,1.1,9,NV,,
SAR Southside channel to Riverside Drive,4,11,Y,34.029,-117.35939,9/22/2015,6,5.9,28,0.68,NV,NV,SA,UB,0.5,10,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,1,14,2,0.00,NV,NV,SA,NC,NV,1,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,1,14,4,0.25,NV,NV,SA,NC,NV,2,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,1,14,6,0.23,NV,NV,SA,NC,NV,3,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,1,14,10,0.48,NV,NV,SA,NC,NV,4,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,1,14,12,0.73,NV,NV,SA,NC,NV,5,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,1,14,12,0.61,NV,NV,SA,NC,NV,6,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,1,14,12,0.74,NV,NV,SA,NC,NV,7,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,1,14,20,0.74,NV,NV,SA,NC,NV,8,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,1,14,17,0.83,NV,NV,SA,NC,NV,9,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,1,14,26,0.64,NV,NV,SA,NC,NV,10,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,2,12.3,4,0.18,NV,NV,GV,NC,NV,1,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,2,12.3,8,0.49,NV,NV,SA,NC,NV,2,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,2,12.3,17,0.61,NV,NV,SA,NC,NV,3,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,2,12.3,18,0.71,NV,NV,SA,NC,NV,4,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,2,12.3,18,0.70,NV,NV,SA,NC,NV,5,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,2,12.3,10,0.85,NV,NV,SA,NC,NV,6,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,2,12.3,18,0.85,NV,NV,SA,NC,NV,7,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,2,12.3,12,0.42,NV,NV,SA,NC,NV,8,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,2,12.3,24,0.72,NV,NV,SA,UB,1.2,9,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,2,12.3,2,0.00,NV,NV,SA,UB,0,10,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,3,11.8,2,0.00,NV,NV,SA,NC,NV,1,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,3,11.8,22,0.24,NV,NV,GV,NC,NV,2,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,3,11.8,15,0.15,NV,NV,SA,NC,NV,3,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,3,11.8,13,0.63,NV,NV,SA,NC,NV,4,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,3,11.8,16,0.60,NV,NV,SA,NC,NV,5,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,3,11.8,19,0.74,NV,NV,SA,NC,NV,6,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,3,11.8,15,0.74,NV,NV,SA,AF,1,7,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,3,11.8,15,0.79,NV,NV,SA,AF,1.5,8,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,3,11.8,22,0.60,NV,NV,SA,NC,NV,9,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,3,11.8,27,0.70,NV,NV,SA,NC,NV,10,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,4,11.4,10,0.30,NV,NV,SA,NC,NV,1,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,4,11.4,12,0.43,NV,NV,SA,NC,NV,2,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,4,11.4,14,0.58,NV,NV,SA,NC,NV,3,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,4,11.4,19,0.67,NV,NV,SA,NC,NV,4,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,4,11.4,22,0.63,NV,NV,SA,NC,NV,5,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,4,11.4,18,0.77,NV,NV,SA,NC,NV,6,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,4,11.4,22,0.62,NV,NV,SA,NC,NV,7,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,4,11.4,18,0.61,NV,NV,SA,UB,3,8,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,4,11.4,28,0.74,NV,NV,SA,UB,2,9,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,4,11.4,4,-0.06,NV,NV,SA,UB,1,10,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,5,17.1,2,0.04,NV,NV,SA,NC,NV,1,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,5,17.1,4,0.14,NV,NV,SA,NC,NV,2,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,5,17.1,2,0.00,NV,NV,SA,NC,NV,3,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,5,17.1,2,0.04,NV,NV,GV,NC,NV,4,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,5,17.1,4,0.05,NV,NV,SA,NC,NV,5,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,5,17.1,14,0.45,NV,NV,SA,NC,NV,6,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,5,17.1,22,0.36,NV,NV,SA,NC,NV,7,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,5,17.1,22,0.70,NV,NV,SA,UB,3,8,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,5,17.1,22,0.57,NV,NV,SA,UB,2,9,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,5,17.1,24,0.69,NV,NV,SA,UB,1,10,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,6,16.7,8,0.40,NV,NV,SA,NC,NV,1,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,6,16.7,8,0.47,NV,NV,SA,NC,NV,2,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,6,16.7,8,0.34,NV,NV,SA,NC,NV,3,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,6,16.7,10,0.55,NV,NV,SA,NC,NV,4,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,6,16.7,15,0.67,NV,NV,SA,NC,NV,5,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,6,16.7,10,0.66,NV,NV,SA,NC,NV,6,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,6,16.7,19,0.56,NV,NV,SA,NC,NV,7,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,6,16.7,20,0.78,NV,NV,SA,NC,NV,8,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,6,16.7,18,0.24,NV,NV,GV,NC,NV,9,NV,,
SAR Southside channel to Riverside Drive,4,10,Y,34.03078,-117.35808,9/22/2015,6,16.7,4,-0.02,NV,NV,SA,NC,NV,10,NV,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,1,8.6,12,0.06,NV,NV,GV,OV,0,1,1,Bottom Modeling Reach-head of riffle,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,1,8.6,24,0.52,NV,NV,CO,OV,0.8,2,1,Bottom Modeling Reach-head of riffle,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,1,8.6,22,0.54,NV,NV,SA,BO,0.5,3,1,Bottom Modeling Reach-head of riffle,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,1,8.6,28,0.48,NV,NV,CO,BO,0,4,1,Bottom Modeling Reach-head of riffle,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,1,8.6,24,0.75,NV,NV,GV,BO,0.2,5,1,Bottom Modeling Reach-head of riffle,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,1,8.6,22,0.52,NV,NV,CO,BO,0,6,1,Bottom Modeling Reach-head of riffle,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,1,8.6,25,0.78,NV,NV,CO,BO,0.5,7,1,Bottom Modeling Reach-head of riffle,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,1,8.6,29,0.89,NV,NV,SA,BO,1,8,1,Bottom Modeling Reach-head of riffle,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,1,8.6,20,0.44,NV,NV,SA,BO,0.5,9,1,Bottom Modeling Reach-head of riffle,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,1,8.6,24,0.97,NV,NV,GV,BO,1,10,1,Bottom Modeling Reach-head of riffle,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,2,8,22,0.17,NV,NV,CO,BO,1.5,1,2,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,2,8,30,0.24,NV,NV,SA,CO,1.2,2,2,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,2,8,32,0.44,NV,NV,GV,CO,0.7,3,2,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,2,8,26,0.50,NV,NV,SA,CO,0.5,4,2,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,2,8,33,0.68,NV,NV,SA,BO,0.5,5,2,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,2,8,31,0.56,NV,NV,SA,BO,1,6,2,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,2,8,31,0.65,NV,NV,SA,BO,1.5,7,2,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,2,8,34,0.64,NV,NV,SA,ALG,1,8,2,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,2,8,24,0.52,NV,NV,GV,ALG,0.5,9,2,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,2,8,2,0.06,NV,NV,GV,ALG,0,10,2,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,3,7.7,2,0.00,NV,NV,SA,OV,0,1,3,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,3,7.7,10,0.00,NV,NV,CO,CO,0.5,2,3,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,3,7.7,8,0.15,NV,NV,CO,CO,0,3,3,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,3,7.7,22,0.26,NV,NV,CO,CO,0.2,4,3,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,3,7.7,23,0.44,NV,NV,SA,CO,0.5,5,3,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,3,7.7,35,0.61,NV,NV,GV,CO,1,6,3,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,3,7.7,40,0.71,NV,NV,SA,CO,1.5,7,3,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,3,7.7,39,0.75,NV,NV,SA,OV,2,8,3,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,3,7.7,40,0.60,NV,NV,SA,OV,1,9,3,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,3,7.7,33,0.32,NV,NV,CO,OV,0.5,10,3,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,4,6.7,14,0.02,NV,NV,CO,WD,0.5,1,4,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,4,6.7,18,0.21,NV,NV,CO,WD,1,2,4,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,4,6.7,36,0.36,NV,NV,CO,CO,0,3,4,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,4,6.7,42,0.57,NV,NV,CO,CO,0.5,4,4,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,4,6.7,44,0.91,NV,NV,GV,CO,1,5,4,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,4,6.7,35,0.80,NV,NV,GV,CO,1.5,6,4,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,4,6.7,38,0.88,NV,NV,SA,CO,2,7,4,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,4,6.7,37,0.62,NV,NV,SA,OV,2,8,4,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,4,6.7,24,0.28,NV,NV,SA,OV,1,9,4,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,4,6.7,7,0.00,NV,NV,SA,OV,0,10,4,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,5,6.4,4,-0.05,NV,NV,SA,OV,0,1,5,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,5,6.4,7,-0.05,NV,NV,CO,OV,0.6,2,5,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,5,6.4,18,0.18,NV,NV,GV,CO,0.5,3,5,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,5,6.4,28,0.97,NV,NV,CO,CO,0,4,5,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,5,6.4,32,0.89,NV,NV,CO,CO,0.5,5,5,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,5,6.4,33,0.78,NV,NV,CO,CO,0,6,5,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,5,6.4,25,0.85,NV,NV,CO,CO,0.5,7,5,,
Downstream of Reach #9,NV,NV,NV,NV,NV,11/5/2015,5,6.4,28,1.32,NV,NV,CO,CO,1,8,5,,
