Location,Section,Reach,Latitude,Longitude,Date,General Transect,Channel width (m),Depth (cm),Vel (0.6) m/s,Vel (0.2)  m/s,Vel (0.8)  m/s,Distance to Cover (m),Cover Type,Dominant Substrate,"Canopy
Left Bank","Canopy
Upstream","Canopy
Right Bank","Canopy
Downstream",Comments
Crossover Channel,4,10,34.033,-117.35611,9/17/2016,6,10.4,26,0.59,NA,NA,NA,NC,C,NV,NV,NV,NV,
Crossover Channel,4,10,34.033,-117.35611,9/17/2016,6,10.4,24,0.48,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,10,34.033,-117.35611,9/17/2016,6,10.4,30,0.35,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,11,34.0326,-117.35627,9/17/2016,1,11.7,26,0.06,NA,NA,0,OV,SA,NV,NV,NV,NV,
Crossover Channel,4,11,34.0326,-117.35627,9/17/2016,1,11.7,14,0.03,NA,NA,0,OV,SA,NV,NV,17,NV,
Crossover Channel,4,11,34.0326,-117.35627,9/17/2016,1,11.7,28,0.8,NA,NA,0.5,BO,BO,NV,NV,NV,NV,
Crossover Channel,4,11,34.0326,-117.35627,9/17/2016,1,11.7,22,0.53,NA,NA,0.5,BO,GV,NV,0,NV,0,
Crossover Channel,4,11,34.0326,-117.35627,9/17/2016,1,11.7,29,0.79,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,11,34.0326,-117.35627,9/17/2016,1,11.7,29,0.76,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,11,34.0326,-117.35627,9/17/2016,1,11.7,17,0.6,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Crossover Channel,4,11,34.0326,-117.35627,9/17/2016,1,11.7,2,0,NA,NA,NA,NC,CO,13,NV,NV,NV,
Crossover Channel,4,11,34.0326,-117.35627,9/17/2016,1,11.7,4,0,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Crossover Channel,4,11,34.0326,-117.35627,9/17/2016,1,11.7,6,0,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,2,11.4,8,0.11,NA,NA,0,AM,SA,17,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,2,11.4,28,0.31,NA,NA,0.5,OV,GV,NV,NV,17,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,2,11.4,9,0.18,NA,NA,0.5,AM,SA,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,2,11.4,29,0.73,NA,NA,1,OV,GV,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,2,11.4,23,0.71,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,2,11.4,26,0.65,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,2,11.4,25,0.52,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,2,11.4,20,0.49,NA,NA,NA,NC,SA,NV,0,NV,0,
Crossover Channel,4,11,NV,NV,9/17/2016,2,11.4,17,0.39,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,2,11.4,8,0.22,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,3,11.4,9,0.03,NA,NA,0,AM,SA,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,3,11.4,22,0.45,NA,NA,0.2,OV,CO,NV,NV,17,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,3,11.4,13,0.3,NA,NA,1,AM,GV,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,3,11.4,4,0,NA,NA,1,AM,GV,17,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,3,11.4,27,0.75,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,3,11.4,33,0.73,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,3,11.4,25,0.69,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,3,11.4,31,0.69,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,3,11.4,17,0.43,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,3,11.4,21,0.31,NA,NA,NA,NC,GV,NV,0,NV,0,
Crossover Channel,4,11,NV,NV,9/17/2016,4,12,6,0.01,NA,NA,0,OV,CO,17,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,4,12,16,0.14,NA,NA,0.2,OV,SA,NV,NV,17,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,4,12,20,0.68,NA,NA,1,OV,SA,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,4,12,10,0.27,NA,NA,1.8,OV,SA,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,4,12,25,0.76,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,4,12,26,0.72,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,4,12,25,0.68,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,4,12,22,0.57,NA,NA,NA,NC,GV,NV,0,NV,0,
Crossover Channel,4,11,NV,NV,9/17/2016,4,12,21,0.4,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,4,12,17,0.23,NA,NA,NA,NC,CO,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,5,12,13,0.24,NA,NA,0,BO,CO,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,5,12,10,0.03,NA,NA,0,OV,SA,17,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,5,12,17,0.18,NA,NA,0.2,OV,SA,NV,NV,17,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,5,12,20,0.66,NA,NA,1,OV,SA,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,5,12,22,0.59,NA,NA,1,BO,GV,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,5,12,10,0.2,NA,NA,1,OV,CO,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,5,12,21,0.74,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,5,12,22,0.67,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,5,12,23,0.66,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,11,NV,NV,9/17/2016,5,12,18,0.62,NA,NA,NA,NC,SA,NV,0,NV,0,
Crossover Channel,4,11,34.03218,-117.35633,9/17/2016,6,11.3,9,0.16,NA,NA,0,OV,CO,17,NV,NV,NV,
Crossover Channel,4,11,34.03218,-117.35633,9/17/2016,6,11.3,18,0.16,NA,NA,0,OV,GV,NV,NV,17,NV,
Crossover Channel,4,11,34.03218,-117.35633,9/17/2016,6,11.3,16,0.44,NA,NA,0.3,BO,GV,NV,NV,NV,NV,
Crossover Channel,4,11,34.03218,-117.35633,9/17/2016,6,11.3,20,0.41,NA,NA,0.5,BO,GV,NV,NV,NV,NV,
Crossover Channel,4,11,34.03218,-117.35633,9/17/2016,6,11.3,17,0.76,NA,NA,1,OV,GV,NV,NV,NV,NV,
Crossover Channel,4,11,34.03218,-117.35633,9/17/2016,6,11.3,18,0.5,NA,NA,1.5,OV,CO,NV,NV,NV,NV,
Crossover Channel,4,11,34.03218,-117.35633,9/17/2016,6,11.3,20,0.89,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,11,34.03218,-117.35633,9/17/2016,6,11.3,16,0.79,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel,4,11,34.03218,-117.35633,9/17/2016,6,11.3,19,0.73,NA,NA,NA,NC,GV,NV,0,NV,0,
Crossover Channel,4,11,34.03218,-117.35633,9/17/2016,6,11.3,18,0.72,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,34.03115,-117.35748,9/17/2016,1,10,42,0.28,NA,NA,0.3,OV,GV,NV,NV,17,NV,
Crossover Channel to Riverside Drive,5,12,34.03115,-117.35748,9/17/2016,1,10,45,0.58,NA,NA,0.5,OV,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,34.03115,-117.35748,9/17/2016,1,10,39,0.56,NA,NA,1,OV,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,34.03115,-117.35748,9/17/2016,1,10,15,0.63,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,34.03115,-117.35748,9/17/2016,1,10,20,0.56,NA,NA,NA,NC,GV,NV,0,NV,0,
Crossover Channel to Riverside Drive,5,12,34.03115,-117.35748,9/17/2016,1,10,13,0.53,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,34.03115,-117.35748,9/17/2016,1,10,13,0.41,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,34.03115,-117.35748,9/17/2016,1,10,9,0.29,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,34.03115,-117.35748,9/17/2016,1,10,6,0.11,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,34.03115,-117.35748,9/17/2016,1,10,4,0,NA,NA,NA,NC,SA,17,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,2,10.5,33,0.56,NA,NA,0.5,OV,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,2,10.5,34,0.26,NA,NA,0.5,OV,SA,NV,NV,14,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,2,10.5,33,0.75,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,2,10.5,30,0.65,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,2,10.5,25,0.57,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,2,10.5,16,0.49,NA,NA,NA,NC,SA,NV,0,NV,0,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,2,10.5,8,0.11,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,2,10.5,5,0.09,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,2,10.5,4,0.03,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,2,10.5,4,0,NA,NA,NA,NC,SA,4,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,3,12.1,36,0.75,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,3,12.1,27,0.64,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,3,12.1,30,0.61,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,3,12.1,23,0.6,NA,NA,NA,NC,GV,NV,0,NV,0,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,3,12.1,16,0.39,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,3,12.1,20,0.31,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,3,12.1,8,0.13,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,3,12.1,2,0,NA,NA,NA,NC,SA,0,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,3,12.1,5,0,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,3,12.1,2,0,NA,NA,NA,NC,SA,NV,NV,0,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,4,11,4,0,NA,NA,0.5,NC,GV,0,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,4,11,7,0.19,NA,NA,1.6,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,4,11,8,0.42,NA,NA,2.7,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,4,11,10,0.28,NA,NA,3.8,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,4,11,12,0.59,NA,NA,4.9,NC,GV,NV,0,NV,0,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,4,11,18,0.68,NA,NA,6,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,4,11,16,0.81,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,4,11,26,0.77,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,4,11,20,0.74,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,4,11,17,0.48,NA,NA,NA,NC,GV,NV,NV,8,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,5,7.4,11,0.16,NA,NA,0,OV,GV,NV,NV,12,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,5,7.4,10,-0.03,NA,NA,0.2,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,5,7.4,4,-0.1,NA,NA,0.4,NC,SA,0,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,5,7.4,20,0.49,NA,NA,0.5,OV,CO,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,5,7.4,47,0.54,NA,NA,1,OV,CO,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,5,7.4,15,0.04,NA,NA,1.4,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,5,7.4,28,0.9,NA,NA,2,NC,GV,NV,0,NV,2,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,5,7.4,22,0.63,NA,NA,2.1,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,5,7.4,34,0.81,NA,NA,2.9,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,NV,NV,9/17/2016,5,7.4,42,0.7,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,34.03086,-117.35789,9/17/2016,6,7.4,36,0.16,NA,NA,0,UB/OV,SA,NV,NV,17,NV,
Crossover Channel to Riverside Drive,5,12,34.03086,-117.35789,9/17/2016,6,7.4,38,0.33,NA,NA,0.3,UB/OV,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,34.03086,-117.35789,9/17/2016,6,7.4,39,0.68,NA,NA,0.6,UB/OV,CO,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,34.03086,-117.35789,9/17/2016,6,7.4,40,0.74,NA,NA,0.9,UB/OV,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,34.03086,-117.35789,9/17/2016,6,7.4,37,0.68,NA,NA,NA,NC,GV,NV,2,NV,0,
Crossover Channel to Riverside Drive,5,12,34.03086,-117.35789,9/17/2016,6,7.4,46,0.66,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,34.03086,-117.35789,9/17/2016,6,7.4,39,0.33,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,34.03086,-117.35789,9/17/2016,6,7.4,30,0,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,34.03086,-117.35789,9/17/2016,6,7.4,20,-0.03,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,12,34.03086,-117.35789,9/17/2016,6,7.4,10,-0.08,NA,NA,NA,NC,SA,0,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,34.02922,-117.35892,9/17/2016,1,4,32,0.53,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,34.02922,-117.35892,9/17/2016,1,4,38,0.91,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,34.02922,-117.35892,9/17/2016,1,4,33,0.91,NA,NA,NA,NC,GV,NV,17,NV,17,
Crossover Channel to Riverside Drive,5,13,34.02922,-117.35892,9/17/2016,1,4,30,0.8,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,34.02922,-117.35892,9/17/2016,1,4,36,0.79,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,34.02922,-117.35892,9/17/2016,1,4,36,0.69,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,34.02922,-117.35892,9/17/2016,1,4,24,0.68,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,34.02922,-117.35892,9/17/2016,1,4,21,0.56,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,34.02922,-117.35892,9/17/2016,1,4,17,0.53,NA,NA,NA,NC,GV,NV,NV,17,NV,
Crossover Channel to Riverside Drive,5,13,34.02922,-117.35892,9/17/2016,1,4,10,0.42,NA,NA,NA,NC,SA,17,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,2,4.1,42,0.53,NA,1,0,UB,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,2,4.1,27,0.06,NA,NA,0.2,OV,SA,NV,NV,17,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,2,4.1,24,0,NA,0.2,0.2,UB,SA,17,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,2,4.1,37,0.12,NA,0.6,0.4,UB,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,2,4.1,38,0.49,NA,NA,0.6,OV,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,2,4.1,37,0.65,NA,NA,1,OV,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,2,4.1,44,0.78,NA,1.4,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,2,4.1,41,0.77,NA,2.2,NA,NC,GV,NV,17,NV,17,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,2,4.1,47,0.7,NA,0.8,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,2,4.1,40,0.64,NA,2.6,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,3,6.4,18,0.44,NA,NA,0,OV/UB,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,3,6.4,24,0.4,NA,NA,0,OV/UB,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,3,6.4,24,0.4,NA,NA,0,OV/UB,SA,NV,NV,17,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,3,6.4,9,-0.03,NA,0.3,0,UB/OV,SA,17,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,3,6.4,36,0.81,NA,1.5,0.3,OV,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,3,6.4,34,0.82,NA,2.1,0.6,OV,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,3,6.4,30,0.54,NA,0.9,0.6,OV/WD,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,3,6.4,30,0.75,NA,2.7,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,3,6.4,31,0.67,NA,3.3,NA,NC,GV,NV,13,NV,14,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,3,6.4,29,0.49,NA,3.9,NA,OV,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,4,6.4,28,0.87,NA,NA,0.3,UB,GV,NV,NV,17,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,4,6.4,29,0.91,NA,NA,0.6,UB,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,4,6.4,25,0.87,NA,NA,0.9,UB,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,4,6.4,20,0.98,NA,3.3,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,4,6.4,27,0.88,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,4,6.4,16,0.64,NA,2.7,NA,NC,GV,NV,14,NV,17,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,4,6.4,12,0.55,NA,2.1,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,4,6.4,7,0.32,NA,1.5,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,4,6.4,5,0.11,NA,0.9,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,4,6.4,2,0,NA,0.3,NA,NC,SA,17,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,5,6.1,8,0,NA,0.3,0,OV,SA,17,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,5,6.1,19,0.64,NA,5.7,0.3,UB,GV,NV,NV,17,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,5,6.1,10,-0.87,NA,0.9,0.5,OV,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,5,6.1,30,1.32,NA,5.1,0.6,UB,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,5,6.1,13,-0.16,NA,1.5,1,OV,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,5,6.1,32,1.34,NA,4.5,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,5,6.1,32,0.92,NA,3.9,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,5,6.1,27,0.37,NA,3.3,NA,NC,GV,NV,17,NV,16,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,5,6.1,22,0,NA,2.7,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,NV,NV,9/17/2016,5,6.1,28,-0.07,NA,2.1,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,34.04716,-117.35571,9/17/2016,6,6.2,30,0.1,NA,NA,0,UB,SA,NV,NV,17,NV,
Crossover Channel to Riverside Drive,5,13,34.04716,-117.35571,9/17/2016,6,6.2,30,0.12,NA,NA,0.3,UB,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,34.04716,-117.35571,9/17/2016,6,6.2,20,0.51,NA,NA,0.5,BO,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,34.04716,-117.35571,9/17/2016,6,6.2,11,-0.1,NA,NA,0.5,BO,SA,17,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,34.04716,-117.35571,9/17/2016,6,6.2,33,0.14,NA,NA,0.8,UB,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,34.04716,-117.35571,9/17/2016,6,6.2,21,0.71,NA,NA,1,BO,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,34.04716,-117.35571,9/17/2016,6,6.2,26,0.79,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,34.04716,-117.35571,9/17/2016,6,6.2,23,0.62,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,13,34.04716,-117.35571,9/17/2016,6,6.2,24,0.52,NA,NA,NA,NC,GV,NV,17,NV,17,
Crossover Channel to Riverside Drive,5,13,34.04716,-117.35571,9/17/2016,6,6.2,27,0.47,NA,NA,NA,NC,SA,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,14,34.02692,-117.36139,9/10/2016,1,6.2,5,0.7,NA,NA,NA,NC,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,14,34.02692,-117.36139,9/10/2016,1,6.2,32,1.08,NA,NA,NA,NA,CO,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,14,34.02692,-117.36139,9/10/2016,1,6.2,22,1.02,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,14,34.02692,-117.36139,9/10/2016,1,6.2,21,0.98,NA,NA,NA,NA,CO,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,14,34.02692,-117.36139,9/10/2016,1,6.2,30,0.94,NA,NA,NA,NA,CO,NV,17,NV,17,
Crossover Channel to Riverside Drive,5,14,34.02692,-117.36139,9/10/2016,1,6.2,28,0.93,NA,NA,NA,NA,CO,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,14,34.02692,-117.36139,9/10/2016,1,6.2,39,0.88,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,14,34.02692,-117.36139,9/10/2016,1,6.2,13,0.52,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,14,34.02692,-117.36139,9/10/2016,1,6.2,16,0.47,NA,NA,NA,NA,GV,NV,NV,NV,NV,
Crossover Channel to Riverside Drive,5,14,34.02692,-117.36139,9/10/2016,1,6.2,2,0,NA,NA,NA,NA,SA,17,NV,NV,NV,
