"","Node","Species","Life_Stage","sp_code","Node_Class"
"126","LA13","Steelhead","Smolts","Steelhead_Smolts","Low"
"127","11101250","Typha","Adult","Typha_Adult","High"
"128","F300","Typha","Adult","Typha_Adult","Partial"
"129","F37BLow","Typha","Adult","Typha_Adult","Partial"
"130","F57C","Typha","Adult","Typha_Adult","Partial"
"131","GLEN","Typha","Adult","Typha_Adult","Partial"
"132","LA11","Typha","Adult","Typha_Adult","Partial"
"133","LA14","Typha","Adult","Typha_Adult","Partial"
"134","LA2","Typha","Adult","Typha_Adult","Partial"
"135","LA20","Typha","Adult","Typha_Adult","Partial"
"136","LA202","Typha","Adult","Typha_Adult","Partial"
"137","LA3","Typha","Adult","Typha_Adult","Partial"
"138","LA8","Typha","Adult","Typha_Adult","Partial"
"139","F319","Typha","Adult","Typha_Adult","Partial"
"140","F34D","Typha","Adult","Typha_Adult","Partial"
"141","F37BHigh","Typha","Adult","Typha_Adult","Low"
"142","F45B","Typha","Adult","Typha_Adult","Partial"
"143","LA1","Typha","Adult","Typha_Adult","Partial"
"144","LA13","Typha","Adult","Typha_Adult","Partial"
"145","11101250","Typha","Seedling","Typha_Seedling","Low"
"146","F300","Typha","Seedling","Typha_Seedling","Low"
"147","F37BLow","Typha","Seedling","Typha_Seedling","Partial"
"148","F57C","Typha","Seedling","Typha_Seedling","Partial"
"149","GLEN","Typha","Seedling","Typha_Seedling","Partial"
"150","LA11","Typha","Seedling","Typha_Seedling","Partial"
"151","LA14","Typha","Seedling","Typha_Seedling","Partial"
"152","LA2","Typha","Seedling","Typha_Seedling","Low"
"153","LA20","Typha","Seedling","Typha_Seedling","Partial"
"154","LA202","Typha","Seedling","Typha_Seedling","Partial"
"155","LA3","Typha","Seedling","Typha_Seedling","Partial"
"156","LA8","Typha","Seedling","Typha_Seedling","Partial"
"157","F319","Typha","Seedling","Typha_Seedling","Low"
"158","F34D","Typha","Seedling","Typha_Seedling","Low"
"159","F37BHigh","Typha","Seedling","Typha_Seedling","Low"
"160","F45B","Typha","Seedling","Typha_Seedling","Low"
"161","LA1","Typha","Seedling","Typha_Seedling","Low"
"162","LA13","Typha","Seedling","Typha_Seedling","Partial"
"163","11101250","Willow","Adult","Willow_Adult","High"
"164","F300","Willow","Adult","Willow_Adult","High"
"165","F37BLow","Willow","Adult","Willow_Adult","High"
"166","F57C","Willow","Adult","Willow_Adult","High"
"167","GLEN","Willow","Adult","Willow_Adult","High"
"168","LA11","Willow","Adult","Willow_Adult","High"
"169","LA14","Willow","Adult","Willow_Adult","High"
"170","LA2","Willow","Adult","Willow_Adult","High"
"171","LA20","Willow","Adult","Willow_Adult","High"
"172","LA202","Willow","Adult","Willow_Adult","High"
"173","LA3","Willow","Adult","Willow_Adult","High"
"174","LA8","Willow","Adult","Willow_Adult","High"
"175","F319","Willow","Adult","Willow_Adult","High"
"176","F34D","Willow","Adult","Willow_Adult","High"
"177","F37BHigh","Willow","Adult","Willow_Adult","High"
"178","F45B","Willow","Adult","Willow_Adult","High"
"179","LA1","Willow","Adult","Willow_Adult","High"
"180","LA13","Willow","Adult","Willow_Adult","High"
"181","11101250","Willow","Germination","Willow_Germination","Low"
"182","F300","Willow","Germination","Willow_Germination","Low"
"183","F37BLow","Willow","Germination","Willow_Germination","Low"
"184","F57C","Willow","Germination","Willow_Germination","Low"
"185","GLEN","Willow","Germination","Willow_Germination","Low"
"186","LA11","Willow","Germination","Willow_Germination","Low"
"187","LA14","Willow","Germination","Willow_Germination","Low"
"188","LA2","Willow","Germination","Willow_Germination","Low"
"189","LA20","Willow","Germination","Willow_Germination","Low"
"190","LA202","Willow","Germination","Willow_Germination","Low"
"191","LA3","Willow","Germination","Willow_Germination","Low"
"192","LA8","Willow","Germination","Willow_Germination","Low"
"193","F319","Willow","Germination","Willow_Germination","Low"
"194","F34D","Willow","Germination","Willow_Germination","Low"
"195","F37BHigh","Willow","Germination","Willow_Germination","Low"
"196","F45B","Willow","Germination","Willow_Germination","Low"
"197","LA1","Willow","Germination","Willow_Germination","Low"
"198","LA13","Willow","Germination","Willow_Germination","Low"
"199","11101250","Willow","Seedling","Willow_Seedling","High"
"200","F300","Willow","Seedling","Willow_Seedling","High"
"201","F37BLow","Willow","Seedling","Willow_Seedling","Partial"
"202","F57C","Willow","Seedling","Willow_Seedling","High"
"203","GLEN","Willow","Seedling","Willow_Seedling","High"
"204","LA11","Willow","Seedling","Willow_Seedling","High"
"205","LA14","Willow","Seedling","Willow_Seedling","High"
"206","LA2","Willow","Seedling","Willow_Seedling","High"
"207","LA20","Willow","Seedling","Willow_Seedling","High"
"208","LA202","Willow","Seedling","Willow_Seedling","High"
"209","LA3","Willow","Seedling","Willow_Seedling","High"
"210","LA8","Willow","Seedling","Willow_Seedling","High"
"211","F319","Willow","Seedling","Willow_Seedling","Low"
"212","F34D","Willow","Seedling","Willow_Seedling","High"
"213","F37BHigh","Willow","Seedling","Willow_Seedling","High"
"214","F45B","Willow","Seedling","Willow_Seedling","High"
"215","LA1","Willow","Seedling","Willow_Seedling","Low"
"216","LA13","Willow","Seedling","Willow_Seedling","High"
