yyyymmdd,Hr:Min:Sec,LA20,LA_20_2,F300,LA14,LA13,GLEN,LA11,F57C
20160613,22:00:00,22.13,24.8017,19.5826,18.8208,18.7207,18.6614,18.5289,18.4578
20160613,23:00:00,22.03,24.7811,19.4747,18.7073,18.6066,18.5469,18.4136,18.3419
20160614,0:00:00,21.87,24.4018,18.5253,17.7074,17.6045,17.5444,17.4132,17.3418
20160614,1:00:00,21.87,24.4082,18.5404,17.7288,17.6269,17.5674,17.4374,17.3668
20160614,2:00:00,21.77,24.394,18.4546,17.638,17.5358,17.4762,17.3465,17.2759
20160614,3:00:00,21.67,24.3734,18.3504,17.5252,17.422,17.362,17.2312,17.1599
20160614,4:00:00,21.67,24.3623,18.3287,17.5027,17.3992,17.3389,17.2075,17.1358
20160614,5:00:00,21.57,24.353,18.2583,17.4287,17.3255,17.2654,17.135,17.0638
20160614,6:00:00,21.57,24.3603,18.2779,17.4534,17.351,17.2915,17.1623,17.092
20160614,7:00:00,21.65,25.7561,22.1776,22.1591,22.2152,22.2599,22.3925,22.4912
20160614,8:00:00,21.64,24.8055,22.0121,23.2562,23.5302,23.7146,24.1884,24.4926
20160614,9:00:00,21.74,25.0942,21.7267,23.4909,24.1741,24.5871,25.5312,26.0744
20160614,10:00:00,21.84,25.258,22.6042,21.824,23.2842,24.2047,26.0248,26.9139
20160614,11:00:00,22.08,26.4764,25.1384,24.7425,24.5812,24.4568,24.0813,23.9905
20160614,12:00:00,22.27,27.0549,26.4519,26.2839,26.1702,26.0764,25.7717,25.5584
20160614,13:00:00,22.42,27.3593,27.1846,27.1583,27.0794,27.0092,26.7633,26.5854
20160614,14:00:00,22.50,27.1938,26.8444,26.6854,26.58,26.4922,26.2044,26.0031
20160614,15:00:00,22.65,27.0549,26.5437,26.278,26.1496,26.0465,25.7206,25.4969
20160614,16:00:00,22.76,26.7005,25.7678,25.3285,25.1639,25.0372,24.6557,24.4007
20160614,17:00:00,22.75,26.149,24.6328,24.0525,23.8656,23.7261,24.8329,26.7776
20160614,18:00:00,22.69,25.4111,22.9996,23.1489,24.5356,25.3137,26.921,27.7508
20160614,19:00:00,22.47,23.9008,20.0788,20.6515,21.252,21.6003,22.355,22.7645
20160614,20:00:00,22.64,25.1533,20.2821,19.374,19.2623,19.1976,19.0572,18.9852
20160614,21:00:00,22.54,25.128,20.1968,19.2535,19.1385,19.072,18.9285,18.8549
20160614,22:00:00,22.43,25.1148,20.1299,19.1656,19.049,18.9819,18.8377,18.7638
20160614,23:00:00,22.34,25.1137,20.0906,19.1118,18.9949,18.9279,18.7849,18.7121
20160615,0:00:00,22.18,24.7412,19.1178,18.3079,18.2432,18.111,17.8716,17.7725
20160615,1:00:00,22.08,24.716,18.9806,18.137,18.0504,18.0089,17.77,17.6552
20160615,2:00:00,22.08,24.7461,19.0735,18.2628,18.1869,18.1022,17.8473,17.745
20160615,3:00:00,21.97,24.6295,18.8118,17.9847,17.9007,17.8605,17.8121,17.7278
20160615,4:00:00,21.97,24.5905,18.695,17.8334,17.7388,17.6899,17.6118,17.5932
20160615,5:00:00,21.88,24.6896,18.7811,17.8965,17.8006,17.7525,17.6732,17.5136
20160615,6:00:00,21.88,24.6896,18.7794,17.896,17.8003,17.7522,17.6731,17.5135
20160615,7:00:00,21.99,25.665,21.9664,22.1395,22.2489,22.3192,22.4913,22.6031
20160615,8:00:00,21.98,25.1196,21.4348,23.0276,23.3736,23.5925,24.1202,24.442
20160615,9:00:00,21.94,25.2366,22.0201,22.796,23.5121,23.9288,24.8352,25.3327
20160615,10:00:00,22.09,26.0553,23.9093,23.5228,23.3797,23.2687,23.3237,24.7903
20160615,11:00:00,22.22,26.5721,25.2266,24.9156,24.7745,24.6624,24.3115,24.0679
20160615,12:00:00,22.34,26.7499,25.6561,25.4172,25.2923,25.1907,24.8645,24.6346
20160615,13:00:00,22.58,27.0046,26.3476,26.2513,26.1618,26.0847,25.8219,25.6317
20160615,14:00:00,22.76,27.2878,27.0317,26.9008,26.7962,26.708,26.4146,26.207
20160615,15:00:00,22.92,27.2519,26.9282,26.7187,26.5939,26.491,26.1561,25.9203
20160615,16:00:00,22.98,27.069,26.5216,26.2138,26.0706,25.9557,25.5924,25.3405
20160615,17:00:00,22.90,26.7754,25.7834,25.3511,25.1811,25.0481,24.6388,24.1666
20160615,18:00:00,22.91,26.4857,25.0117,24.5041,24.3215,24.18,24.8153,26.3746
20160615,19:00:00,22.61,24.9786,21.7666,21.4989,21.4229,21.3618,21.1627,21.6091
20160615,20:00:00,22.50,24.791,19.7426,19.0275,18.9475,18.9044,18.8252,18.7962
20160615,21:00:00,22.40,24.7519,19.5698,18.8329,18.7469,18.6992,18.6055,18.5644
20160615,22:00:00,22.31,24.8044,19.6614,18.9832,18.9185,18.8882,18.8531,18.8624
20160615,23:00:00,22.11,24.7768,19.4726,18.7693,18.6996,18.6657,18.6202,18.6209
20160616,0:00:00,22.06,24.5144,18.7555,17.9925,17.9226,17.8915,17.8794,17.7099
20160616,1:00:00,21.96,24.4635,18.5478,17.7351,17.6511,17.6092,17.5481,17.5406
20160616,2:00:00,21.77,24.5381,18.5892,17.8034,17.7362,17.6036,17.3635,17.2604
20160616,3:00:00,21.78,24.577,18.7342,17.7584,17.6028,17.5175,17.3475,17.264
20160616,4:00:00,21.59,24.5131,18.2297,17.3644,17.255,17.191,17.0509,16.9739
20160616,5:00:00,21.57,24.511,18.3929,17.5758,17.5001,17.4795,17.2024,17.0883
20160616,6:00:00,21.44,24.2654,17.8441,16.9488,16.8425,16.7832,16.664,16.6046
20160616,7:00:00,21.62,25.8085,22.2354,21.9295,21.8821,21.8478,21.7409,21.6631
20160616,8:00:00,21.64,26.1567,23.5989,23.5055,23.4676,23.4329,23.3013,23.1968
20160616,9:00:00,21.95,26.5568,24.9887,25.0137,24.978,24.9414,24.7947,24.6786
20160616,10:00:00,22.18,27.1132,26.5246,26.7059,26.6919,26.6679,26.5465,26.4445
20160616,11:00:00,22.31,27.5809,27.6924,27.9505,27.944,27.9233,27.8038,27.701
20160616,12:00:00,22.52,27.6817,27.9467,28.1794,28.1655,28.1389,28.0009,27.8846
20160616,13:00:00,22.73,27.8633,28.4223,28.7342,28.7407,28.7281,28.6252,28.5301
20160616,14:00:00,22.95,28.0646,28.9787,29.4289,29.4734,29.4881,29.4607,29.4163
20160616,15:00:00,23.02,28.0225,28.8737,29.27,29.2993,29.3026,29.2414,29.1725
20160616,16:00:00,23.20,27.9878,28.8605,29.2879,29.3302,29.3439,29.3167,29.2742
20160616,17:00:00,23.32,27.7115,28.1796,28.3872,28.3734,28.3474,28.2106,28.0946
20160616,18:00:00,23.39,27.2377,26.9943,26.9742,26.9093,26.8477,26.6151,26.434
20160616,19:00:00,23.36,25.582,23.4373,23.5425,23.5719,23.5872,23.602,23.6007
20160616,20:00:00,23.38,24.7552,20.1988,19.5085,19.4177,19.3635,19.2403,19.1727
20160616,21:00:00,23.39,24.7673,20.2178,19.5461,19.4598,19.409,19.2965,19.2374
20160616,22:00:00,23.29,24.7965,20.2304,19.5714,19.4879,19.4391,19.3318,19.2759
