yyyymmdd,Hr:Min:Sec,LA20,LA_20_2,F300,LA14,LA13,GLEN,LA11,F57C
20160628,22:00:00,27.92,26.5493,24.7578,24.5908,24.612,24.5133,24.3183,24.242
20160628,23:00:00,27.81,26.5246,24.6223,24.4243,24.4222,24.3893,24.1807,24.0994
20160629,0:00:00,27.66,26.1514,23.6111,23.3016,23.281,23.2755,23.2087,23.0923
20160629,1:00:00,27.56,26.1735,23.6307,23.355,23.3471,23.3519,23.2695,23.1611
20160629,2:00:00,27.47,26.2106,23.6417,23.3249,23.1856,23.108,22.9497,22.8816
20160629,3:00:00,27.37,26.2084,23.5823,23.2934,23.147,23.0665,22.905,22.837
20160629,4:00:00,27.21,26.3722,23.4179,22.9248,22.851,22.805,22.6959,22.643
20160629,5:00:00,27.11,26.3726,23.3653,22.8729,22.8002,22.755,22.6485,22.5972
20160629,6:00:00,26.96,26.0873,23.0241,22.6173,22.5777,22.559,22.5383,22.5552
20160629,7:00:00,27.08,27.4703,26.5828,26.4877,26.4636,26.4447,26.3827,26.3684
20160629,8:00:00,27.18,28.0469,28.2239,28.3994,28.4129,28.4156,28.3966,28.3867
20160629,9:00:00,27.39,28.7437,29.9032,30.2993,30.3512,30.3784,30.4174,30.4433
20160629,10:00:00,27.52,29.4819,31.4665,32.0677,32.1618,32.2173,32.3279,32.4002
20160629,11:00:00,27.75,30.2082,32.8628,33.6369,33.7709,33.8541,34.0383,34.1605
20160629,12:00:00,27.85,30.2451,32.8442,33.4805,33.5753,33.6296,33.7286,33.7903
20160629,13:00:00,28.07,30.4524,33.3109,34.0372,34.1587,34.2323,34.3867,34.4874
20160629,14:00:00,28.14,30.3497,33.1619,33.7933,33.8868,33.9393,34.0304,34.085
20160629,15:00:00,28.22,30.2747,33.0494,33.6292,33.7078,33.7492,33.8077,33.8389
20160629,16:00:00,28.36,30.0204,32.5607,32.9594,32.9875,32.9921,32.9455,32.9033
20160629,17:00:00,28.30,29.6681,31.7632,31.9536,31.9287,31.8959,31.7473,31.6375
20160629,18:00:00,28.30,29.1255,30.6779,30.6891,30.6237,30.5632,30.3431,30.1869
20160629,19:00:00,28.10,27.2219,27.0322,27.1106,27.1058,27.0949,27.0338,26.9895
20160629,20:00:00,27.98,26.3508,24.3276,23.9684,23.9143,23.8802,23.7974,23.7604
20160629,21:00:00,28.18,26.3706,24.4685,24.1377,24.0877,24.0562,23.9806,23.9494
20160629,22:00:00,28.09,26.4025,24.4842,24.1821,24.1417,24.1177,24.0657,24.0531
20160629,23:00:00,28.00,26.4873,24.6626,24.4531,24.4431,24.4429,24.4699,24.3293
20160630,0:00:00,27.86,26.1551,23.7565,23.4668,23.4488,23.4446,23.4268,23.2963
20160630,1:00:00,27.66,26.1778,23.701,23.4355,23.432,23.3275,23.1269,23.0459
20160630,2:00:00,27.58,26.2399,23.7952,23.2574,23.1498,23.0864,22.9463,22.8811
20160630,3:00:00,27.49,26.3573,23.6966,23.119,23.0342,22.9818,22.8583,22.7981
20160630,4:00:00,27.37,26.1927,23.4831,23.0075,22.9313,22.8829,22.7658,22.7074
20160630,5:00:00,27.27,26.2038,23.4238,22.9512,22.8769,22.8299,22.7167,22.6608
20160630,6:00:00,27.09,26.2996,23.6164,22.9103,22.8192,22.7651,22.6445,22.5886
20160630,7:00:00,27.18,27.5,26.6963,26.5402,26.4864,26.5036,26.7472,26.8689
20160630,8:00:00,27.27,28.0299,28.1379,28.1688,28.1351,28.1021,27.9755,27.8867
20160630,9:00:00,27.48,28.7251,29.7903,30.0502,30.061,30.0579,30.0087,29.9724
20160630,10:00:00,27.58,29.2484,30.7656,31.0178,31.0146,30.9997,30.9104,30.8452
20160630,11:00:00,27.69,29.8362,31.8819,32.2204,32.2309,32.224,32.1502,32.0926
20160630,12:00:00,27.91,30.043,32.3036,32.6711,32.6896,32.6882,32.6288,32.5812
20160630,13:00:00,28.02,30.1659,32.5837,32.9974,33.03,33.0387,33.0074,32.9789
20160630,14:00:00,28.20,30.1567,32.6512,33.0169,33.0339,33.0304,32.961,32.904
20160630,15:00:00,28.37,30.1086,32.7149,33.1115,33.1353,33.1362,33.0768,33.0247
20160630,16:00:00,28.43,29.8924,32.1861,32.364,32.3277,32.2852,32.1046,31.9707
20160630,17:00:00,28.42,29.2786,30.7276,30.4758,30.3334,30.2174,29.8445,29.5901
20160630,18:00:00,28.40,28.5684,29.2248,28.6867,28.4807,28.322,27.8425,28.0445
20160630,19:00:00,28.12,26.7524,25.7882,25.4199,25.2965,25.2011,25.264,26.2104
20160630,20:00:00,28.10,26.446,24.6116,24.337,24.309,24.295,24.2765,24.2704
20160630,21:00:00,28.01,26.5543,24.8773,24.4978,24.3797,24.3096,24.1528,24.0803
20160630,22:00:00,27.93,26.6178,25.0207,24.4038,24.3087,24.2498,24.1111,24.0449
20160630,23:00:00,27.86,26.8117,24.7306,24.2778,24.1998,24.1493,24.0243,23.9627
20160701,0:00:00,26.6942,26.2809,22.9505,22.3184,22.2287,22.1737,22.0463,21.9829
20160701,1:00:00,26.5996,26.3104,22.9705,22.3527,22.267,22.2148,22.0949,22.0364
20160701,2:00:00,26.3803,26.1493,22.8763,22.2963,22.1724,22.1027,21.958,21.8932
20160701,3:00:00,26.2958,26.2557,22.7006,22.0355,21.9454,21.8911,21.7676,21.707
20160701,4:00:00,26.0892,26.1921,22.7338,21.9256,21.8217,21.7616,21.6314,21.5703
20160701,5:00:00,25.9747,26.0679,22.3967,21.9138,21.7542,21.6672,21.4955,21.4211
20160701,6:00:00,25.7593,25.8743,22.32,22.0138,21.9884,21.9746,21.9436,21.9318
20160701,7:00:00,25.8968,27.2133,25.6366,25.2801,25.1653,25.3749,26.1536,26.5081
20160701,8:00:00,26.0163,27.8218,27.2848,27.1528,27.0737,27.0083,26.7929,26.6456
20160701,9:00:00,26.0242,28.3431,28.5072,28.544,28.497,28.4526,28.2886,28.1738
20160701,10:00:00,26.3736,28.7658,29.5812,29.8201,29.8215,29.8104,29.7334,29.6743
20160701,11:00:00,26.0996,28.7482,29.4781,29.6933,29.6915,29.6785,29.5976,29.537
20160701,12:00:00,26.2125,28.8463,29.729,29.9763,29.9855,29.9805,29.9229,29.8789
20160701,13:00:00,26.1156,28.8409,29.7284,29.9871,30.0014,29.9999,29.9508,29.9115
20160701,14:00:00,26.2157,28.8899,29.8582,30.1161,30.1299,30.1279,30.0761,30.0343
20160701,15:00:00,26.3687,28.7121,29.4489,29.5527,29.5273,29.4974,29.3692,29.2764
20160701,16:00:00,26.6214,28.5712,29.1419,29.1013,29.0379,28.9808,28.7773,28.634
20160701,17:00:00,26.5827,28.365,28.6811,28.5884,28.5156,28.4525,28.2353,28.0836
20160701,18:00:00,26.5078,27.9576,27.7245,27.5213,27.4291,27.3539,27.1085,26.9398
20160701,19:00:00,26.327,26.3259,24.2033,23.9868,23.9336,23.8915,23.7546,23.66
20160701,20:00:00,26.1133,26.3212,23.1716,22.7398,22.7052,22.692,22.5806,22.4677
20160701,21:00:00,26.0296,26.4334,23.403,22.6937,22.5828,22.5179,22.3761,22.3096
20160701,22:00:00,25.828,26.4012,23.1827,22.5046,22.3872,22.3193,22.1729,22.1047
20160701,23:00:00,25.7201,26.3229,22.9562,22.5448,22.3811,22.2914,22.1126,22.0351
20160702,0:00:00,25.4752,26.019,21.9879,21.3472,21.1975,21.1149,20.9485,20.8733
20160702,1:00:00,25.3668,25.935,21.7699,21.2372,21.1975,21.1448,20.9078,20.8127
20160702,2:00:00,25.2656,25.9153,21.6544,21.0975,21.0519,21.0342,20.8036,20.7016
20160702,3:00:00,25.1839,26.0498,21.9327,21.0926,20.9735,20.9059,20.7642,20.6974
20160702,4:00:00,24.9774,25.982,21.6017,20.8178,20.6795,20.6022,20.4434,20.3691
20160702,5:00:00,24.8778,25.9747,21.5223,20.76,20.616,20.5362,20.3743,20.2996
20160702,6:00:00,24.7475,25.6323,21.2286,20.9145,20.978,21.017,21.1081,21.1667
20160702,7:00:00,24.9039,27.033,24.7656,24.2406,24.7843,25.0907,25.706,26.0232
20160702,8:00:00,24.9971,27.3969,25.9558,25.6239,25.4971,25.3978,25.0896,25.8972
20160702,9:00:00,25.1318,28.0726,27.6629,27.5912,27.5145,27.448,27.2198,27.0582
20160702,10:00:00,25.304,28.5033,28.7713,28.963,28.9528,28.933,28.8304,28.7514
20160702,11:00:00,25.3424,28.7577,29.4455,29.8479,29.8952,29.9164,29.9264,29.9226
20160702,12:00:00,25.5552,28.882,29.7845,30.2123,30.2678,30.2951,30.3224,30.3312
20160702,13:00:00,25.7392,28.8685,29.7609,30.101,30.1335,30.1439,30.1232,30.099
20160702,14:00:00,25.8174,28.8043,29.6203,29.8889,29.9037,29.9014,29.8444,29.7948
20160702,15:00:00,25.9688,28.6298,29.1854,29.2485,29.2078,29.1652,28.9937,28.8652
20160702,16:00:00,26.3332,28.5911,29.1499,29.1384,29.0761,29.0178,28.8018,28.6428
20160702,17:00:00,26.2768,28.2864,28.3759,28.1769,28.0673,27.9755,27.6676,27.4468
20160702,18:00:00,26.3094,27.9582,27.5883,27.2872,27.1595,27.0561,26.7199,26.4806
20160702,19:00:00,26.2452,26.4292,24.3384,24.1148,24.0564,24.0095,23.854,23.7423
20160702,20:00:00,26.4042,26.2836,23.3114,22.9308,22.9039,22.8953,22.8301,22.6979
20160702,21:00:00,26.3251,26.4257,23.6117,22.9233,22.8128,22.7473,22.6015,22.5319
20160702,22:00:00,26.2397,26.5235,23.4372,22.7744,22.6798,22.6218,22.4871,22.4205
20160702,23:00:00,25.9591,26.3091,23.0224,22.4586,22.3724,22.3185,22.1902,22.1252
20160703,0:00:00,25.7702,25.9382,22.0478,21.4271,21.3377,21.2828,21.1551,21.0895
20160703,1:00:00,25.6009,25.8978,21.8811,21.2537,21.1644,21.1099,20.9834,20.9185
20160703,2:00:00,25.3719,25.8892,21.7252,21.0878,20.9983,20.9438,20.8182,20.7538
20160703,3:00:00,25.2813,26.0225,21.936,21.0596,20.9496,20.8853,20.744,20.6742
20160703,4:00:00,25.0856,26.041,21.6344,20.8128,20.707,20.6445,20.5059,20.4361
20160703,5:00:00,24.9836,26.0153,21.5311,20.6869,20.5787,20.515,20.3738,20.3025
20160703,6:00:00,24.8575,25.6915,21.5424,21.1709,21.1258,21.0961,21.0119,21.1613
20160703,7:00:00,24.891,26.9823,24.5282,25.0928,25.4399,25.6489,26.1245,26.4069
20160703,8:00:00,25.0054,27.533,26.1576,25.8225,25.6887,25.5822,25.2445,26.2013
20160703,9:00:00,25.1051,28.0085,27.4119,27.2414,27.1355,27.0469,26.7522,26.542
20160703,10:00:00,25.2746,28.3834,28.4368,28.5148,28.4731,28.4302,28.2611,28.1353
20160703,11:00:00,25.4041,28.5775,28.9622,29.1561,29.1462,29.126,29.0193,28.9356
20160703,12:00:00,25.5984,28.6163,29.0867,29.2488,29.2316,29.2062,29.0849,28.9917
20160703,13:00:00,25.6985,28.6606,29.2131,29.3682,29.3499,29.3236,29.1985,29.102
20160703,14:00:00,25.8904,28.6999,29.3444,29.4875,29.4665,29.4381,29.3066,29.2055
20160703,15:00:00,25.8675,28.568,29.02,29.0767,29.0359,28.9936,28.8257,28.7012
20160703,16:00:00,26.0085,28.3132,28.3843,28.2122,28.1117,28.0271,27.7436,27.5429
20160703,17:00:00,25.9609,28.0672,27.7672,27.4738,27.345,27.2409,26.9051,26.6698
20160703,18:00:00,25.9438,27.4311,26.1673,25.5582,25.3626,25.4521,27.1944,27.946
20160703,19:00:00,25.8865,25.9786,23.0407,23.0372,23.417,23.6355,24.104,24.3632
20160703,20:00:00,25.9273,26.3947,23.3376,22.5077,22.3988,22.334,22.1886,22.1179
20160703,21:00:00,25.8425,26.5002,23.0393,22.3652,22.2692,22.2104,22.074,22.0057
20160703,22:00:00,25.7623,26.2591,22.8014,22.2066,22.1164,22.0601,21.9268,21.8585
20160703,23:00:00,25.6244,26.2618,22.7113,22.1122,22.0219,21.9657,21.8328,21.7648
20160704,0:00:00,25.4693,25.8857,21.7666,21.1199,21.028,20.9719,20.842,20.7749
20160704,1:00:00,25.3705,25.8783,21.6977,21.0518,20.9606,20.905,20.7767,20.7106
20160704,2:00:00,25.1698,25.8433,21.5065,20.8461,20.7536,20.6974,20.5681,20.5012
20160704,3:00:00,25.1708,25.85,21.5228,20.869,20.7775,20.722,20.5941,20.5281
20160704,4:00:00,24.9701,25.815,21.3338,20.6637,20.5708,20.5145,20.3856,20.3187
20160704,5:00:00,24.8728,25.8178,21.2977,20.6314,20.5401,20.485,20.3595,20.2948
20160704,6:00:00,24.7516,25.6579,21.2752,20.9924,21.0508,21.0879,21.1779,21.2378
20160704,7:00:00,24.8711,26.8652,24.1822,25.3575,25.6239,25.7934,26.2044,26.4641
20160704,8:00:00,24.9384,27.0682,25.0539,24.4875,24.6474,25.3426,26.6668,27.2902
20160704,9:00:00,25.0826,27.845,27.0085,26.7331,26.6019,26.4964,26.16,25.926
20160704,10:00:00,25.341,28.2096,27.9853,27.8968,27.8102,27.7356,27.4811,27.3003
20160704,11:00:00,25.3825,28.4211,28.5331,28.5716,28.5186,28.4677,28.2773,28.1387
20160704,12:00:00,25.5839,28.5092,28.7733,28.7917,28.7338,28.6791,28.4762,28.3282
20160704,13:00:00,25.8017,28.6956,29.2951,29.4341,29.41,29.3794,29.2428,29.1392
20160704,14:00:00,25.9923,28.7513,29.4736,29.6224,29.6003,29.5706,29.4344,29.3293
20160704,15:00:00,25.9734,28.6473,29.2195,29.2913,29.2514,29.2092,29.0389,28.9112
20160704,16:00:00,26.1538,28.6448,29.276,29.3668,29.3326,29.2944,29.1341,29.0121
20160704,17:00:00,26.2662,28.2064,28.1822,27.9457,27.83,27.7348,27.4218,27.2009
20160704,18:00:00,26.3708,27.718,27.0063,26.5391,26.3744,26.2467,26.4376,27.6461
20160704,19:00:00,26.3192,26.2849,23.9521,23.5855,23.4893,23.4152,23.98,24.4032
20160704,20:00:00,26.4245,26.4328,23.6934,22.992,22.8815,22.8159,22.6689,22.5986
20160704,21:00:00,26.4405,26.55,23.6012,22.956,22.8625,22.8049,22.6701,22.6035
20160704,22:00:00,26.3605,26.3599,23.3515,22.8086,22.723,22.6691,22.5394,22.4736
20160704,23:00:00,26.1594,26.3324,23.1779,22.6255,22.5396,22.4856,22.3563,22.2907
20160705,0:00:00,25.8695,25.9487,22.1202,21.5049,21.4155,21.3605,21.232,21.166
20160705,1:00:00,25.8086,25.9154,22.0303,21.411,21.3211,21.2658,21.1367,21.0701
20160705,2:00:00,25.6075,25.8879,21.8596,21.2287,21.1382,21.0827,20.9539,20.8874
20160705,3:00:00,25.4855,26.0894,21.9838,21.188,21.0844,21.023,20.8858,20.8172
20160705,4:00:00,25.3754,25.9934,21.9697,21.1612,21.0392,20.9691,20.8191,20.7468
20160705,5:00:00,25.1721,25.9472,21.7157,20.935,20.8029,20.7278,20.5695,20.4935
20160705,6:00:00,25.056,25.7357,21.6172,21.2036,21.151,21.2102,21.3261,21.388
20160705,7:00:00,25.1976,27.1314,24.9533,25.1688,25.5227,25.731,26.1915,26.4587
20160705,8:00:00,25.2998,27.6123,26.4131,26.0934,25.9614,25.8556,25.7218,26.8924
20160705,9:00:00,25.394,28.0615,27.5889,27.4099,27.2996,27.2076,26.902,26.6838
20160705,10:00:00,25.5367,28.3105,28.2509,28.1901,28.1079,28.0354,27.7817,27.5977
20160705,11:00:00,25.684,28.6078,29.0466,29.1867,29.1571,29.1219,28.9697,28.8531
20160705,12:00:00,25.8962,28.7437,29.4272,29.6077,29.5901,29.5634,29.4344,29.3337
20160705,13:00:00,26.0056,28.8374,29.697,29.9321,29.9311,29.9164,29.8209,29.7429
20160705,14:00:00,26.1831,28.7862,29.5928,29.7361,29.7116,29.6799,29.5371,29.4271
20160705,15:00:00,26.1732,28.7239,29.4557,29.5787,29.5526,29.5205,29.3788,29.2711
20160705,16:00:00,26.2323,28.5555,29.0546,29.0614,29.0047,28.9504,28.7463,28.5953
20160705,17:00:00,26.3424,28.1025,27.9273,27.6088,27.4721,27.3622,27.0102,26.7642
20160705,18:00:00,26.1778,27.7219,26.9696,26.5562,26.4061,26.2884,25.9202,26.9884
20160705,19:00:00,25.9355,26.3083,23.8666,23.5991,23.5366,23.4877,23.3289,23.2159
20160705,20:00:00,25.8131,26.2767,22.9431,22.5346,22.5127,22.4256,22.1997,22.108
20160705,21:00:00,25.7055,26.2025,22.7109,22.2585,22.2207,22.2052,22.1999,22.2192
20160705,22:00:00,25.6356,26.4324,22.9416,22.1977,22.0968,22.036,21.8977,21.8293
20160705,23:00:00,25.5263,26.2627,22.6736,22.0803,21.9927,21.9385,21.811,21.7463
20160706,0:00:00,25.3708,25.8818,21.7118,21.0634,20.9724,20.9171,20.7897,20.7242
20160706,1:00:00,25.2709,25.8677,21.6229,20.9716,20.8806,20.8253,20.6982,20.6328
20160706,2:00:00,25.1705,25.8499,21.5244,20.8671,20.7756,20.72,20.5924,20.5266
20160706,3:00:00,25.2037,25.8245,21.4946,20.8347,20.742,20.6856,20.5555,20.4881
20160706,4:00:00,25.0879,26.0664,21.7736,20.9221,20.8166,20.755,20.6208,20.5549
20160706,5:00:00,24.9834,26.0233,21.6537,20.7482,20.6366,20.5717,20.4306,20.3608
20160706,6:00:00,24.8562,25.7349,21.349,20.8806,20.8599,20.8663,20.8825,20.8986
20160706,7:00:00,24.9555,26.8132,24.4751,25.4397,25.6334,25.7614,26.0848,26.2989
20160706,8:00:00,24.9064,26.9127,24.6173,24.7145,25.467,25.8936,26.7885,27.2668
20160706,9:00:00,25.1517,27.6982,26.6637,26.298,26.1463,26.0272,25.6571,26.3552
20160706,10:00:00,25.2426,28.204,27.9543,27.8953,27.8161,27.7467,27.505,27.3313
20160706,11:00:00,25.4915,28.555,28.8871,29.0327,29.0053,28.9721,28.8274,28.7169
20160706,12:00:00,25.7002,28.649,29.1612,29.3207,29.2996,29.2713,29.1419,29.0435
20160706,13:00:00,25.893,28.6866,29.2875,29.4164,29.3895,29.3571,29.216,29.11
20160706,14:00:00,26.067,28.637,29.1946,29.2418,29.1943,29.1469,28.9633,28.8279
20160706,15:00:00,26.1464,28.5854,29.0882,29.0857,29.0248,28.9674,28.754,28.5967
20160706,16:00:00,26.2185,28.4892,28.878,28.827,28.7541,28.6881,28.4498,28.2747
20160706,17:00:00,26.2664,28.2312,28.2487,28.0544,27.9479,27.8587,27.5594,27.3449
20160706,18:00:00,26.2571,27.6227,26.7167,26.2071,26.032,25.8969,26.9132,27.8173
20160706,19:00:00,26.0203,26.2299,23.6855,23.338,23.2526,23.1871,23.4574,23.8953
20160706,20:00:00,25.9133,26.2902,23.0347,22.6424,22.6101,22.4983,22.2849,22.1966
20160706,21:00:00,25.8131,26.2767,22.9323,22.532,22.5109,22.4244,22.1993,22.1077
20160706,22:00:00,25.7225,26.3389,23.0151,22.3875,22.2606,22.1878,22.0319,21.959
20160706,23:00:00,25.6364,26.4384,22.9522,22.2151,22.1152,22.055,21.918,21.8503
20160707,0:00:00,25.4706,25.8959,21.7954,21.1542,21.0637,21.0085,20.881,20.8155
20160707,1:00:00,25.3691,25.8707,21.6745,21.0238,20.9319,20.8758,20.7465,20.6796
20160707,2:00:00,25.2724,25.8794,21.6533,21.0172,20.929,20.8756,20.7531,20.6905
20160707,3:00:00,25.1994,25.847,21.5493,20.9032,20.8134,20.759,20.634,20.5698
20160707,4:00:00,25.083,26.0306,21.7029,20.8179,20.7074,20.6429,20.5016,20.4315
20160707,5:00:00,25.1002,25.8417,21.4889,20.842,20.753,20.6992,20.5761,20.513
20160707,6:00:00,24.8557,25.7234,21.4013,21.093,21.1183,21.1369,21.1885,21.2291
20160707,7:00:00,25.0555,26.7945,24.1347,25.3628,25.5969,25.7471,26.1157,26.3522
20160707,8:00:00,25.0534,27.2078,25.4245,24.9495,24.7882,24.6682,26.3078,27.0144
20160707,9:00:00,25.2799,27.8331,27.089,26.8275,26.7036,26.6047,26.2926,26.0795
20160707,10:00:00,25.4677,28.3961,28.4896,28.5471,28.4978,28.4497,28.2673,28.134
20160707,11:00:00,25.6228,28.7619,29.46,29.7907,29.8141,29.8177,29.7771,29.7384
20160707,12:00:00,25.8372,28.9033,29.8395,30.2032,30.2369,30.2478,30.2275,30.2031
20160707,13:00:00,25.9286,28.8869,29.8252,30.1533,30.1813,30.1885,30.1592,30.1297
20160707,14:00:00,26.0266,28.9261,29.9442,30.2722,30.3011,30.3088,30.2799,30.2499
20160707,15:00:00,26.1032,28.9013,29.9627,30.3312,30.3727,30.3892,30.3835,30.3676
20160707,16:00:00,26.3718,28.8314,29.8323,30.1155,30.1342,30.1345,30.0841,30.0384
20160707,17:00:00,26.3254,28.5724,29.197,29.3475,29.3351,29.3139,29.206,29.1222
20160707,18:00:00,26.42,28.04,27.8739,27.6873,27.5934,27.515,27.2522,27.065
20160707,19:00:00,26.148,26.4246,24.3205,24.1492,24.1089,24.0758,23.9615,23.8798
20160707,20:00:00,26.1053,26.2553,23.0502,22.6094,22.5696,22.5517,22.5364,22.5587
20160707,21:00:00,25.9184,26.3371,23.0851,22.6776,22.6138,22.5097,22.31,22.2273
20160707,22:00:00,25.8288,26.407,23.1992,22.5195,22.4043,22.3377,22.1936,22.1265
20160707,23:00:00,25.7334,26.4283,23.1801,22.3788,22.2751,22.2136,22.0763,22.0102
20160708,0:00:00,25.5952,26.1323,21.9807,21.303,21.2109,21.1554,21.0291,20.9654
20160708,1:00:00,25.4716,25.9041,21.8164,21.1879,21.0998,21.0462,20.9225,20.8594
20160708,2:00:00,25.3723,25.8921,21.7393,21.1098,21.022,20.9687,20.8462,20.7836
20160708,3:00:00,25.2704,25.864,21.6054,20.9575,20.8666,20.8112,20.6837,20.6179
20160708,4:00:00,25.0713,25.8382,21.4489,20.7947,20.7042,20.6493,20.5238,20.4592
20160708,5:00:00,24.974,25.8435,21.4171,20.7722,20.6844,20.6316,20.5113,20.45
20160708,6:00:00,24.8519,25.7471,21.4973,21.179,21.173,21.1766,21.2049,21.2381
20160708,7:00:00,24.9704,26.8445,24.3038,25.2321,25.5001,25.6679,26.0686,26.3189
20160708,8:00:00,24.978,27.3254,25.7077,25.3272,25.188,25.0797,25.269,26.3596
20160708,9:00:00,25.2295,28.097,27.7279,27.6525,27.5729,27.5043,27.2696,27.1037
20160708,10:00:00,25.3074,28.5257,28.8164,29.0204,29.0114,28.9922,28.8905,28.8116
20160708,11:00:00,25.4603,28.8272,29.6171,30.0429,30.0952,30.1205,30.1447,30.153
20160708,12:00:00,25.6719,28.9889,30.0736,30.5996,30.682,30.7291,30.8149,30.8661
20160708,13:00:00,25.8636,29.0194,30.1486,30.5974,30.6591,30.6909,30.7318,30.7512
20160708,14:00:00,26.0513,29.0059,30.1362,30.5323,30.5834,30.6082,30.6317,30.6411
20160708,15:00:00,26.1241,28.946,30.0335,30.3966,30.4385,30.4563,30.4578,30.4505
20160708,16:00:00,26.2819,28.807,29.7205,29.9601,29.9688,29.9625,29.8961,29.8416
20160708,17:00:00,26.2329,28.5689,29.1612,29.3056,29.2917,29.2694,29.1588,29.0735
20160708,18:00:00,26.2531,28.152,28.1497,28.0914,28.0324,27.9793,27.789,27.6524
20160708,19:00:00,25.9808,26.5823,24.7505,24.7597,24.7675,24.7691,24.754,24.7418
20160708,20:00:00,25.7919,26.1145,22.5431,21.9894,21.9179,21.8758,21.7823,21.7395
20160708,21:00:00,25.7008,26.1732,22.5946,22.0674,22.0066,21.9732,21.9097,21.8923
20160708,22:00:00,25.5172,26.2838,22.7053,22.2328,22.1962,22.1831,21.9716,21.8736
20160708,23:00:00,25.4256,26.3426,22.7743,22.1623,22.0259,21.9492,21.7903,21.7182
20160709,0:00:00,25.2872,26.1052,22.0108,21.1023,20.9892,20.9244,20.786,20.7199
20160709,1:00:00,25.1763,25.9093,21.6547,21.0263,20.9416,20.8907,20.7752,20.7172
20160709,2:00:00,25.0967,26.0975,21.6846,20.9477,20.8535,20.798,20.6752,20.6144
20160709,3:00:00,24.9939,26.0685,21.5871,20.8146,20.7168,20.6593,20.5326,20.4698
20160709,4:00:00,24.8954,26.071,21.5548,20.7719,20.6744,20.6174,20.4929,20.4316
20160709,5:00:00,24.7601,25.8095,21.115,20.4836,20.4213,20.3913,20.354,20.3644
20160709,6:00:00,24.768,25.7421,21.6764,21.402,21.3877,21.3816,21.37,21.3687
20160709,7:00:00,24.9497,27.3336,25.5913,25.3943,25.3234,25.2656,25.0732,24.9904
20160709,8:00:00,25.0614,27.7786,26.9685,26.9444,26.8941,26.8485,26.6847,26.5681
20160709,9:00:00,25.0925,28.3463,28.3904,28.5842,28.5778,28.5619,28.4742,28.4076
20160709,10:00:00,25.2612,28.749,29.4178,29.8568,29.9141,29.9434,29.9803,29.9978
20160709,11:00:00,25.2836,28.8854,29.7869,30.3388,30.4292,30.4824,30.5866,30.6506
20160709,12:00:00,25.4096,29.0156,30.1033,30.6782,30.7761,30.8349,30.955,31.0308
20160709,13:00:00,25.5053,29.056,30.2199,30.7935,30.8922,30.9514,31.0716,31.1468
20160709,14:00:00,25.7901,29.1202,30.4424,31.0496,31.1597,31.2274,31.373,31.4668
20160709,15:00:00,25.8893,29.1753,30.6427,31.3442,31.4839,31.5736,31.7841,31.9248
20160709,16:00:00,25.8424,28.9685,30.15,30.7159,30.8195,30.8828,31.0167,31.1024
20160709,17:00:00,25.879,28.6909,29.4856,29.8873,29.9495,29.9832,30.0345,30.0628
20160709,18:00:00,25.7881,28.2264,28.3131,28.4876,28.498,28.4956,28.4496,28.4118
20160709,19:00:00,25.2809,26.3865,24.1492,24.1594,24.1722,24.178,24.177,24.1755
20160709,20:00:00,25.088,25.9869,21.8673,21.2304,21.1469,21.097,20.9837,20.9261
20160709,21:00:00,24.9916,26.0041,21.8268,21.1912,21.1084,21.0592,20.948,20.8919
20160709,22:00:00,24.8937,26.014,21.7559,21.1144,21.032,20.9835,20.8764,20.8241
20160709,23:00:00,24.8052,26.1038,21.8598,21.2389,21.1662,21.126,21.0482,21.0213
20160710,0:00:00,24.5516,25.7269,20.7729,20.0209,19.9246,19.8684,19.7457,19.6827
20160710,1:00:00,24.4614,25.8041,20.8435,20.0929,20.0012,19.9495,19.845,19.7993
20160710,2:00:00,24.361,25.7908,20.7461,19.981,19.8862,19.8324,19.7215,19.6705
20160710,3:00:00,24.2691,25.8551,20.8009,20.044,19.957,19.9104,19.8279,19.8039
20160710,4:00:00,24.1672,25.8303,20.6696,19.8872,19.7941,19.743,19.6463,19.6103
20160710,5:00:00,24.0966,25.7168,20.9501,20.1572,20.0037,19.9212,19.7616,19.6911
20160710,6:00:00,24.0481,25.4912,20.7814,20.4488,20.4159,20.3947,20.3348,20.3851
20160710,7:00:00,24.2314,26.9175,24.5091,24.1999,24.1047,24.0313,24.8,25.2763
20160710,8:00:00,24.3862,27.6202,26.5143,26.5078,26.4664,26.428,26.2873,26.1877
20160710,9:00:00,24.432,28.224,28.0386,28.2618,28.2662,28.2585,28.1956,28.1462
20160710,10:00:00,24.5754,28.5776,28.9153,29.3554,29.4155,29.4466,29.4876,29.506
20160710,11:00:00,24.6097,28.6913,29.2081,29.6769,29.7455,29.7828,29.8412,29.8723
20160710,12:00:00,24.823,28.8643,29.6808,30.2516,30.3495,30.4081,30.5263,30.5988
20160710,13:00:00,24.9444,28.9933,30.0347,30.6905,30.8143,30.8919,31.0655,31.1777
20160710,14:00:00,25.1093,28.9201,29.8596,30.3945,30.486,30.5399,30.645,30.7087
20160710,15:00:00,25.1837,28.8235,29.6394,30.0949,30.1673,30.2078,30.276,30.3149
20160710,16:00:00,25.2182,28.5403,28.9136,29.1246,29.1314,29.1244,29.0587,29.0053
20160710,17:00:00,25.1639,28.373,28.4777,28.6357,28.6302,28.614,28.5199,28.4435
