yyyymmdd,Hr:Min:Sec,F37B-Hard,F37B-Soft
20160802,16:00:00,23.4001,23.8172
20160802,17:00:00,23.6663,23.4063
20160802,18:00:00,24.134,23.9823
20160802,19:00:00,24.378,22.9817
20160802,20:00:00,24.4457,22.3212
20160802,21:00:00,24.26,22.3905
20160802,22:00:00,24.0351,22.4373
20160802,23:00:00,23.7887,22.4403
20160803,0:00:00,23.5345,22.478
20160803,1:00:00,23.3092,22.5214
20160803,2:00:00,23.1305,22.5513
20160803,3:00:00,22.9982,22.5602
20160803,4:00:00,22.8567,22.5743
20160803,5:00:00,22.7397,22.504
20160803,6:00:00,22.621,22.3972
20160803,7:00:00,22.6071,23.4218
20160803,8:00:00,22.4952,22.9179
20160803,9:00:00,22.4805,23.4569
20160803,10:00:00,22.474,23.793
20160803,11:00:00,22.5274,24.1653
20160803,12:00:00,22.5936,24.1807
20160803,13:00:00,22.7343,24.3253
20160803,14:00:00,22.8999,24.1618
20160803,15:00:00,23.0944,24.0025
20160803,16:00:00,23.253,23.7021
20160803,17:00:00,23.3705,23.3083
20160803,18:00:00,23.4735,23.9391
20160803,19:00:00,23.422,22.9386
20160803,20:00:00,23.3295,22.3508
20160803,21:00:00,23.2194,22.4242
20160803,22:00:00,23.1099,22.5122
20160803,23:00:00,22.9711,22.5819
20160804,0:00:00,22.8419,22.2607
20160804,1:00:00,22.7312,22.3244
20160804,2:00:00,22.6474,22.3604
20160804,3:00:00,22.5523,22.3553
20160804,4:00:00,22.4903,22.4517
20160804,5:00:00,22.39,22.333
20160804,6:00:00,22.2953,22.1281
20160804,7:00:00,22.2644,22.8326
20160804,8:00:00,22.191,22.3537
20160804,9:00:00,22.1841,23.0443
20160804,10:00:00,22.2056,23.3859
20160804,11:00:00,22.2327,23.7862
20160804,12:00:00,22.2992,23.8046
20160804,13:00:00,22.4501,23.9617
20160804,14:00:00,22.6352,23.811
20160804,15:00:00,22.8294,23.6455
20160804,16:00:00,22.9648,23.4216
20160804,17:00:00,23.0809,23.0065
20160804,18:00:00,23.1638,23.6116
20160804,19:00:00,23.1107,22.577
20160804,20:00:00,22.9885,21.9635
20160804,21:00:00,22.8767,22.0013
20160804,22:00:00,22.7477,22.0773
20160804,23:00:00,22.6057,22.0814
20160805,0:00:00,22.4578,21.768
20160805,1:00:00,22.3289,21.8468
20160805,2:00:00,22.22,21.9496
20160805,3:00:00,22.127,21.9894
20160805,4:00:00,22.0317,21.9788
20160805,5:00:00,21.9919,21.9388
20160805,6:00:00,21.9335,21.7
20160805,7:00:00,21.9828,22.6768
20160805,8:00:00,21.9589,22.2403
20160805,9:00:00,21.9901,22.7719
20160805,10:00:00,21.9933,23.1178
20160805,11:00:00,21.9805,23.3447
20160805,12:00:00,21.9851,23.4099
20160805,13:00:00,22.033,23.4258
20160805,14:00:00,22.1431,23.4006
20160805,15:00:00,22.2906,23.2362
20160805,16:00:00,22.4563,23.0503
20160805,17:00:00,22.591,22.6376
20160805,18:00:00,22.7121,23.2653
20160805,19:00:00,22.6884,22.2643
20160805,20:00:00,22.631,21.623
20160805,21:00:00,22.5655,21.6421
20160805,22:00:00,22.4503,21.6121
20160805,23:00:00,22.3364,21.6103
20160806,0:00:00,22.2135,21.4199
20160806,1:00:00,22.1009,21.4453
20160806,2:00:00,21.9901,21.5043
20160806,3:00:00,21.8764,21.505
20160806,4:00:00,21.7908,21.4982
20160806,5:00:00,21.7433,21.4933
20160806,6:00:00,21.6916,21.3974
20160806,7:00:00,21.7111,22.7081
20160806,8:00:00,21.6712,22.2974
20160806,9:00:00,21.6786,22.8644
20160806,10:00:00,21.6833,23.209
20160806,11:00:00,21.6936,23.3559
20160806,12:00:00,22.0778,23.3934
20160806,13:00:00,22.3843,23.3827
20160806,14:00:00,22.8106,23.3469
20160806,15:00:00,22.9308,23.1779
20160806,16:00:00,22.92,22.9975
20160806,17:00:00,23.1232,22.614
20160806,18:00:00,22.8373,23.1519
20160806,19:00:00,22.4566,22.1682
20160806,20:00:00,22.0349,21.4449
20160806,21:00:00,21.7427,21.4772
20160806,22:00:00,21.4213,21.4939
20160806,23:00:00,21.2404,21.474
20160807,0:00:00,21.0914,21.1377
20160807,1:00:00,21.0753,21.2007
20160807,2:00:00,21.0487,21.2392
20160807,3:00:00,21.0819,21.3431
20160807,4:00:00,21.0348,21.3506
20160807,5:00:00,21.1199,21.3457
20160807,6:00:00,21.1569,21.1177
20160807,7:00:00,21.1323,22.2751
20160807,8:00:00,21.0847,21.8838
20160807,9:00:00,21.1692,22.491
20160807,10:00:00,21.3094,22.9038
20160807,11:00:00,21.5922,23.0833
20160807,12:00:00,21.9933,23.0953
20160807,13:00:00,22.413,23.1052
20160807,14:00:00,22.9,22.9909
20160807,15:00:00,22.8906,22.8333
20160807,16:00:00,22.8321,22.6291
20160807,17:00:00,22.8126,22.2755
20160807,18:00:00,22.6833,22.746
20160807,19:00:00,22.3226,21.7611
20160807,20:00:00,21.9071,21.1516
20160807,21:00:00,21.6134,21.155
20160807,22:00:00,21.3866,21.1684
20160807,23:00:00,21.2258,21.1753
20160808,0:00:00,21.0598,20.8771
20160808,1:00:00,20.9451,20.8562
20160808,2:00:00,20.8804,20.8904
20160808,3:00:00,20.8321,20.8714
20160808,4:00:00,20.8334,20.8985
20160808,5:00:00,20.764,20.8342
20160808,6:00:00,20.8267,20.7529
20160808,7:00:00,20.981,22.0924
20160808,8:00:00,21.0287,21.7293
20160808,9:00:00,21.109,22.2673
20160808,10:00:00,21.1314,22.599
20160808,11:00:00,21.2394,22.8091
20160808,12:00:00,21.3721,22.8405
20160808,13:00:00,21.6411,22.8265
20160808,14:00:00,22.0301,22.6524
20160808,15:00:00,22.2415,22.4488
20160808,16:00:00,22.2599,22.1224
20160808,17:00:00,22.2401,21.761
20160808,18:00:00,22.2372,22.3274
20160808,19:00:00,22.0967,21.3996
20160808,20:00:00,21.9136,20.8945
20160808,21:00:00,21.7383,20.996
20160808,22:00:00,21.5829,21.1159
20160808,23:00:00,21.4842,21.2341
20160809,0:00:00,21.377,21.3761
20160809,1:00:00,21.2828,21.3905
20160809,2:00:00,21.2061,21.5856
20160809,3:00:00,21.1629,21.6772
20160809,4:00:00,21.0972,21.694
20160809,5:00:00,21.0657,21.6294
20160809,6:00:00,20.9606,21.1855
20160809,7:00:00,20.8612,21.9719
20160809,8:00:00,20.7766,21.5835
20160809,9:00:00,20.8726,22.0751
20160809,10:00:00,21.0086,22.4354
20160809,11:00:00,21.2382,22.7884
20160809,12:00:00,21.6122,22.8114
20160809,13:00:00,22.0432,22.8498
20160809,14:00:00,22.3214,22.6821
20160809,15:00:00,22.4955,22.6301
20160809,16:00:00,22.5217,22.2733
20160809,17:00:00,22.4064,21.8756
20160809,18:00:00,22.3971,22.4997
20160809,19:00:00,22.1507,21.5352
20160809,20:00:00,21.8541,21.0365
20160809,21:00:00,21.6313,21.1355
20160809,22:00:00,21.4559,21.2361
20160809,23:00:00,21.3218,21.2085
20160810,0:00:00,21.2119,21.2907
20160810,1:00:00,21.1448,21.2756
20160810,2:00:00,21.0982,21.294
20160810,3:00:00,21.0567,21.4245
20160810,4:00:00,20.9266,21.4824
20160810,5:00:00,20.831,21.4695
20160810,6:00:00,20.75,21.1409
20160810,7:00:00,20.7548,22.0881
20160810,8:00:00,20.7287,21.571
20160810,9:00:00,20.8992,22.063
20160810,10:00:00,21.1154,22.3711
20160810,11:00:00,21.3756,22.6336
20160810,12:00:00,21.8047,22.6342
20160810,13:00:00,22.2076,22.6573
20160810,14:00:00,22.6089,22.6546
20160810,15:00:00,22.8253,22.5157
20160810,16:00:00,22.7164,22.2357
20160810,17:00:00,22.5848,21.8761
20160810,18:00:00,22.4743,22.5355
20160810,19:00:00,22.1518,21.5574
20160810,20:00:00,21.8086,21.0753
20160810,21:00:00,21.5492,21.2033
20160810,22:00:00,21.3477,21.3577
20160810,23:00:00,21.2054,21.5685
20160811,0:00:00,21.079,21.3024
20160811,1:00:00,21.0173,21.6243
20160811,2:00:00,20.981,21.6259
20160811,3:00:00,20.933,21.6538
20160811,4:00:00,20.782,21.1361
20160811,5:00:00,20.6141,21.5228
20160811,6:00:00,20.3316,20.9214
20160811,7:00:00,20.2333,21.851
20160811,8:00:00,20.2354,21.4619
20160811,9:00:00,20.3815,21.984
20160811,10:00:00,20.7092,22.2757
20160811,11:00:00,21.1501,22.4504
20160811,12:00:00,21.6255,22.5925
20160811,13:00:00,21.9807,22.6096
20160811,14:00:00,22.3184,22.6422
20160811,15:00:00,22.3914,22.4617
20160811,16:00:00,22.3365,22.1602
20160811,17:00:00,22.2742,21.8845
20160811,18:00:00,22.1623,22.3389
20160811,19:00:00,21.9118,21.2993
20160811,20:00:00,21.6103,20.6969
20160811,21:00:00,21.3854,20.7478
20160811,22:00:00,21.2365,20.8065
20160811,23:00:00,21.123,20.8114
20160812,0:00:00,20.9861,20.9231
20160812,1:00:00,20.9205,20.9398
20160812,2:00:00,20.8539,20.935
20160812,3:00:00,20.8056,20.9149
20160812,4:00:00,20.7667,20.8953
20160812,5:00:00,20.7164,20.8301
20160812,6:00:00,20.6846,20.7554
20160812,7:00:00,20.747,21.9393
20160812,8:00:00,20.7686,21.7452
20160812,9:00:00,20.9154,22.2772
20160812,10:00:00,21.0775,22.7262
20160812,11:00:00,21.2715,22.9689
20160812,12:00:00,21.5759,23.1949
20160812,13:00:00,21.8884,23.1596
20160812,14:00:00,22.2404,23.1509
20160812,15:00:00,22.2468,22.9689
20160812,16:00:00,22.1657,22.7257
20160812,17:00:00,22.0772,22.3559
20160812,18:00:00,22.0347,22.7341
20160812,19:00:00,21.8555,21.5054
20160812,20:00:00,21.615,20.796
20160812,21:00:00,21.4629,20.7833
20160812,22:00:00,21.3485,20.7676
20160812,23:00:00,21.253,20.7532
20160813,0:00:00,21.2039,21.1089
20160813,1:00:00,21.1554,21.086
20160813,2:00:00,21.1073,21.0693
20160813,3:00:00,21.0699,21.0814
20160813,4:00:00,21.0212,21.0535
20160813,5:00:00,20.9736,21.0468
20160813,6:00:00,20.9505,20.9565
20160813,7:00:00,20.9754,22.3283
20160813,8:00:00,20.9683,22.1218
20160813,9:00:00,21.1713,22.7901
20160813,10:00:00,21.3498,23.2039
20160813,11:00:00,21.5897,23.4331
20160813,12:00:00,22.0467,23.5924
20160813,13:00:00,22.4273,23.5934
20160813,14:00:00,22.6855,23.5673
20160813,15:00:00,22.8124,23.3782
20160813,16:00:00,22.8338,23.1305
20160813,17:00:00,22.7037,22.6754
20160813,18:00:00,22.6145,23.0361
20160813,19:00:00,22.3251,21.8202
20160813,20:00:00,22.0375,21.1098
20160813,21:00:00,21.8387,21.1109
20160813,22:00:00,21.6781,21.1187
20160813,23:00:00,21.544,21.088
20160814,0:00:00,21.4671,21.454
20160814,1:00:00,21.3994,21.4266
20160814,2:00:00,21.3324,21.4113
20160814,3:00:00,21.3324,21.4135
20160814,4:00:00,21.332,21.4041
20160814,5:00:00,21.3791,21.3983
20160814,6:00:00,21.3498,21.3749
20160814,7:00:00,21.4024,22.7325
20160814,8:00:00,21.4021,22.636
20160814,9:00:00,21.5532,23.2156
20160814,10:00:00,21.7337,23.6532
20160814,11:00:00,21.9892,23.7189
20160814,12:00:00,22.37,23.8496
20160814,13:00:00,22.7035,23.8379
20160814,14:00:00,23.029,23.7034
20160814,15:00:00,23.1303,23.5423
20160814,16:00:00,23.1645,23.3427
20160814,17:00:00,23.0951,22.9594
20160814,18:00:00,23.0395,23.4101
20160814,19:00:00,22.7917,22.2699
20160814,20:00:00,22.5092,21.4613
20160814,21:00:00,22.3113,21.4822
20160814,22:00:00,22.1491,21.4563
20160814,23:00:00,22.0353,21.4526
20160815,0:00:00,21.9193,21.405
20160815,1:00:00,21.8522,21.3865
20160815,2:00:00,21.786,21.3895
20160815,3:00:00,21.7112,21.4094
20160815,4:00:00,21.644,21.3916
20160815,5:00:00,21.5591,21.4006
20160815,6:00:00,21.4426,21.3368
20160815,7:00:00,21.3829,22.8728
20160815,8:00:00,21.3246,22.4448
20160815,9:00:00,21.4253,22.9781
20160815,10:00:00,21.5252,23.2081
20160815,11:00:00,21.7628,23.4078
20160815,12:00:00,22.1673,23.4751
20160815,13:00:00,22.5316,23.497
20160815,14:00:00,22.7929,23.5091
20160815,15:00:00,22.8929,23.3273
20160815,16:00:00,22.8551,23.014
20160815,17:00:00,22.7388,22.6201
20160815,18:00:00,22.6831,23.0883
20160815,19:00:00,22.4672,22.003
20160815,20:00:00,22.2532,21.2551
20160815,21:00:00,22.046,21.2803
20160815,22:00:00,21.8662,21.2834
20160815,23:00:00,21.7517,21.2667
20160816,0:00:00,21.6162,20.8178
20160816,1:00:00,21.5486,20.7903
20160816,2:00:00,21.4636,20.797
20160816,3:00:00,21.3499,20.7961
20160816,4:00:00,21.1709,20.8162
20160816,5:00:00,21.0952,20.818
20160816,6:00:00,21.0271,20.7776
20160816,7:00:00,20.9807,22.0869
20160816,8:00:00,20.9279,21.7681
20160816,9:00:00,20.9866,22.3962
20160816,10:00:00,21.0507,22.6538
20160816,11:00:00,21.1512,22.8889
20160816,12:00:00,21.3939,22.9003
20160816,13:00:00,21.7367,23.012
20160816,14:00:00,22.0838,22.9141
20160816,15:00:00,22.2296,22.7168
20160816,16:00:00,22.2758,22.4005
20160816,17:00:00,22.2531,21.9994
20160816,18:00:00,22.2443,22.4616
20160816,19:00:00,22.0777,21.3953
20160816,20:00:00,21.8413,20.77
20160816,21:00:00,21.6152,20.7969
20160816,22:00:00,21.4623,20.7685
20160816,23:00:00,21.272,20.7497
20160817,0:00:00,21.1569,21.1093
20160817,1:00:00,21.0431,21.1084
20160817,2:00:00,20.9296,21.1105
20160817,3:00:00,20.8633,21.1118
20160817,4:00:00,20.7969,21.1095
20160817,5:00:00,20.7304,21.1056
20160817,6:00:00,20.6636,21.0934
20160817,7:00:00,20.657,22.2191
20160817,8:00:00,20.5688,21.8921
20160817,9:00:00,20.6311,22.4175
20160817,10:00:00,20.7371,22.7307
20160817,11:00:00,20.9351,23.02
20160817,12:00:00,21.4928,23.0038
20160817,13:00:00,22.4052,22.985
20160817,14:00:00,23.2996,22.9497
20160817,15:00:00,23.8671,22.7154
20160817,16:00:00,23.9969,22.4945
20160817,17:00:00,23.8029,22.1577
20160817,18:00:00,23.617,22.757
20160817,19:00:00,23.3137,21.7172
20160817,20:00:00,23.0389,21.0516
20160817,21:00:00,22.7654,21.0757
20160817,22:00:00,22.5186,21.0652
20160817,23:00:00,22.2918,21.0789
20160818,0:00:00,22.063,20.6585
20160818,1:00:00,21.8644,20.6674
20160818,2:00:00,21.6768,20.7076
20160818,3:00:00,21.4991,20.7533
20160818,4:00:00,21.3467,20.7374
20160818,5:00:00,21.2048,20.739
20160818,6:00:00,21.0688,20.6616
20160818,7:00:00,21.0178,21.9033
20160818,8:00:00,20.9184,21.606
20160818,9:00:00,20.9199,22.0834
20160818,10:00:00,20.9288,22.492
20160818,11:00:00,20.996,22.7801
20160818,12:00:00,21.0997,22.7977
20160818,13:00:00,21.285,22.7885
20160818,14:00:00,21.5202,22.692
20160818,15:00:00,21.7493,22.4923
20160818,16:00:00,21.8935,22.2575
20160818,17:00:00,21.9548,21.859
20160818,18:00:00,22.0172,22.4416
20160818,19:00:00,21.914,21.3338
20160818,20:00:00,21.7536,20.722
20160818,21:00:00,21.5948,20.7682
20160818,22:00:00,21.4362,20.8212
20160818,23:00:00,21.3067,20.8882
20160819,0:00:00,21.1574,20.5415
20160819,1:00:00,21.0444,20.5561
20160819,2:00:00,20.9497,20.5588
20160819,3:00:00,20.8642,20.5548
20160819,4:00:00,20.7673,20.5095
20160819,5:00:00,20.6533,20.5042
20160819,6:00:00,20.5832,20.4207
20160819,7:00:00,20.5518,21.6419
20160819,8:00:00,20.4987,21.3183
20160819,9:00:00,20.5081,21.9039
20160819,10:00:00,20.5753,22.2008
20160819,11:00:00,20.7222,22.4334
20160819,12:00:00,20.913,22.6269
20160819,13:00:00,21.165,22.6436
20160819,14:00:00,21.3681,22.4906
20160819,15:00:00,21.5517,22.4522
20160819,16:00:00,21.593,22.0806
20160819,17:00:00,21.5926,21.7647
20160819,18:00:00,21.6349,22.1577
20160819,19:00:00,21.4896,20.9849
20160819,20:00:00,21.3488,20.3824
20160819,21:00:00,21.2348,20.3769
20160819,22:00:00,21.1225,20.4057
20160819,23:00:00,21.0389,20.4401
20160820,0:00:00,20.9582,20.3409
20160820,1:00:00,20.8938,20.3804
20160820,2:00:00,20.8267,20.3649
20160820,3:00:00,20.7586,20.3294
20160820,4:00:00,20.6903,20.2879
20160820,5:00:00,20.6219,20.2434
20160820,6:00:00,20.5509,20.1414
20160820,7:00:00,20.557,21.2136
20160820,8:00:00,20.496,20.9511
20160820,9:00:00,20.5594,21.6787
20160820,10:00:00,20.6288,22.0202
20160820,11:00:00,20.7367,22.2317
20160820,12:00:00,20.855,22.3254
20160820,13:00:00,21.0054,22.3463
20160820,14:00:00,21.1461,22.3635
20160820,15:00:00,21.2457,22.184
20160820,16:00:00,21.2687,21.9636
20160820,17:00:00,21.2669,21.4775
20160820,18:00:00,21.3096,21.8845
20160820,19:00:00,21.2311,20.7244
20160820,20:00:00,21.0983,20.2986
20160820,21:00:00,20.9382,20.3168
20160820,22:00:00,20.8256,20.3396
20160820,23:00:00,20.7121,20.3439
20160821,0:00:00,20.5975,20.3255
20160821,1:00:00,20.5326,20.3566
20160821,2:00:00,20.4469,20.3487
20160821,3:00:00,20.3819,20.3787
20160821,4:00:00,20.3344,20.3778
20160821,5:00:00,20.2676,20.367
20160821,6:00:00,20.2139,20.2274
20160821,7:00:00,20.2262,21.0237
20160821,8:00:00,20.2131,20.758
20160821,9:00:00,20.2978,21.3791
20160821,10:00:00,20.4204,21.8233
20160821,11:00:00,20.5737,22.1535
20160821,12:00:00,20.783,22.3491
20160821,13:00:00,20.9448,21.4113
20160821,14:00:00,21.3091,22.1565
20160821,15:00:00,21.5233,22.0092
20160821,16:00:00,21.6365,21.7209
20160821,17:00:00,21.6269,21.2214
20160821,18:00:00,21.6369,21.6776
20160821,19:00:00,21.4879,20.5557
20160821,20:00:00,21.3218,20.2174
20160821,21:00:00,21.1606,20.2136
20160821,22:00:00,21.0292,20.2385
20160821,23:00:00,20.8894,20.2867
20160822,0:00:00,20.783,20.4387
20160822,1:00:00,20.7006,20.5004
20160822,2:00:00,20.6088,20.5663
20160822,3:00:00,20.5449,20.62
20160822,4:00:00,20.4787,20.6263
20160822,5:00:00,20.43,20.5971
20160822,6:00:00,20.3843,20.4249
20160822,7:00:00,20.3399,21.0401
20160822,8:00:00,20.3059,20.7418
20160822,9:00:00,20.3657,21.43
20160822,10:00:00,20.4871,21.8612
20160822,11:00:00,20.6425,22.2246
20160822,12:00:00,20.8865,22.2527
20160822,13:00:00,21.1602,22.3051
20160822,14:00:00,21.4213,22.1671
20160822,15:00:00,21.6259,22.008
20160822,16:00:00,21.6498,20.7584
20160822,17:00:00,21.6225,19.7672
20160822,18:00:00,21.6786,20.7891
20160822,19:00:00,21.6344,20.6442
20160822,20:00:00,21.4787,20.3267
20160822,21:00:00,21.3279,20.3433
20160822,22:00:00,21.2134,20.3273
20160822,23:00:00,21.1003,20.3387
20160823,0:00:00,21.0487,21.2282
20160823,1:00:00,20.9625,21.2078
20160823,2:00:00,20.8985,21.258
20160823,3:00:00,20.8047,21.2804
20160823,4:00:00,20.7417,21.3529
20160823,5:00:00,20.6773,21.3968
20160823,6:00:00,20.6066,21.2979
20160823,7:00:00,20.5844,21.7664
20160823,8:00:00,20.5415,21.4253
20160823,9:00:00,20.6165,22.1852
20160823,10:00:00,20.7138,22.6547
20160823,11:00:00,20.8566,23.0837
20160823,12:00:00,21.0901,23.2207
20160823,13:00:00,21.7968,23.2198
20160823,14:00:00,23.1756,23.2209
20160823,15:00:00,23.9584,23.0284
20160823,16:00:00,24.1702,22.7886
20160823,17:00:00,24.0516,22.2817
20160823,18:00:00,23.8116,22.7131
20160823,19:00:00,23.4237,21.6191
20160823,20:00:00,23.0899,21.3175
20160823,21:00:00,22.7974,21.3403
20160823,22:00:00,22.5507,21.3345
20160823,23:00:00,22.3245,21.3584
20160824,0:00:00,22.1517,21.5088
20160824,1:00:00,21.9729,21.5351
20160824,2:00:00,21.8112,21.5228
20160824,3:00:00,21.6798,21.5501
20160824,4:00:00,21.5366,21.5275
20160824,5:00:00,21.4029,21.5052
20160824,6:00:00,21.2189,21.4169
20160824,7:00:00,21.1664,22.2261
20160824,8:00:00,21.0862,21.9131
20160824,9:00:00,21.1106,22.5989
20160824,10:00:00,21.1598,23.0431
20160824,11:00:00,21.2547,23.4465
20160824,12:00:00,21.3478,23.4533
20160824,13:00:00,21.4778,23.4513
20160824,14:00:00,21.7639,23.4189
20160824,15:00:00,25.3923,23.2336
20160824,16:00:00,24.5118,22.8429
20160824,17:00:00,23.813,22.3611
20160824,18:00:00,23.2025,22.7593
20160824,19:00:00,22.7312,21.769
20160824,20:00:00,22.3338,21.5489
20160824,21:00:00,22.0119,21.555
20160824,22:00:00,21.8147,21.594
20160824,23:00:00,21.5894,21.6428
20160825,0:00:00,21.3596,21.0007
20160825,1:00:00,20.9708,21.0006
20160825,2:00:00,20.8597,21.062
20160825,3:00:00,20.7917,21.0248
20160825,4:00:00,20.7269,21.0595
20160825,5:00:00,20.592,21.0122
20160825,6:00:00,20.5351,20.7998
20160825,7:00:00,20.5216,21.4513
20160825,8:00:00,20.6034,21.1872
20160825,9:00:00,20.8877,21.8646
20160825,10:00:00,21.0654,22.3022
20160825,11:00:00,21.3006,22.4744
20160825,12:00:00,21.865,22.5504
20160825,13:00:00,22.1746,22.5776
20160825,14:00:00,22.5082,22.5374
20160825,15:00:00,22.5722,22.3544
20160825,16:00:00,22.3933,21.9992
20160825,17:00:00,22.6594,21.5287
20160825,18:00:00,22.0812,22.0494
20160825,19:00:00,21.7889,21.0802
20160825,20:00:00,21.4869,20.888
20160825,21:00:00,21.2147,20.9453
20160825,22:00:00,20.971,21.0072
20160825,23:00:00,20.888,21.0578
20160826,0:00:00,20.8206,20.2425
20160826,1:00:00,20.758,20.3241
20160826,2:00:00,20.6654,20.3703
20160826,3:00:00,20.4959,20.6031
20160826,4:00:00,20.3969,20.7238
20160826,5:00:00,20.2609,20.8726
20160826,6:00:00,20.2247,20.4821
20160826,7:00:00,20.1874,20.657
20160826,8:00:00,20.0497,20.1861
20160826,9:00:00,20.08,21.0261
20160826,10:00:00,20.1241,21.4315
20160826,11:00:00,20.3079,21.8106
20160826,12:00:00,20.6225,21.9169
20160826,13:00:00,20.8638,21.9032
20160826,14:00:00,21.1786,21.8681
20160826,15:00:00,21.2714,21.5569
20160826,16:00:00,21.2758,21.3145
20160826,17:00:00,21.6366,20.8856
20160826,18:00:00,21.1654,21.3104
20160826,19:00:00,20.8555,20.3906
20160826,20:00:00,20.5554,20.2437
20160826,21:00:00,20.3757,20.2551
20160826,22:00:00,20.1909,20.3624
20160826,23:00:00,20.0583,20.3647
20160827,0:00:00,19.9728,20.3721
20160827,1:00:00,19.8613,20.4275
20160827,2:00:00,19.8314,20.8404
20160827,3:00:00,19.791,20.4172
20160827,4:00:00,19.8826,20.3679
20160827,5:00:00,19.9777,20.3796
20160827,6:00:00,19.9658,20.9062
20160827,7:00:00,19.9172,20.5509
20160827,8:00:00,19.9652,20.1873
20160827,9:00:00,20.0966,20.9769
20160827,10:00:00,20.2154,21.3851
20160827,11:00:00,20.3898,21.7662
20160827,12:00:00,20.6563,21.9892
20160827,13:00:00,20.8691,21.9729
20160827,14:00:00,21.268,21.9515
20160827,15:00:00,21.4803,21.7712
20160827,16:00:00,21.4184,21.5209
20160827,17:00:00,21.9077,21.0741
20160827,18:00:00,21.2176,21.4078
20160827,19:00:00,20.8226,20.3035
20160827,20:00:00,20.5462,20.047
20160827,21:00:00,20.3847,20.0405
20160827,22:00:00,20.3207,20.0922
20160827,23:00:00,20.1775,20.0721
20160828,0:00:00,20.0809,20.2337
20160828,1:00:00,20.0067,20.2699
20160828,2:00:00,19.9692,20.2804
20160828,3:00:00,19.9399,20.2609
20160828,4:00:00,19.8573,20.3205
20160828,5:00:00,19.6946,20.2881
20160828,6:00:00,19.6382,20.0857
20160828,7:00:00,19.6882,21.0098
20160828,8:00:00,19.7983,20.873
20160828,9:00:00,20.0625,21.4959
20160828,10:00:00,20.2965,22.0493
20160828,11:00:00,20.6311,22.3106
20160828,12:00:00,21.265,22.4732
20160828,13:00:00,21.637,22.4764
20160828,14:00:00,21.877,22.4488
20160828,15:00:00,22.0237,22.2677
20160828,16:00:00,21.8306,22.0096
20160828,17:00:00,21.8984,21.5719
20160828,18:00:00,21.5303,21.7981
20160828,19:00:00,21.154,20.5112
20160828,20:00:00,20.8584,20.0396
20160828,21:00:00,20.6987,20.0655
20160828,22:00:00,20.5676,20.0996
20160828,23:00:00,20.4364,20.1306
20160829,0:00:00,20.3987,21.7099
20160829,1:00:00,20.3029,21.6861
20160829,2:00:00,20.2539,21.6489
20160829,3:00:00,20.1877,21.6523
20160829,4:00:00,20.1487,21.6254
20160829,5:00:00,20.0531,21.6065
20160829,6:00:00,20.0292,21.4904
20160829,7:00:00,20.0471,22.5993
20160829,8:00:00,20.2136,22.4922
20160829,9:00:00,20.5535,23.1972
20160829,10:00:00,20.7623,23.6086
20160829,11:00:00,21.5322,23.8426
20160829,12:00:00,24.5047,23.9082
20160829,13:00:00,26.0064,24.0566
20160829,14:00:00,26.4742,23.8655
20160829,15:00:00,26.2927,23.7957
20160829,16:00:00,25.2956,23.5037
20160829,17:00:00,24.422,22.882
20160829,18:00:00,23.6416,23.2398
20160829,19:00:00,23.0495,21.9064
20160829,20:00:00,22.6906,21.4875
20160829,21:00:00,22.3976,21.4979
20160829,22:00:00,22.3139,21.5309
20160829,23:00:00,22.2184,21.5138
20160830,0:00:00,22.1069,21.5585
20160830,1:00:00,21.9279,21.58
20160830,2:00:00,21.8136,21.5659
20160830,3:00:00,21.6821,21.5898
20160830,4:00:00,21.5867,21.5777
20160830,5:00:00,21.4556,21.6088
20160830,6:00:00,21.4243,21.545
20160830,7:00:00,21.4584,22.5682
20160830,8:00:00,21.4367,22.4527
20160830,9:00:00,21.5482,23.1685
20160830,10:00:00,21.6933,23.6377
20160830,11:00:00,21.956,23.9221
20160830,12:00:00,22.5143,23.9383
20160830,13:00:00,23.0721,23.9388
20160830,14:00:00,23.3515,23.7987
20160830,15:00:00,24.0375,23.7415
20160830,16:00:00,23.3423,23.3442
20160830,17:00:00,23.8143,22.9203
20160830,18:00:00,23.0947,23.2137
20160830,19:00:00,22.7132,21.9862
20160830,20:00:00,22.4339,21.6624
20160830,21:00:00,22.2741,21.6879
20160830,22:00:00,22.1624,21.7294
20160830,23:00:00,22.0677,21.7296
20160831,0:00:00,22.0518,21.7941
20160831,1:00:00,22.0035,21.7747
20160831,2:00:00,21.9167,21.7428
20160831,3:00:00,21.8677,21.7083
20160831,4:00:00,21.8389,21.7003
20160831,5:00:00,21.7998,21.6744
20160831,6:00:00,21.7207,21.601
20160831,7:00:00,21.7392,22.706
20160831,8:00:00,21.6844,22.5197
20160831,9:00:00,21.8094,23.1589
20160831,10:00:00,22.0531,23.4532
20160831,11:00:00,22.5722,23.5553
20160831,12:00:00,22.8919,23.6001
20160831,13:00:00,23.116,23.6081
20160831,14:00:00,23.351,23.4856
20160831,15:00:00,23.79,23.3247
20160831,16:00:00,23.2165,23.1039
20160831,17:00:00,23.4007,22.7009
20160831,18:00:00,22.8704,23.2408
20160831,19:00:00,22.4524,22.0679
20160831,20:00:00,22.1307,21.6597
20160831,21:00:00,21.9517,21.6802
20160831,22:00:00,21.8185,21.6692
20160831,23:00:00,21.6582,21.6842
20160901,0:00:00,21.5057,20.8857
