yyyymmdd,Hr:Min:Sec,WaterTem - c
,,30.9
,,29.57
,,28.42
,,28.07
,,28.02
,,27.11
,,26.5
,,26.09
,,25.74
,,25.28
,,24.03
,,23.33
,,22.92
,,22.82
,,22.61
,,22.73
,,27.55
,,28.27
,,28.69
,,28.64
,,28.25
,,27.48
,,26.65
,,25.84
,,25.21
,,24.82
,,24.44
,,24.1
,,23.81
,,23.52
,,23.04
,,24.39
,,25.28
,,26.52
,,29.64
,,31.31
,,31.64
,,31.1
,,30.34
,,29.41
,,28.37
,,27.31
,,27.41
,,27.41
,,27.14
,,26.6
,,26.28
,,26.06
,,24.61
,,23.28
,,22.87
,,22.47
,,22.68
,,22.87
,,23.55
,,24.99
,,27.36
,,29.59
,,30.8
,,30.29
,,31.66
,,31.71
,,31
,,29.92
,,28.64
,,27.48
,,26.77
,,26.06
,,26.11
,,25.91
,,24.24
,,23.45
,,23.06
,,22.73
,,22.47
,,22.2
,,21.94
,,22.13
,,22.66
,,23.3
,,24.24
,,25.62
,,27.9
,,29.49
,,30.42
,,29.77
,,29.24
,,28.12
,,26.89
,,26.01
,,25.43
,,24.97
,,24.58
,,24.12
,,23.67
,,23.16
,,22.87
,,22.54
,,22.25
,,21.92
,,21.84
,,22.18
,,23.04
,,25.14
,,27.58
,,29.24
,,30.39
,,31.31
,,31.77
,,31.56
,,31.1
,,29.99
,,28.59
,,27.31
,,26.38
,,25.72
,,25.14
,,24.65
,,24.1
,,23.38
,,22.68
,,22.08
,,21.58
,,21.46
,,21.65
,,22.56
,,24.27
,,26.45
,,28.72
,,30.47
,,31.28
,,31.74
,,31.51
,,30.55
,,30.57
,,29.89
,,28.52
,,27.16
,,26.21
,,25.53
,,24.9
,,24.22
,,23.71
,,23.26
,,22.56
,,21.96
,,21.46
,,21.03
,,21.29
,,21.72
,,23.26
,,26.28
,,28.27
,,29.59
,,30.24
,,31.28
,,31.69
,,30.95
,,28.97
,,29.09
,,28.02
,,26.92
,,26.11
,,25.36
,,24.73
,,24.03
,,23.38
,,22.78
,,22.2
,,21.72
,,21.37
,,21.25
,,21.51
,,22.54
,,23.79
,,26.67
,,29.87
,,31.92
,,32.69
,,32.82
,,31.2
,,29.02
,,27.95
,,27.09
,,28
,,27.14
,,26.21
,,25.6
,,25.07
,,24.48
,,23.93
,,23.28
,,22.78
,,22.27
,,21.89
,,21.65
,,21.82
,,22.68
,,24.29
,,26.52
,,28.77
,,30.57
,,32.1
,,32.67
,,31.54
,,30.12
,,28.89
,,27.46
,,26.52
,,26.89
,,26.72
,,26.09
,,25.38
,,24.65
,,23.98
,,23.42
,,22.94
,,22.51
,,22.18
,,21.99
,,22.44
,,23.28
,,24.8
,,27.04
,,29.22
,,30.95
,,32.61
,,32.87
,,32.02
,,29.89
,,28.54
,,26.89
,,26.4
,,26.3
,,26.65
,,26.65
,,26.09
,,25.38
,,24.65
,,23.98
,,23.4
,,22.75
,,22.25
,,21.96
,,22.3
,,23.47
,,24.75
,,27.21
,,29.64
,,31.46
,,33.34
,,32.9
,,33.52
,,30.93
,,29.64
,,27.95
,,26.5
,,25.79
,,25.91
,,25.82
,,25.04
,,24.36
,,23.67
,,23.06
,,22.47
,,21.84
,,21.32
,,21.01
,,22.73
,,23.71
,,23.57
,,25.79
,,28.27
,,29.94
,,31.94
,,32.02
,,32.54
,,31.2
,,29.02
,,28.89
,,26.11
,,25.26
,,24.99
,,25.26
,,24.53
,,23.83
,,23.09
,,22.37
,,21.77
,,21.37
,,21.03
,,20.96
,,21.27
,,23.3
,,23.5
,,25.16
,,27.19
,,29.32
,,30.65
,,31.71
,,32.15
,,31.31
,,30.27
,,28.47
,,28.37
,,25.62
,,24.9
,,24.7
,,24.87
,,23.81
,,22.9
,,22.23
,,21.58
,,21.03
,,20.65
,,20.63
,,20.82
,,22.85
,,22.47
,,24
,,26.35
,,28.22
,,29.29
,,29.94
,,30.6
,,30.27
,,29.64
,,28.54
,,27.51
,,26.06
,,24.82
,,24.32
,,24
,,23.28
,,22.61
,,21.99
,,21.49
,,20.98
,,20.63
,,20.32
,,20.37
,,21.96
,,22.94
,,24.46
,,25.57
,,28.17
,,29.97
,,31.08
,,31.05
,,30.47
,,29.67
,,28.39
,,26.79
,,26.62
,,25.31
,,24.32
,,23.83
,,23.62
,,23.02
,,22.35
,,21.84
,,21.27
,,20.82
,,20.53
,,20.56
,,21.22
,,22.68
,,23.57
,,23.71
,,26.43
,,28.64
,,29.99
,,30.34
,,29.67
,,28.92
,,27.8
,,26.67
,,25.7
,,25.31
,,24.82
,,23.83
,,23.23
,,22.49
,,21.87
,,21.34
,,20.89
,,20.56
,,20.44
,,20.48
,,21.34
,,22.9
,,23.95
,,26.97
,,28.22
,,29.82
,,30.52
,,31.33
,,30.62
,,29.62
,,28.44
,,27.26
,,26.3
,,25.62
,,25.74
,,25.14
,,24.27
,,23.18
,,22.42
,,21.84
,,21.44
,,21.03
,,20.89
,,20.77
,,21.37
,,22.75
,,25.4
,,26.04
,,25.84
,,28.67
,,30.32
,,30.7
,,30.44
,,29.69
,,28.64
,,27.6
,,26.6
,,25.82
,,25.21
,,24.65
,,24.36
,,23.67
,,23.02
,,22.51
,,21.99
,,21.53
,,21.18
,,21.03
,,21.58
,,22.82
,,25.23
,,27.19
,,28.72
,,29.34
,,30.02
,,30.85
,,30.47
,,29.79
,,28.72
,,27.63
,,26.67
,,25.91
,,25.21
,,24.48
,,23.79
,,23.11
,,22.42
,,21.94
,,21.6
,,21.29
,,20.91
,,20.75
,,21.32
,,22.85
,,25.04
,,27.26
,,29.12
,,29.82
,,28.49
,,27.95
,,28.35
,,29.22
,,28.3
,,27.26
,,26.33
,,25.62
,,25.07
,,24.46
,,23.86
,,23.28
,,22.71
,,22.11
,,21.7
,,21.37
,,21.32
,,21.2
,,21.39
,,21.99
,,24.34
,,26.09
,,24.46
,,27.31
,,29.59
,,29.14
,,32.98
,,28.64
,,29.97
,,30.39
,,29.02
,,29.46
,,29.02
,,27.65
,,26.84
,,26.13
,,25.5
,,24.97
,,24.39
,,23.79
,,23.16
,,22.61
,,21.77
,,21.25
,,20.77
,,20.56
,,20.6
,,20.96
,,21.68
,,23.21
,,25.94
,,27.63
,,28.84
,,29.41
,,29.39
,,28.44
,,25.55
,,26.04
,,25.89
,,24.99
,,24.36
,,23.74
,,23.23
,,22.61
,,22.2
,,21.82
,,21.37
,,21.03
,,20.72
,,20.67
,,20.72
,,20.96
,,21.68
,,22.66
,,24.87
,,26.65
,,28
,,29.34
,,29.74
,,26.92
,,25.26
,,24.92
,,24.75
,,24.94
,,24.27
,,23.76
,,23.28
,,22.73
,,22.01
,,21.44
,,20.96
,,20.51
,,20.29
,,21.84
,,22.25
,,21.37
,,22.39
,,24.92
,,27.21
,,29.19
,,30.57
,,31.13
,,30.75
,,26.89
,,26.65
,,24.61
,,24.1
,,23.86
,,23.95
,,24
,,24.03
,,23.23
,,22.54
,,22.03
,,21.44
,,21.06
,,20.72
,,21.75
,,22.99
,,22.39
,,23.06
,,25.33
,,28.22
,,29.72
,,30.75
,,30.67
,,31.79
,,28.25
,,27.09
,,24.36
,,23.86
,,23.4
,,23.33
,,23.52
,,23.59
,,23.93
,,23.74
,,23.11
,,22.59
,,22.13
,,21.92
,,21.75
,,22.75
,,22.27
,,22.94
,,26.21
,,28.82
,,30.5
,,31.66
,,32.38
,,32.51
,,32.25
,,29.02
,,28.47
,,25.07
,,23.95
,,23.88
,,24.36
,,24.99
,,24.92
,,24.44
,,23.91
,,23.45
,,23.09
,,22.8
,,22.66
,,23.04
,,23.38
,,24.32
,,26.33
,,28.67
,,30.39
,,32.12
,,32.95
,,32.74
,,31.84
,,30.24
,,27.6
,,27.92
,,25.55
,,24.53
,,24.24
,,24.27
,,24.29
,,23.98
,,23.33
,,22.75
,,22.13
,,21.65
,,21.51
,,22.54
,,23.38
,,22.71
,,23.3
,,23.91
,,27.38
,,29.59
,,30.82
,,30.9
,,30.87
,,30.09
,,28.54
,,26.74
,,26.67
,,25.26
,,24.34
,,24.15
,,24.2
,,23.88
,,23.42
,,22.99
,,22.63
,,22.32
,,22.13
,,22.03
,,23.06
,,22.8
,,23.47
,,25.02
,,27.58
,,28.82
,,29.46
,,29.67
,,29.39
,,29.02
,,28.39
,,27.51
,,27.24
,,27.11
,,25.65
,,24.97
,,24.9
,,24.36
,,23.81
,,23.38
,,22.9
,,22.2
,,21.99
,,21.84
,,21.99
,,22.8
,,23.06
,,24.05
,,27.36
,,28.05
,,28.72
,,28.52
,,28.22
,,27.88
,,27.09
,,26.28
,,26.43
,,26.23
,,25.99
,,25.19
,,25.04
,,23.93
,,23.09
,,22.32
,,21.99
,,21.39
,,21.32
,,21.22
,,21.08
,,21.44
,,28.82
,,31.15
,,32.79
,,33.84
,,28.72
,,30.52
,,32.51
,,32.41
,,31.77
,,31.97
,,31.74
,,30.6
,,28.15
,,25.82
,,24.03
,,22.73
,,21.92
,,21.39
,,20.96
,,20.15
,,19.53
,,19.18
,,18.7
,,18.63
,,18.99
,,19.87
,,21.18
,,22.66
,,24.44
,,26.16
,,28.05
,,29.57
,,31.36
,,32
,,31.43
,,27.6
,,26.57
,,25.33
,,24.48
,,24.17
,,23.47
,,22.49
,,21.58
,,20.98
,,20.72
,,20.58
,,20.51
,,20.37
,,20.44
,,21.41
,,23.4
,,24.34
,,24.2
,,24.56
,,25.4
,,26.06
,,31.51
,,36.61
,,29.24
,,27.9
,,26.79
,,25.6
,,25.5
,,25.09
,,24.65
,,24
,,23.28
,,22.68
,,22.13
,,21.68
,,21.32
,,20.87
,,20.77
,,21.53
,,22.54
,,24.39
,,25.79
,,27.63
,,30.5
,,32.12
,,33.76
,,36.17
,,30.47
,,26.65
,,24.92
,,24.58
,,24.46
,,23.79
,,23.38
,,23.16
,,22.94
,,22.82
,,22.73
,,22.61
,,22.61
,,22.59
,,22.3
,,22.23
,,22.51
,,23.06
,,23.67
,,24.32
,,24.27
,,24.27
,,24.39
,,25.11
,,25.14
,,26.67
,,26.28
,,25.74
,,25.36
,,24.51
,,22.97
,,22.47
,,22.63
,,22.59
,,22.39
,,22.27
,,22.15
,,22.08
,,22.25
,,22.61
,,23.09
,,24.1
,,25.45
,,26.79
,,28.37
,,29.17
,,28.64
,,28.2
,,27.14
,,26.4
,,25.91
