yyyymmdd,Hr:Min:Sec,F45B
20160608,4:00:00,12.7962
20160608,5:00:00,12.7349
20160608,6:00:00,13.0908
20160608,7:00:00,13.7118
20160608,8:00:00,15.7059
20160608,9:00:00,18.537
20160608,10:00:00,20.2492
20160608,11:00:00,22.065
20160608,12:00:00,22.4763
20160608,13:00:00,23.5089
20160608,14:00:00,23.8276
20160608,15:00:00,23.9918
20160608,16:00:00,23.8712
20160608,17:00:00,22.8484
20160608,18:00:00,21.2648
20160608,19:00:00,19.3337
20160608,20:00:00,17.793
20160608,21:00:00,16.7475
20160608,22:00:00,16.0533
20160608,23:00:00,15.1741
20160609,0:00:00,14.6385
20160609,1:00:00,14.117
20160609,2:00:00,13.7111
20160609,3:00:00,13.3381
20160609,4:00:00,16.3171
20160609,5:00:00,16.153
20160609,6:00:00,15.8538
20160609,7:00:00,16.2447
20160609,8:00:00,17.1183
20160609,9:00:00,17.6688
20160609,10:00:00,17.5126
20160609,11:00:00,25.6501
20160609,12:00:00,24.429
20160609,13:00:00,24.2028
20160609,14:00:00,24.2156
20160609,15:00:00,23.7285
20160609,16:00:00,23.5816
20160609,17:00:00,23.3562
20160609,18:00:00,22.5938
20160609,19:00:00,21.1874
20160609,20:00:00,20.064
20160609,21:00:00,19.501
20160609,22:00:00,18.7303
20160609,23:00:00,18.0292
20160610,0:00:00,17.6503
20160610,1:00:00,17.4251
20160610,2:00:00,16.9988
20160610,3:00:00,15.7198
20160610,4:00:00,15.4049
20160610,5:00:00,15.3693
20160610,6:00:00,15.4227
20160610,7:00:00,15.3566
20160610,8:00:00,15.8181
20160610,9:00:00,16.9716
20160610,10:00:00,18.7365
20160610,11:00:00,21.4949
20160610,12:00:00,22.4961
20160610,13:00:00,22.8618
20160610,14:00:00,23.2067
20160610,15:00:00,23.5403
20160610,16:00:00,24.1418
20160610,17:00:00,23.2252
20160610,18:00:00,20.7089
20160610,19:00:00,18.9797
20160610,20:00:00,17.2729
20160610,21:00:00,16.5783
20160610,22:00:00,15.6312
20160610,23:00:00,14.925
20160611,0:00:00,15.3046
20160611,1:00:00,15.3162
20160611,2:00:00,15.205
20160611,3:00:00,15.1952
20160611,4:00:00,15.0992
20160611,5:00:00,14.4758
20160611,6:00:00,14.6731
20160611,7:00:00,16.8808
20160611,8:00:00,15.5689
20160611,9:00:00,16.6114
20160611,10:00:00,16.934
20160611,11:00:00,17.311
20160611,12:00:00,17.1698
20160611,13:00:00,17.5141
20160611,14:00:00,16.4756
20160611,15:00:00,16.5074
20160611,16:00:00,16.2862
20160611,17:00:00,15.5682
20160611,18:00:00,14.9973
20160611,19:00:00,16.1391
20160611,20:00:00,18.0301
20160611,21:00:00,17.6139
20160611,22:00:00,17.2507
20160611,23:00:00,16.9246
20160612,0:00:00,16.7378
20160612,1:00:00,16.4603
20160612,2:00:00,16.3006
20160612,3:00:00,16.1145
20160612,4:00:00,16.0492
20160612,5:00:00,15.9279
20160612,6:00:00,15.849
20160612,7:00:00,17.1989
20160612,8:00:00,15.7575
20160612,9:00:00,16.1265
20160612,10:00:00,16.7463
20160612,11:00:00,16.7922
20160612,12:00:00,18.5917
20160612,13:00:00,19.4039
20160612,14:00:00,21.653
20160612,15:00:00,20.9044
20160612,16:00:00,21.7139
20160612,17:00:00,21.7534
20160612,18:00:00,20.7712
20160612,19:00:00,19.607
20160612,20:00:00,19.0603
20160612,21:00:00,18.4995
20160612,22:00:00,17.7825
20160612,23:00:00,16.9523
20160613,0:00:00,16.3171
20160613,1:00:00,15.947
20160613,2:00:00,15.7624
20160613,3:00:00,15.5777
20160613,4:00:00,15.3045
20160613,5:00:00,15.3936
20160613,6:00:00,14.9352
20160613,7:00:00,16.5987
20160613,8:00:00,15.0678
20160613,9:00:00,15.4272
20160613,10:00:00,15.2766
20160613,11:00:00,16.5978
20160613,12:00:00,17.4889
20160613,13:00:00,19.3482
20160613,14:00:00,19.7096
20160613,15:00:00,21.1405
20160613,16:00:00,21.2258
20160613,17:00:00,19.9205
20160613,18:00:00,18.721
20160613,19:00:00,16.7736
20160613,20:00:00,15.8205
20160613,21:00:00,18.4995
20160613,22:00:00,17.7825
20160613,23:00:00,16.9523
20160614,0:00:00,16.3171
20160614,1:00:00,15.947
20160614,2:00:00,15.7624
20160614,3:00:00,15.5777
20160614,4:00:00,15.3045
20160614,5:00:00,15.3936
20160614,6:00:00,14.9352
20160614,7:00:00,17.0157
20160614,8:00:00,14.9724
20160614,9:00:00,15.6416
20160614,10:00:00,16.3836
20160614,11:00:00,17.1019
20160614,12:00:00,17.7771
20160614,13:00:00,19.4424
20160614,14:00:00,20.1944
20160614,15:00:00,20.9825
20160614,16:00:00,21.168
20160614,17:00:00,20.8823
20160614,18:00:00,20.3111
20160614,19:00:00,19.5215
20160614,20:00:00,19.4819
20160614,21:00:00,19.692
20160614,22:00:00,19.3105
20160614,23:00:00,18.7527
20160615,0:00:00,18.4783
20160615,1:00:00,17.93
20160615,2:00:00,17.6666
20160615,3:00:00,17.3959
20160615,4:00:00,17.1154
20160615,5:00:00,16.8983
20160615,6:00:00,16.7224
20160615,7:00:00,17.9012
20160615,8:00:00,16.08
20160615,9:00:00,16.4217
20160615,10:00:00,17.2151
20160615,11:00:00,17.9842
20160615,12:00:00,19.6929
20160615,13:00:00,18.8082
20160615,14:00:00,19.0628
20160615,15:00:00,21.8421
20160615,16:00:00,23.7717
20160615,17:00:00,22.8226
20160615,18:00:00,22.0768
20160615,19:00:00,21.2352
20160615,20:00:00,21.0703
20160615,21:00:00,20.3928
20160615,22:00:00,19.4738
20160615,23:00:00,18.726
20160616,0:00:00,18.159
20160616,1:00:00,17.4622
20160616,2:00:00,16.7066
20160616,3:00:00,16.1514
20160616,4:00:00,15.5494
20160616,5:00:00,14.6304
20160616,6:00:00,14.568
20160616,7:00:00,16.5643
20160616,8:00:00,17.7366
20160616,9:00:00,18.7564
20160616,10:00:00,23.3165
20160616,11:00:00,22.8812
20160616,12:00:00,23.2508
20160616,13:00:00,23.4746
20160616,14:00:00,23.4595
20160616,15:00:00,23.3679
20160616,16:00:00,23.2166
20160616,17:00:00,23.0259
20160616,18:00:00,22.3186
20160616,19:00:00,21.2346
20160616,20:00:00,20.9887
20160616,21:00:00,20.1614
20160616,22:00:00,19.4664
20160616,23:00:00,18.8156
20160617,0:00:00,18.5781
20160617,1:00:00,18.33
20160617,2:00:00,18.3279
20160617,3:00:00,18.1122
20160617,4:00:00,17.8781
20160617,5:00:00,17.3534
20160617,6:00:00,17.2159
20160617,7:00:00,18.7513
20160617,8:00:00,19.745
20160617,9:00:00,20.3192
20160617,10:00:00,20.6909
20160617,11:00:00,21.5402
20160617,12:00:00,22.6063
20160617,13:00:00,22.8772
20160617,14:00:00,22.9814
20160617,15:00:00,23.0066
20160617,16:00:00,22.9191
20160617,17:00:00,22.7099
20160617,18:00:00,22.0755
20160617,19:00:00,20.6422
20160617,20:00:00,19.6236
20160617,21:00:00,19.4363
20160617,22:00:00,19.0506
20160617,23:00:00,18.4665
20160618,0:00:00,17.2842
20160618,1:00:00,16.4986
20160618,2:00:00,15.9135
20160618,3:00:00,15.4859
20160618,4:00:00,15.1963
20160618,5:00:00,14.9306
20160618,6:00:00,14.9347
20160618,7:00:00,18.2589
20160618,8:00:00,19.6104
20160618,9:00:00,20.6481
20160618,10:00:00,21.6617
20160618,11:00:00,23.5176
20160618,12:00:00,23.8463
20160618,13:00:00,23.6293
20160618,14:00:00,25.3601
20160618,15:00:00,26.2055
20160618,16:00:00,26.4744
20160618,17:00:00,25.0373
20160618,18:00:00,23.3786
20160618,19:00:00,21.3619
20160618,20:00:00,19.3139
20160618,21:00:00,18.2448
20160618,22:00:00,17.4133
20160618,23:00:00,16.4956
20160619,0:00:00,15.9448
20160619,1:00:00,15.5875
20160619,2:00:00,14.9623
20160619,3:00:00,14.7682
20160619,4:00:00,14.3053
20160619,5:00:00,14.0745
20160619,6:00:00,15.4618
20160619,7:00:00,18.4242
20160619,8:00:00,20.7849
20160619,9:00:00,22.5057
20160619,10:00:00,24.2596
20160619,11:00:00,26.653
20160619,12:00:00,28.2421
20160619,13:00:00,28.4468
20160619,14:00:00,28.6084
20160619,15:00:00,28.507
20160619,16:00:00,29.578
20160619,17:00:00,27.5039
20160619,18:00:00,26.334
20160619,19:00:00,23.8971
20160619,20:00:00,21.8038
20160619,21:00:00,20.858
20160619,22:00:00,20.1202
20160619,23:00:00,19.4729
20160620,0:00:00,18.9072
20160620,1:00:00,18.3611
20160620,2:00:00,17.8015
20160620,3:00:00,17.3525
20160620,4:00:00,17.0802
20160620,5:00:00,16.8359
20160620,6:00:00,17.6272
20160620,7:00:00,20.5746
20160620,8:00:00,23.0822
20160620,9:00:00,24.9251
20160620,10:00:00,26.7532
20160620,11:00:00,29.0101
20160620,12:00:00,29.5475
20160620,13:00:00,30.9873
20160620,14:00:00,30.5875
20160620,15:00:00,30.1106
20160620,16:00:00,31.3622
20160620,17:00:00,29.9823
20160620,18:00:00,28.5873
20160620,19:00:00,26.5035
20160620,20:00:00,24.3215
20160620,21:00:00,23.1705
20160620,22:00:00,22.2513
20160620,23:00:00,21.2269
20160621,0:00:00,20.4085
20160621,1:00:00,19.5649
20160621,2:00:00,19.1662
20160621,3:00:00,18.6086
20160621,4:00:00,18.1211
20160621,5:00:00,17.9331
20160621,6:00:00,18.3053
20160621,7:00:00,20.5662
20160621,8:00:00,22.9463
20160621,9:00:00,24.5623
20160621,10:00:00,25.7995
20160621,11:00:00,26.9817
20160621,12:00:00,27.9771
20160621,13:00:00,28.0127
20160621,14:00:00,28.5669
20160621,15:00:00,28.19
20160621,16:00:00,28.2813
20160621,17:00:00,26.8831
20160621,18:00:00,25.5311
20160621,19:00:00,23.3941
20160621,20:00:00,21.7105
20160621,21:00:00,20.7377
20160621,22:00:00,19.9423
20160621,23:00:00,19.3049
20160622,0:00:00,18.8331
20160622,1:00:00,18.0608
20160622,2:00:00,17.5846
20160622,3:00:00,17.2064
20160622,4:00:00,16.8195
20160622,5:00:00,16.3364
20160622,6:00:00,16.3339
20160622,7:00:00,19.0635
20160622,8:00:00,20.4277
20160622,9:00:00,23.088
20160622,10:00:00,24.8938
20160622,11:00:00,25.8841
20160622,12:00:00,26.6604
20160622,13:00:00,26.0528
20160622,14:00:00,25.2526
20160622,15:00:00,25.8352
20160622,16:00:00,26.2284
20160622,17:00:00,25.4356
20160622,18:00:00,23.9372
20160622,19:00:00,22.2579
20160622,20:00:00,20.2509
20160622,21:00:00,19.3995
20160622,22:00:00,18.9041
20160622,23:00:00,18.3208
20160623,0:00:00,17.5078
20160623,1:00:00,17.0326
20160623,2:00:00,16.7301
20160623,3:00:00,16.9494
20160623,4:00:00,16.6165
20160623,5:00:00,16.7862
20160623,6:00:00,17.4269
20160623,7:00:00,19.6087
20160623,8:00:00,18.8642
20160623,9:00:00,22.1097
20160623,10:00:00,23.641
20160623,11:00:00,24.8386
20160623,12:00:00,25.8245
20160623,13:00:00,26.152
20160623,14:00:00,26.3148
20160623,15:00:00,26.593
20160623,16:00:00,26.6994
20160623,17:00:00,25.4025
20160623,18:00:00,23.965
20160623,19:00:00,21.8591
20160623,20:00:00,20.238
20160623,21:00:00,19.5377
20160623,22:00:00,18.8319
20160623,23:00:00,18.1085
20160624,0:00:00,17.4561
20160624,1:00:00,17.0324
20160624,2:00:00,16.4216
20160624,3:00:00,16.1653
20160624,4:00:00,16.1805
20160624,5:00:00,16.2572
20160624,6:00:00,16.7247
20160624,7:00:00,19.2094
20160624,8:00:00,17.8234
20160624,9:00:00,19.2689
20160624,10:00:00,22.5773
20160624,11:00:00,24.677
20160624,12:00:00,25.37
20160624,13:00:00,29.6633
20160624,14:00:00,28.5634
20160624,15:00:00,28.16
20160624,16:00:00,27.7159
20160624,17:00:00,26.6778
20160624,18:00:00,25.049
20160624,19:00:00,22.714
20160624,20:00:00,21.4751
20160624,21:00:00,20.9461
20160624,22:00:00,20.2004
20160624,23:00:00,19.655
20160625,0:00:00,18.8783
20160625,1:00:00,18.4033
20160625,2:00:00,18.5168
20160625,3:00:00,18.3488
20160625,4:00:00,18.11
20160625,5:00:00,17.6123
20160625,6:00:00,17.7046
20160625,7:00:00,19.3917
20160625,8:00:00,21.1916
20160625,9:00:00,22.6275
20160625,10:00:00,23.7125
20160625,11:00:00,24.6957
20160625,12:00:00,25.3904
20160625,13:00:00,25.6936
20160625,14:00:00,26.3796
20160625,15:00:00,25.8373
20160625,16:00:00,26.6333
20160625,17:00:00,28.5428
20160625,18:00:00,27.5125
20160625,19:00:00,25.6566
20160625,20:00:00,24.3467
20160625,21:00:00,23.0187
20160625,22:00:00,22.1414
20160625,23:00:00,21.3788
20160626,0:00:00,20.8958
20160626,1:00:00,20.2018
20160626,2:00:00,19.1742
20160626,3:00:00,18.0492
20160626,4:00:00,17.5426
20160626,5:00:00,17.085
20160626,6:00:00,17.3559
20160626,7:00:00,19.8718
20160626,8:00:00,21.7845
20160626,9:00:00,23.2544
20160626,10:00:00,24.3114
20160626,11:00:00,25.2758
20160626,12:00:00,26.2123
20160626,13:00:00,26.5236
20160626,14:00:00,26.7898
20160626,15:00:00,26.6691
20160626,16:00:00,27.0635
20160626,17:00:00,25.8085
20160626,18:00:00,24.6771
20160626,19:00:00,23.0054
20160626,20:00:00,21.2006
20160626,21:00:00,20.6134
20160626,22:00:00,20.091
20160626,23:00:00,19.6625
20160627,0:00:00,19.2738
20160627,1:00:00,18.9608
20160627,2:00:00,18.6581
20160627,3:00:00,18.451
20160627,4:00:00,18.2584
20160627,5:00:00,18.1634
20160627,6:00:00,18.3165
20160627,7:00:00,20.484
20160627,8:00:00,22.0759
20160627,9:00:00,23.3405
20160627,10:00:00,24.3367
20160627,11:00:00,25.2259
20160627,12:00:00,26.0751
20160627,13:00:00,26.5554
20160627,14:00:00,26.7967
20160627,15:00:00,25.6195
20160627,16:00:00,26.1727
20160627,17:00:00,25.3901
20160627,18:00:00,25.9424
20160627,19:00:00,24.3835
20160627,20:00:00,22.8743
20160627,21:00:00,22.4351
20160627,22:00:00,21.9487
20160627,23:00:00,21.5746
20160628,0:00:00,21.1319
20160628,1:00:00,20.646
20160628,2:00:00,20.2763
20160628,3:00:00,19.9665
20160628,4:00:00,19.6211
20160628,5:00:00,19.3058
20160628,6:00:00,19.2098
20160628,7:00:00,20.1228
20160628,8:00:00,23.1192
20160628,9:00:00,24.1263
20160628,10:00:00,24.2247
20160628,11:00:00,24.9947
20160628,12:00:00,24.9391
20160628,13:00:00,26.3106
20160628,14:00:00,26.4943
20160628,15:00:00,26.8138
20160628,16:00:00,26.3644
20160628,17:00:00,25.4396
20160628,18:00:00,24.5929
20160628,19:00:00,22.7726
20160628,20:00:00,21.4494
20160628,21:00:00,20.9027
20160628,22:00:00,20.5176
20160628,23:00:00,20.0295
20160629,0:00:00,19.6365
20160629,1:00:00,19.2505
20160629,2:00:00,18.9251
20160629,3:00:00,18.6329
20160629,4:00:00,18.3604
20160629,5:00:00,18.1544
20160629,6:00:00,18.3461
20160629,7:00:00,20.8145
20160629,8:00:00,22.248
20160629,9:00:00,23.4725
20160629,10:00:00,24.4418
20160629,11:00:00,26.7128
20160629,12:00:00,29.206
20160629,13:00:00,28.6047
20160629,14:00:00,28.6826
20160629,15:00:00,28.7804
20160629,16:00:00,27.5599
20160629,17:00:00,26.45
20160629,18:00:00,25.2613
20160629,19:00:00,23.7693
20160629,20:00:00,23.4387
20160629,21:00:00,23.0757
20160629,22:00:00,22.4717
20160629,23:00:00,22.0607
20160630,0:00:00,21.6859
20160630,1:00:00,21.2469
20160630,2:00:00,20.8419
20160630,3:00:00,19.6216
20160630,4:00:00,18.4011
20160630,5:00:00,18.1599
20160630,6:00:00,18.5304
20160630,7:00:00,21.1259
20160630,8:00:00,22.3755
20160630,9:00:00,23.3699
20160630,10:00:00,27.0251
20160630,11:00:00,29.0489
20160630,12:00:00,28.8025
20160630,13:00:00,28.7444
20160630,14:00:00,28.6858
20160630,15:00:00,28.5942
20160630,16:00:00,28.6955
20160630,17:00:00,28.5518
20160630,18:00:00,27.7553
20160630,19:00:00,26.8025
20160630,20:00:00,26.2566
20160630,21:00:00,24.8136
20160630,22:00:00,23.5586
20160630,23:00:00,21.9959
20160701,0:00:00,22.2964
20160701,1:00:00,21.6765
20160701,2:00:00,21.3154
20160701,3:00:00,20.5479
20160701,4:00:00,20.5239
20160701,5:00:00,20.2897
20160701,6:00:00,20.4586
20160701,7:00:00,21.8438
20160701,8:00:00,20.6004
20160701,9:00:00,22.6097
20160701,10:00:00,23.9506
20160701,11:00:00,26.5397
20160701,12:00:00,26.6419
20160701,13:00:00,26.8887
20160701,14:00:00,27.1701
20160701,15:00:00,27.1954
20160701,16:00:00,27.1468
20160701,17:00:00,26.6164
20160701,18:00:00,25.2653
20160701,19:00:00,23.5963
20160701,20:00:00,22.3961
20160701,21:00:00,21.6293
20160701,22:00:00,21.2193
20160701,23:00:00,20.9019
20160702,0:00:00,20.4677
20160702,1:00:00,20.4061
20160702,2:00:00,20.2956
20160702,3:00:00,20.2888
20160702,4:00:00,19.8471
20160702,5:00:00,19.4182
20160702,6:00:00,19.3874
20160702,7:00:00,20.8872
20160702,8:00:00,19.6353
20160702,9:00:00,20.3072
20160702,10:00:00,22.3032
20160702,11:00:00,23.1906
20160702,12:00:00,23.4887
20160702,13:00:00,23.4338
20160702,14:00:00,23.4282
20160702,15:00:00,23.5581
20160702,16:00:00,23.3586
20160702,17:00:00,22.9892
20160702,18:00:00,22.2745
20160702,19:00:00,21.27
20160702,20:00:00,19.9949
20160702,21:00:00,20.0203
20160702,22:00:00,19.7035
20160702,23:00:00,19.4343
20160703,0:00:00,19.1033
20160703,1:00:00,18.7906
20160703,2:00:00,18.5863
20160703,3:00:00,18.4825
20160703,4:00:00,18.2679
20160703,5:00:00,17.9605
20160703,6:00:00,18.3484
20160703,7:00:00,19.8759
20160703,8:00:00,18.5467
20160703,9:00:00,20.4731
20160703,10:00:00,22.0776
20160703,11:00:00,22.519
20160703,12:00:00,22.7969
20160703,13:00:00,23.1937
20160703,14:00:00,23.4209
20160703,15:00:00,23.2479
20160703,16:00:00,23.2371
20160703,17:00:00,22.5506
20160703,18:00:00,21.822
20160703,19:00:00,20.3365
20160703,20:00:00,19.1678
20160703,21:00:00,18.943
20160703,22:00:00,18.7362
20160703,23:00:00,18.436
20160704,0:00:00,18.1338
20160704,1:00:00,17.7845
20160704,2:00:00,17.6519
20160704,3:00:00,17.5288
20160704,4:00:00,17.128
20160704,5:00:00,17.1338
20160704,6:00:00,17.2156
20160704,7:00:00,19.1044
20160704,8:00:00,17.5107
20160704,9:00:00,19.4152
20160704,10:00:00,21.5052
20160704,11:00:00,22.1876
20160704,12:00:00,22.8699
20160704,13:00:00,23.2703
20160704,14:00:00,23.2776
20160704,15:00:00,23.1706
20160704,16:00:00,22.8977
20160704,17:00:00,22.3147
20160704,18:00:00,21.3829
20160704,19:00:00,20.1465
20160704,20:00:00,19.4318
20160704,21:00:00,19.2745
20160704,22:00:00,18.956
20160704,23:00:00,18.548
20160705,0:00:00,18.0829
20160705,1:00:00,18.1791
20160705,2:00:00,17.9066
20160705,3:00:00,17.8926
20160705,4:00:00,17.8601
20160705,5:00:00,17.9504
20160705,6:00:00,17.6544
20160705,7:00:00,19.3748
20160705,8:00:00,17.6789
20160705,9:00:00,20.6716
20160705,10:00:00,25.1241
20160705,11:00:00,26.3111
20160705,12:00:00,26.9881
20160705,13:00:00,27.1198
20160705,14:00:00,27.158
20160705,15:00:00,26.9031
20160705,16:00:00,25.6345
20160705,17:00:00,24.1992
20160705,18:00:00,21.5125
20160705,19:00:00,20.2135
20160705,20:00:00,19.7544
20160705,21:00:00,19.0955
20160705,22:00:00,18.4857
20160705,23:00:00,18.0418
20160706,0:00:00,17.4637
20160706,1:00:00,16.9911
20160706,2:00:00,16.724
20160706,3:00:00,16.4502
20160706,4:00:00,16.6187
20160706,5:00:00,16.8061
20160706,6:00:00,16.5574
20160706,7:00:00,18.8237
20160706,8:00:00,17.5376
20160706,9:00:00,18.2716
20160706,10:00:00,19.5232
20160706,11:00:00,22.293
20160706,12:00:00,24.2344
20160706,13:00:00,24.4301
20160706,14:00:00,24.722
20160706,15:00:00,24.4102
20160706,16:00:00,24.9436
20160706,17:00:00,24.3859
20160706,18:00:00,21.645
20160706,19:00:00,19.8392
20160706,20:00:00,19.3003
20160706,21:00:00,18.3919
20160706,22:00:00,17.7716
20160706,23:00:00,17.2655
20160707,0:00:00,16.541
20160707,1:00:00,15.9736
20160707,2:00:00,15.776
20160707,3:00:00,16.4696
20160707,4:00:00,16.7433
20160707,5:00:00,16.4343
20160707,6:00:00,16.674
20160707,7:00:00,18.7496
20160707,8:00:00,17.167
20160707,9:00:00,18.7035
20160707,10:00:00,22.1833
20160707,11:00:00,24.4131
20160707,12:00:00,27.054
20160707,13:00:00,28.6145
20160707,14:00:00,30.4514
20160707,15:00:00,29.2332
20160707,16:00:00,28.943
20160707,17:00:00,28.1674
20160707,18:00:00,26.7348
20160707,19:00:00,24.9619
20160707,20:00:00,24.0847
20160707,21:00:00,23.1431
20160707,22:00:00,22.2313
20160707,23:00:00,20.8373
20160708,0:00:00,17.4579
20160708,1:00:00,17.1331
20160708,2:00:00,16.4695
20160708,3:00:00,15.998
20160708,4:00:00,15.5679
20160708,5:00:00,14.9415
20160708,6:00:00,15.6568
20160708,7:00:00,18.858
20160708,8:00:00,17.212
20160708,9:00:00,19.2575
20160708,10:00:00,22.2631
20160708,11:00:00,24.2782
20160708,12:00:00,26.3207
20160708,13:00:00,26.0271
20160708,14:00:00,26.1589
20160708,15:00:00,25.8676
20160708,16:00:00,26.0462
20160708,17:00:00,26.3264
20160708,18:00:00,23.7855
20160708,19:00:00,21.909
20160708,20:00:00,20.2017
20160708,21:00:00,19.4983
20160708,22:00:00,18.6925
20160708,23:00:00,17.9413
20160709,0:00:00,17.203
20160709,1:00:00,16.8142
20160709,2:00:00,16.4525
20160709,3:00:00,16.0095
20160709,4:00:00,15.8199
20160709,5:00:00,15.4906
20160709,6:00:00,15.8581
20160709,7:00:00,18.6963
20160709,8:00:00,19.9315
20160709,9:00:00,22.2773
20160709,10:00:00,23.4423
20160709,11:00:00,23.6446
20160709,12:00:00,23.675
20160709,13:00:00,23.9263
20160709,14:00:00,23.9332
20160709,15:00:00,23.9594
20160709,16:00:00,23.5389
20160709,17:00:00,22.9876
20160709,18:00:00,22.1935
20160709,19:00:00,20.8552
20160709,20:00:00,19.5809
20160709,21:00:00,19.5196
20160709,22:00:00,19.4978
20160709,23:00:00,19.3813
20160710,0:00:00,19.3279
20160710,1:00:00,19.277
20160710,2:00:00,19.1647
20160710,3:00:00,19.2621
20160710,4:00:00,19.3052
20160710,5:00:00,18.8616
20160710,6:00:00,19.0548
20160710,7:00:00,21.0167
20160710,8:00:00,20.0622
20160710,9:00:00,22.3666
20160710,10:00:00,22.9044
20160710,11:00:00,23.2238
20160710,12:00:00,23.4903
20160710,13:00:00,23.708
20160710,14:00:00,24.0177
20160710,15:00:00,23.9487
20160710,16:00:00,23.6169
20160710,17:00:00,23.0003
20160710,18:00:00,22.2991
20160710,19:00:00,20.7288
20160710,20:00:00,19.692
20160710,21:00:00,19.7916
20160710,22:00:00,19.7831
20160710,23:00:00,19.8566
20160711,0:00:00,19.6093
20160711,1:00:00,19.5288
20160711,2:00:00,19.2508
20160711,3:00:00,19.1882
20160711,4:00:00,19.0089
20160711,5:00:00,18.9334
20160711,6:00:00,18.2203
20160711,7:00:00,20.3123
20160711,8:00:00,18.6423
20160711,9:00:00,19.9642
20160711,10:00:00,22.0132
20160711,11:00:00,22.8854
20160711,12:00:00,23.103
20160711,13:00:00,23.4644
20160711,14:00:00,23.5158
20160711,15:00:00,23.5707
20160711,16:00:00,23.1829
20160711,17:00:00,22.5458
20160711,18:00:00,21.7558
20160711,19:00:00,20.3863
20160711,20:00:00,19.6301
20160711,21:00:00,19.6832
20160711,22:00:00,19.7554
20160711,23:00:00,19.6582
20160712,0:00:00,19.4214
20160712,1:00:00,19.2475
20160712,2:00:00,18.9626
20160712,3:00:00,18.7756
20160712,4:00:00,18.6314
20160712,5:00:00,18.5846
20160712,6:00:00,18.1301
20160712,7:00:00,20.1512
20160712,8:00:00,19.0923
20160712,9:00:00,20.1732
20160712,10:00:00,22.1226
20160712,11:00:00,23.149
20160712,12:00:00,23.3644
20160712,13:00:00,23.9196
20160712,14:00:00,23.8841
20160712,15:00:00,23.8895
20160712,16:00:00,23.5076
20160712,17:00:00,22.8624
20160712,18:00:00,22.0963
20160712,19:00:00,20.5047
20160712,20:00:00,19.5673
20160712,21:00:00,19.7792
20160712,22:00:00,19.7577
20160712,23:00:00,19.7473
20160713,0:00:00,19.1267
20160713,1:00:00,18.8177
20160713,2:00:00,18.6961
20160713,3:00:00,18.3217
20160713,4:00:00,18.0731
20160713,5:00:00,17.7895
20160713,6:00:00,17.5035
20160713,7:00:00,20.0856
20160713,8:00:00,19.6004
20160713,9:00:00,22.0053
20160713,10:00:00,22.5437
20160713,11:00:00,23.0271
20160713,12:00:00,23.2065
20160713,13:00:00,23.452
20160713,14:00:00,23.8119
20160713,15:00:00,23.8879
20160713,16:00:00,23.4297
20160713,17:00:00,22.8809
20160713,18:00:00,22.209
20160713,19:00:00,20.6233
20160713,20:00:00,19.2809
20160713,21:00:00,19.1542
20160713,22:00:00,18.9996
20160713,23:00:00,18.8361
