"","Node","Species","Life_Stage","sp_code","Node_Class"
"50","GLEN","Typha","Adult","Typha_Adult","Partial"
"51","LA1","Typha","Adult","Typha_Adult","Partial"
"52","LA11","Typha","Adult","Typha_Adult","Partial"
"53","LA13","Typha","Adult","Typha_Adult","Partial"
"54","LA14","Typha","Adult","Typha_Adult","Partial"
"55","LA2","Typha","Adult","Typha_Adult","Low"
"56","LA20","Typha","Adult","Typha_Adult","Partial"
"57","LA202","Typha","Adult","Typha_Adult","Low"
"58","LA202Jan","Typha","Adult","Typha_Adult","Low"
"59","LA3","Typha","Adult","Typha_Adult","Partial"
"60","LA8","Typha","Adult","Typha_Adult","Partial"
"61","11101250","Willow","Adult","Willow_Adult","High"
"62","F300","Willow","Adult","Willow_Adult","High"
"63","F319","Willow","Adult","Willow_Adult","High"
"64","F34D","Willow","Adult","Willow_Adult","High"
"65","F37B","Willow","Adult","Willow_Adult","High"
"66","F37BHigh","Willow","Adult","Willow_Adult","High"
"67","F37BLow","Willow","Adult","Willow_Adult","High"
"68","F45B","Willow","Adult","Willow_Adult","High"
"69","F57C","Willow","Adult","Willow_Adult","High"
"70","GLEN","Willow","Adult","Willow_Adult","High"
"71","LA1","Willow","Adult","Willow_Adult","High"
"72","LA11","Willow","Adult","Willow_Adult","High"
"73","LA13","Willow","Adult","Willow_Adult","High"
"74","LA14","Willow","Adult","Willow_Adult","High"
"75","LA2","Willow","Adult","Willow_Adult","High"
"76","LA20","Willow","Adult","Willow_Adult","High"
"77","LA202","Willow","Adult","Willow_Adult","High"
"78","LA202Jan","Willow","Adult","Willow_Adult","High"
"79","LA3","Willow","Adult","Willow_Adult","High"
"80","LA8","Willow","Adult","Willow_Adult","High"
"81","11101250","Willow","Seedling","Willow_Seedling","High"
"82","F300","Willow","Seedling","Willow_Seedling","High"
"83","F319","Willow","Seedling","Willow_Seedling","Low"
"84","F34D","Willow","Seedling","Willow_Seedling","Low"
"85","F37B","Willow","Seedling","Willow_Seedling","Low"
"86","F37BHigh","Willow","Seedling","Willow_Seedling","High"
"87","F37BLow","Willow","Seedling","Willow_Seedling","Low"
"88","F45B","Willow","Seedling","Willow_Seedling","High"
"89","F57C","Willow","Seedling","Willow_Seedling","High"
"90","GLEN","Willow","Seedling","Willow_Seedling","Partial"
"91","LA1","Willow","Seedling","Willow_Seedling","Low"
"92","LA11","Willow","Seedling","Willow_Seedling","High"
"93","LA13","Willow","Seedling","Willow_Seedling","Low"
"94","LA14","Willow","Seedling","Willow_Seedling","High"
"95","LA2","Willow","Seedling","Willow_Seedling","High"
"96","LA20","Willow","Seedling","Willow_Seedling","High"
"97","LA202","Willow","Seedling","Willow_Seedling","High"
"98","LA202Jan","Willow","Seedling","Willow_Seedling","High"
"99","LA3","Willow","Seedling","Willow_Seedling","Low"
"100","LA8","Willow","Seedling","Willow_Seedling","High"
"101","11101250","Steelhead","Migration","Steelhead_Migration","High"
"102","F300","Steelhead","Migration","Steelhead_Migration","High"
"103","F319","Steelhead","Migration","Steelhead_Migration","High"
"104","F34D","Steelhead","Migration","Steelhead_Migration","High"
"105","F37B","Steelhead","Migration","Steelhead_Migration","Low"
"106","F37BHigh","Steelhead","Migration","Steelhead_Migration","Low"
"107","F37BLow","Steelhead","Migration","Steelhead_Migration","Low"
"108","F45B","Steelhead","Migration","Steelhead_Migration","Low"
"109","F57C","Steelhead","Migration","Steelhead_Migration","High"
"110","GLEN","Steelhead","Migration","Steelhead_Migration","High"
"111","LA1","Steelhead","Migration","Steelhead_Migration","High"
"112","LA11","Steelhead","Migration","Steelhead_Migration","High"
"113","LA13","Steelhead","Migration","Steelhead_Migration","Low"
"114","LA14","Steelhead","Migration","Steelhead_Migration","High"
"115","LA2","Steelhead","Migration","Steelhead_Migration","High"
"116","LA20","Steelhead","Migration","Steelhead_Migration","Partial"
"117","LA202","Steelhead","Migration","Steelhead_Migration","High"
"118","LA202Jan","Steelhead","Migration","Steelhead_Migration","High"
"119","LA3","Steelhead","Migration","Steelhead_Migration","High"
"120","LA8","Steelhead","Migration","Steelhead_Migration","High"
"121","11101250","SAS","Adult","SAS_Adult","Low"
"122","F300","SAS","Adult","SAS_Adult","Partial"
"123","F319","SAS","Adult","SAS_Adult","Partial"
"124","F34D","SAS","Adult","SAS_Adult","Partial"
"125","F37B","SAS","Adult","SAS_Adult","Low"
"126","F37BHigh","SAS","Adult","SAS_Adult","Low"
"127","F37BLow","SAS","Adult","SAS_Adult","Low"
"128","F45B","SAS","Adult","SAS_Adult","Low"
"129","F57C","SAS","Adult","SAS_Adult","Partial"
"130","GLEN","SAS","Adult","SAS_Adult","Partial"
"131","LA1","SAS","Adult","SAS_Adult","Partial"
"132","LA11","SAS","Adult","SAS_Adult","Partial"
"133","LA13","SAS","Adult","SAS_Adult","Partial"
"134","LA14","SAS","Adult","SAS_Adult","Partial"
"135","LA2","SAS","Adult","SAS_Adult","Partial"
"136","LA20","SAS","Adult","SAS_Adult","Partial"
"137","LA202","SAS","Adult","SAS_Adult","Low"
"138","LA202Jan","SAS","Adult","SAS_Adult","Low"
"139","LA3","SAS","Adult","SAS_Adult","Partial"
"140","LA8","SAS","Adult","SAS_Adult","Partial"
"141","11101250","Steelhead","Smolts","Steelhead_Smolts","High"
"142","F300","Steelhead","Smolts","Steelhead_Smolts","High"
"143","F319","Steelhead","Smolts","Steelhead_Smolts","High"
"144","F34D","Steelhead","Smolts","Steelhead_Smolts","High"
"145","F37B","Steelhead","Smolts","Steelhead_Smolts","Partial"
"146","F37BHigh","Steelhead","Smolts","Steelhead_Smolts","Low"
"147","F37BLow","Steelhead","Smolts","Steelhead_Smolts","Partial"
"148","F45B","Steelhead","Smolts","Steelhead_Smolts","Low"
"149","F57C","Steelhead","Smolts","Steelhead_Smolts","High"
"150","GLEN","Steelhead","Smolts","Steelhead_Smolts","High"
"151","LA1","Steelhead","Smolts","Steelhead_Smolts","High"
"152","LA11","Steelhead","Smolts","Steelhead_Smolts","High"
"153","LA13","Steelhead","Smolts","Steelhead_Smolts","Low"
"154","LA14","Steelhead","Smolts","Steelhead_Smolts","High"
"155","LA2","Steelhead","Smolts","Steelhead_Smolts","High"
"156","LA20","Steelhead","Smolts","Steelhead_Smolts","Partial"
"157","LA202","Steelhead","Smolts","Steelhead_Smolts","High"
"158","LA202Jan","Steelhead","Smolts","Steelhead_Smolts","High"
"159","LA3","Steelhead","Smolts","Steelhead_Smolts","High"
"160","LA8","Steelhead","Smolts","Steelhead_Smolts","High"
"161","11101250","Willow","Germination","Willow_Germination","Low"
"162","F300","Willow","Germination","Willow_Germination","Low"
"163","F37B","Willow","Germination","Willow_Germination","Low"
"164","F37BHigh","Willow","Germination","Willow_Germination","Low"
"165","F37BLow","Willow","Germination","Willow_Germination","Low"
"166","F45B","Willow","Germination","Willow_Germination","Low"
"167","F57C","Willow","Germination","Willow_Germination","Low"
"168","GLEN","Willow","Germination","Willow_Germination","Low"
"169","LA11","Willow","Germination","Willow_Germination","Low"
"170","LA13","Willow","Germination","Willow_Germination","Low"
"171","LA14","Willow","Germination","Willow_Germination","Low"
"172","LA2","Willow","Germination","Willow_Germination","Low"
"173","LA20","Willow","Germination","Willow_Germination","Low"
"174","LA202","Willow","Germination","Willow_Germination","Low"
"175","LA202Jan","Willow","Germination","Willow_Germination","Low"
"176","LA3","Willow","Germination","Willow_Germination","Low"
"177","LA8","Willow","Germination","Willow_Germination","Low"
"178","11101250","SAS","Juvenile","SAS_Juvenile","Low"
"179","F300","SAS","Juvenile","SAS_Juvenile","Partial"
"180","F319","SAS","Juvenile","SAS_Juvenile","Partial"
"181","F34D","SAS","Juvenile","SAS_Juvenile","High"
"182","F37B","SAS","Juvenile","SAS_Juvenile","Low"
"183","F37BHigh","SAS","Juvenile","SAS_Juvenile","Low"
"184","F37BLow","SAS","Juvenile","SAS_Juvenile","Low"
"185","F45B","SAS","Juvenile","SAS_Juvenile","Low"
"186","F57C","SAS","Juvenile","SAS_Juvenile","Partial"
"187","GLEN","SAS","Juvenile","SAS_Juvenile","Partial"
"188","LA1","SAS","Juvenile","SAS_Juvenile","Partial"
"189","LA11","SAS","Juvenile","SAS_Juvenile","Partial"
"190","LA13","SAS","Juvenile","SAS_Juvenile","Partial"
"191","LA14","SAS","Juvenile","SAS_Juvenile","Partial"
"192","LA2","SAS","Juvenile","SAS_Juvenile","Partial"
"193","LA20","SAS","Juvenile","SAS_Juvenile","Partial"
"194","LA202","SAS","Juvenile","SAS_Juvenile","Low"
"195","LA202Jan","SAS","Juvenile","SAS_Juvenile","Low"
"196","LA3","SAS","Juvenile","SAS_Juvenile","Partial"
"197","LA8","SAS","Juvenile","SAS_Juvenile","Partial"
"198","11101250","Typha","Seedling","Typha_Seedling","Low"
"199","F300","Typha","Seedling","Typha_Seedling","Low"
"200","F319","Typha","Seedling","Typha_Seedling","Low"
"201","F34D","Typha","Seedling","Typha_Seedling","Low"
"202","F37B","Typha","Seedling","Typha_Seedling","Low"
"203","F37BHigh","Typha","Seedling","Typha_Seedling","Low"
"204","F37BLow","Typha","Seedling","Typha_Seedling","Low"
"205","F45B","Typha","Seedling","Typha_Seedling","Low"
"206","F57C","Typha","Seedling","Typha_Seedling","Partial"
"207","GLEN","Typha","Seedling","Typha_Seedling","Partial"
"208","LA1","Typha","Seedling","Typha_Seedling","Low"
"209","LA11","Typha","Seedling","Typha_Seedling","Partial"
"210","LA13","Typha","Seedling","Typha_Seedling","Partial"
"211","LA14","Typha","Seedling","Typha_Seedling","Partial"
"212","LA2","Typha","Seedling","Typha_Seedling","Low"
"213","LA20","Typha","Seedling","Typha_Seedling","Partial"
"214","LA202","Typha","Seedling","Typha_Seedling","Low"
"215","LA202Jan","Typha","Seedling","Typha_Seedling","Low"
"216","LA3","Typha","Seedling","Typha_Seedling","Partial"
"217","LA8","Typha","Seedling","Typha_Seedling","Partial"
"218","11101250","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","Partial"
"219","F300","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","High"
"220","F319","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","High"
"221","F34D","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","High"
"222","F37B","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","Low"
"223","F37BHigh","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","Low"
"224","F37BLow","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","Low"
"225","F45B","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","Low"
"226","F57C","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","High"
"227","GLEN","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","High"
"228","LA1","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","High"
"229","LA11","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","High"
"230","LA13","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","Low"
"231","LA14","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","High"
"232","LA2","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","High"
"233","LA20","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","Partial"
"234","LA202","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","High"
"235","LA202Jan","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","High"
"236","LA3","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","High"
"237","LA8","Steelhead","Migration_Prolonged","Steelhead_Migration_Prolonged","High"
