"","Node","Species","Life_Stage","sp_code","Node_Class"
"126","LA11","Steelhead","Smolts","Steelhead_Smolts","High"
"127","LA14","Steelhead","Smolts","Steelhead_Smolts","High"
"128","LA2","Steelhead","Smolts","Steelhead_Smolts","High"
"129","LA20","Steelhead","Smolts","Steelhead_Smolts","High"
"130","LA202","Steelhead","Smolts","Steelhead_Smolts","High"
"131","LA3","Steelhead","Smolts","Steelhead_Smolts","High"
"132","LA8","Steelhead","Smolts","Steelhead_Smolts","High"
"133","F319","Steelhead","Smolts","Steelhead_Smolts","High"
"134","F34D","Steelhead","Smolts","Steelhead_Smolts","High"
"135","F37BHigh","Steelhead","Smolts","Steelhead_Smolts","Low"
"136","F45B","Steelhead","Smolts","Steelhead_Smolts","Low"
"137","LA1","Steelhead","Smolts","Steelhead_Smolts","High"
"138","LA13","Steelhead","Smolts","Steelhead_Smolts","Low"
"139","F37B","Steelhead","Smolts","Steelhead_Smolts","Low"
"140","LA202Jan","Steelhead","Smolts","Steelhead_Smolts","High"
"141","11101250","Typha","Adult","Typha_Adult","High"
"142","F300","Typha","Adult","Typha_Adult","Partial"
"143","F37BLow","Typha","Adult","Typha_Adult","Low"
"144","F57C","Typha","Adult","Typha_Adult","Partial"
"145","GLEN","Typha","Adult","Typha_Adult","Partial"
"146","LA11","Typha","Adult","Typha_Adult","Partial"
"147","LA14","Typha","Adult","Typha_Adult","Partial"
"148","LA2","Typha","Adult","Typha_Adult","Low"
"149","LA20","Typha","Adult","Typha_Adult","Partial"
"150","LA202","Typha","Adult","Typha_Adult","Low"
"151","LA3","Typha","Adult","Typha_Adult","Partial"
"152","LA8","Typha","Adult","Typha_Adult","Partial"
"153","F319","Typha","Adult","Typha_Adult","Partial"
"154","F34D","Typha","Adult","Typha_Adult","Partial"
"155","F37BHigh","Typha","Adult","Typha_Adult","Low"
"156","F45B","Typha","Adult","Typha_Adult","Low"
"157","LA1","Typha","Adult","Typha_Adult","Partial"
"158","LA13","Typha","Adult","Typha_Adult","Partial"
"159","F37B","Typha","Adult","Typha_Adult","Low"
"160","LA202Jan","Typha","Adult","Typha_Adult","Low"
"161","11101250","Typha","Seedling","Typha_Seedling","Low"
"162","F300","Typha","Seedling","Typha_Seedling","Low"
"163","F37BLow","Typha","Seedling","Typha_Seedling","Low"
"164","F57C","Typha","Seedling","Typha_Seedling","Partial"
"165","GLEN","Typha","Seedling","Typha_Seedling","Partial"
"166","LA11","Typha","Seedling","Typha_Seedling","Partial"
"167","LA14","Typha","Seedling","Typha_Seedling","Partial"
"168","LA2","Typha","Seedling","Typha_Seedling","Low"
"169","LA20","Typha","Seedling","Typha_Seedling","Partial"
"170","LA202","Typha","Seedling","Typha_Seedling","Low"
"171","LA3","Typha","Seedling","Typha_Seedling","Partial"
"172","LA8","Typha","Seedling","Typha_Seedling","Partial"
"173","F319","Typha","Seedling","Typha_Seedling","Low"
"174","F34D","Typha","Seedling","Typha_Seedling","Low"
"175","F37BHigh","Typha","Seedling","Typha_Seedling","Low"
"176","F45B","Typha","Seedling","Typha_Seedling","Low"
"177","LA1","Typha","Seedling","Typha_Seedling","Low"
"178","LA13","Typha","Seedling","Typha_Seedling","Partial"
"179","F37B","Typha","Seedling","Typha_Seedling","Low"
"180","LA202Jan","Typha","Seedling","Typha_Seedling","Low"
"181","11101250","Willow","Adult","Willow_Adult","High"
"182","F300","Willow","Adult","Willow_Adult","High"
"183","F37BLow","Willow","Adult","Willow_Adult","High"
"184","F57C","Willow","Adult","Willow_Adult","High"
"185","GLEN","Willow","Adult","Willow_Adult","High"
"186","LA11","Willow","Adult","Willow_Adult","High"
"187","LA14","Willow","Adult","Willow_Adult","High"
"188","LA2","Willow","Adult","Willow_Adult","High"
"189","LA20","Willow","Adult","Willow_Adult","High"
"190","LA202","Willow","Adult","Willow_Adult","High"
"191","LA3","Willow","Adult","Willow_Adult","High"
"192","LA8","Willow","Adult","Willow_Adult","High"
"193","F319","Willow","Adult","Willow_Adult","High"
"194","F34D","Willow","Adult","Willow_Adult","High"
"195","F37BHigh","Willow","Adult","Willow_Adult","High"
"196","F45B","Willow","Adult","Willow_Adult","High"
"197","LA1","Willow","Adult","Willow_Adult","High"
"198","LA13","Willow","Adult","Willow_Adult","High"
"199","F37B","Willow","Adult","Willow_Adult","High"
"200","LA202Jan","Willow","Adult","Willow_Adult","High"
"201","11101250","Willow","Germination","Willow_Germination","Low"
"202","F300","Willow","Germination","Willow_Germination","Low"
"203","F37BLow","Willow","Germination","Willow_Germination","High"
"204","F57C","Willow","Germination","Willow_Germination","High"
"205","GLEN","Willow","Germination","Willow_Germination","High"
"206","LA11","Willow","Germination","Willow_Germination","High"
"207","LA14","Willow","Germination","Willow_Germination","High"
"208","LA2","Willow","Germination","Willow_Germination","High"
"209","LA20","Willow","Germination","Willow_Germination","High"
"210","LA202","Willow","Germination","Willow_Germination","High"
"211","LA3","Willow","Germination","Willow_Germination","High"
"212","LA8","Willow","Germination","Willow_Germination","High"
"213","F319","Willow","Germination","Willow_Germination","High"
"214","F34D","Willow","Germination","Willow_Germination","High"
"215","F37BHigh","Willow","Germination","Willow_Germination","High"
"216","F45B","Willow","Germination","Willow_Germination","High"
"217","LA1","Willow","Germination","Willow_Germination","High"
"218","LA13","Willow","Germination","Willow_Germination","High"
"219","F37B","Willow","Germination","Willow_Germination","High"
"220","LA202Jan","Willow","Germination","Willow_Germination","High"
"221","11101250","Willow","Seedling","Willow_Seedling","High"
"222","F300","Willow","Seedling","Willow_Seedling","High"
"223","F37BLow","Willow","Seedling","Willow_Seedling","Low"
"224","F57C","Willow","Seedling","Willow_Seedling","High"
"225","GLEN","Willow","Seedling","Willow_Seedling","Partial"
"226","LA11","Willow","Seedling","Willow_Seedling","High"
"227","LA14","Willow","Seedling","Willow_Seedling","High"
"228","LA2","Willow","Seedling","Willow_Seedling","High"
"229","LA20","Willow","Seedling","Willow_Seedling","High"
"230","LA202","Willow","Seedling","Willow_Seedling","High"
"231","LA3","Willow","Seedling","Willow_Seedling","Low"
"232","LA8","Willow","Seedling","Willow_Seedling","High"
"233","F319","Willow","Seedling","Willow_Seedling","Low"
"234","F34D","Willow","Seedling","Willow_Seedling","Low"
"235","F37BHigh","Willow","Seedling","Willow_Seedling","High"
"236","F45B","Willow","Seedling","Willow_Seedling","High"
"237","LA1","Willow","Seedling","Willow_Seedling","Low"
"238","LA13","Willow","Seedling","Willow_Seedling","Low"
"239","F37B","Willow","Seedling","Willow_Seedling","Low"
"240","LA202Jan","Willow","Seedling","Willow_Seedling","High"
