"","Date","Condition","Site","Time","Replicate..","Fish..","SL..mm.","TL..mm.","Weight..g.","Sex","Life.Stage","Spawning..Y.N.","Temp...C.","Depth..m.","Current..m.sec."
"44","16-Dec-99","OK","MWDA",1055,3,4,58,72,4.3,"NB","0+ adult","N",17.42,0.24,0.5933948
"45","16-Dec-99","OK","MWDA",1106,3,5,66,82,6.5,"NB","0+ adult","N",16.8,0.14,0.3604768
"46","16-Dec-99","OK","MWDA",1345,4,6,67,81,6,"NB","0+ adult","N",17.84,0.37,0.7477252
"47","16-Dec-99","OK","MWDA",1356,4,7,128,152,39,"NB","2+ adult","N",17.89,0.3,0.5933948
"48","16-Dec-99","OK","MWDA",1356,4,8,108,130,20,"NB","1+ adult","N",17.89,0.27,0.3937
"49","16-Dec-99","OK","MWDA",1356,4,9,128,152,36,"NB","2+ adult","N",17.89,0.28,0.2165096
"50","16-Dec-99","OK","MWDA",1427,5,10,118,137,31.5,"NB","1+ adult","N",17.69,0.32,0.3051048
"51","16-Dec-99","TU","MWDA",1438,5,11,108,129,22,"NB","1+ adult","N",17.69,0.13,0.4158488
"52","16-Dec-99","OK","MWDA",1453,5,12,118,145,38,"NB","1+ adult","N",17.91,0.18,0.3272536
"53","16-Dec-99","OK","MWDA",1459,5,13,95,114,17.5,"NB","1+ adult","N",17.9,0.15,0.1500632
"54","16-Dec-99","OK","MWDA",1459,5,14,65,81,7.5,"NB","0+ adult","N",17.9,0.18,0.0946912
"55","16-Dec-99","OK","MWDA",856,1,1,151,179,6.2,"NB","2+ adult","N",14.87,0.14,0.3715512
"56","16-Dec-99","OK","MWDA",944,2,2,70,87,6.3,"NB","0+ adult","N",15.55,0.3,0.5162296
"57","16-Dec-99","OK","MWDA",952,2,3,64,80,5.3,"NB","0+ adult","N",15.39,0.15,0.1279144
"58","17-Sep-99","OK","MWDA",NA,NA,20,63,78,5.5,"NB","0+ adult","N",NA,0.3,0.3937
"59","17-Sep-99","OK","MWDA",NA,NA,21,66,81,5.75,"NB","0+ adult","N",NA,0.21,0.2165096
"60","17-Sep-99","OK","MWDA",NA,NA,22,62,75,5,"NB","0+ adult","N",NA,0.3,0.450088
"61","17-Sep-99","OK","MWDA",NA,NA,23,104,127,21.75,"NB","1+ adult","N",NA,0.3,0.6374892
"62","17-Sep-99","OK","MWDA",NA,NA,24,59,71,4.25,"NB","0+ adult","N",NA,0.23,0.4269232
"63","17-Sep-99","PH","MWDA",NA,NA,25,110,131,22.75,"NB","1+ adult","N",NA,0.29,0.5713476
"64","17-Sep-99","OK","MWDA",NA,NA,26,112,136,30.5,"NB","1+ adult","N",NA,0.31,0.5382768
"65","17-Sep-99","OK","MWDA",NA,NA,27,112,136,30,"NB","1+ adult","N",NA,0.22,0.5933948
"66","17-Sep-99","OK","MWDA",NA,NA,28,63,71,3.5,"NB","0+ adult","N",NA,0.26,0.4941824
"67","17-Sep-99","PH","MWDA",NA,NA,29,45,55,2.25,"NB","0+ adult","N",NA,0.19,0.4941824
"68","17-Sep-99","OK","MWDA",NA,NA,30,50,60,2,"NB","0+ adult","N",NA,0.18,0.3826256
"69","17-Sep-99","OK","MWDA",NA,NA,31,49,59,2.25,"NB","0+ adult","N",NA,0.2,0.4941824
"70","17-Sep-99","OK","MWDA",NA,NA,32,52,64,3,"NB","0+ adult","N",NA,0.14,0.4269232
"71","17-Sep-99","OK","MWDA",NA,NA,33,52,62,2.75,"NB","0+ adult","N",NA,0.09,0.1832864
"72","17-Sep-99","OK","MWDA",NA,NA,34,55,66,3,"NB","0+ adult","N",NA,0.39,0.6374892
"73","17-Sep-99","OK","MWDA",NA,NA,35,41,51,1.5,"NB","0+ adult","N",NA,0.15,0.3604768
"74","17-Sep-99","OK","MWDA",NA,NA,36,63,72,5,"NB","0+ adult","N",NA,0.16,0.227584
"75","17-Sep-99","OK","MWDA",NA,NA,37,54,65,3.5,"NB","0+ adult","N",NA,0.26,0.3051048
"76","17-Sep-99","OK","MWDA",NA,NA,38,68,82,6,"NB","0+ adult","N",NA,0.23,0.5713476
"77","17-Sep-99","OK","MWDA",NA,NA,39,61,74,4,"NB","0+ adult","N",NA,0.19,0.505206
"78","17-Sep-99","OK","MWDA",NA,NA,40,42,53,1.5,"NB","0+ adult","N",NA,0.15,0.3604768
"79","17-Sep-99","OK","MWDA",1036,3,12,105,125,22,"NB","1+ adult","N",22.47,0.16,0.3161792
"80","17-Sep-99","OK","MWDA",1041,3,13,112,NA,27,"NB","1+ adult","N",22.5,0.25,0.4721352
"81","17-Sep-99","OK","MWDA",1053,3,14,116,139,27,"NB","1+ adult","N",22.14,0.21,0.5272532
"82","17-Sep-99","OK","MWDA",1053,3,15,55,66,2.5,"NB","0+ adult","N",22.14,0.28,0.5493004
"83","17-Sep-99","OK","MWDA",1054,3,16,107,130,26.5,"NB","1+ adult","N",22.7,0.18,0.0946912
"84","17-Sep-99","OK","MWDA",1100,3,17,105,125,25,"NB","1+ adult","N",22.78,0.12,0.4047744
"85","17-Sep-99","OK","MWDA",1130,4,18,58,69,3.5,"NB","0+ adult","N",22.08,NA,NA
"86","17-Sep-99","OK","MWDA",1130,4,19,51,61,6.5,"NB","0+ adult","N",22.08,0.21,0.3051048
"87","17-Sep-99","EP","MWDA",745,1,1,114,128,17.75,"NB","1+ adult","N",19.36,0.4,0.5382768
"88","17-Sep-99","OK","MWDA",805,1,2,50,61,2.5,"NB","0+ adult","N",19.48,0.22,0.3604768
"89","17-Sep-99","PH/EP","MWDA",908,2,3,94,113,14.5,"NB","1+ adult","N",20.11,0.2,0.3161792
"90","17-Sep-99","OK","MWDA",927,2,4,79,91,9,"NB","0+ adult","N",22.14,0.2,0.5382768
"91","17-Sep-99","OK","MWDA",927,2,5,50,61,3,"NB","0+ adult","N",22.14,0.15,0.4158488
"92","17-Sep-99","OK","MWDA",927,2,6,49,60,3,"NB","0+ adult","N",22.14,0.13,0.3161792
"93","17-Sep-99","OK","MWDA",927,2,7,70,85,6.5,"NB","0+ adult","N",22.14,0.22,0.3826256
"94","17-Sep-99","OK","MWDA",930,2,10,48,57,2.5,"NB","0+ adult","N",22.17,0.17,0.4611116
"95","17-Sep-99","OK","MWDA",930,2,8,55,64,3,"NB","0+ adult","N",22.17,0.23,0.6595364
"96","17-Sep-99","OK","MWDA",930,2,9,48,58,2,"NB","0+ adult","N",22.17,NA,NA
"97","17-Sep-99","OK","MWDA",933,2,11,48,58,3,"NB","0+ adult","N",22.14,0.15,0.4269232
"98","20-Jun-99","OK","MWDA",1044,2,5,103,119,19.5,"NB","1+ adult","N",25.03,0.19,0.2608072
"99","20-Jun-99","OK","MWDA",1047,2,6,33,39,1,"NB","0+ adult","N",25.02,0.14,0.3494024
"100","20-Jun-99","PH","MWDA",1047,2,7,33,39,1,"NB","0+ adult","N",25.02,0.17,0.2497328
"101","20-Jun-99","PH","MWDA",1047,2,8,41,49,1,"NB","0+ adult","N",25.02,0.14,0.338328
"102","20-Jun-99","OK","MWDA",1047,2,9,33,39,0.5,"NB","0+ adult","N",25.02,0.15,0.1832864
"103","20-Jun-99","OK","MWDA",1059,2,10,48,57,2,"NB","0+ adult","N",24.92,0.31,0.6264656
"104","20-Jun-99","PH","MWDA",1101,2,11,34,41,0.75,"NB","0+ adult","N",24.85,0.3,0.560324
"105","20-Jun-99","OK","MWDA",1104,2,12,45,55,2,"NB","0+ adult","N",25.07,0.11,0.11684
"106","20-Jun-99","OK","MWDA",1130,2,13,103,119,17.5,"NB","1+ adult","N",25.25,0.47,0.6374892
"107","20-Jun-99","OK","MWDA",1139,2,14,85,101,11,"NB","1+ adult","N",25.53,0.21,0.3161792
"108","20-Jun-99","OK","MWDA",1155,2,15,101,116,18,"NB","1+ adult","N",27.8,0.22,0.3494024
"109","20-Jun-99","EP","MWDA",904,1,1,108,122,21,"NB","1+ adult","N",21.7,0.2,0.450088
"110","20-Jun-99","OK","MWDA",919,1,2,99,114,18,"NB","1+ adult","N",22.23,0.23,0.3272536
"111","20-Jun-99","OK","MWDA",934,1,3,115,131,29.5,"NB","1+ adult","N",22.48,0.35,0.4379976
"112","20-Jun-99","PH","MWDA",950,1,4,45,53,2,"NB","0+ adult","N",22.48,0.29,0.4611116
"113","9-Mar-99","EP","MWDB",1008,1,6,135,154,39,"NB","2+ adult","N",17.04,0.19,0.0946912
"114","9-Mar-99","OK","MWDB",1010,1,7,83,101,10,"NB","1+ adult","N",16.74,0.31,0.3494024
"115","9-Mar-99","AB","MWD8",1015,1,8,92,112,15.5,"NB","1+ adult","N",17.1,0.35,0.11684
"116","9-Mar-99","OK","MWDB",1022,1,9,72,84,7,"NB","0+ adult","N",17.15,0.4,0.7367016
"117","9-Mar-99","OK","MWDB",1125,2,10,70,83,6,"NB","0+ adult","N",18.19,0.31,0.7477252
"118","9-Mar-99","OK","MWDB",1125,2,11,72,86,7,"NB","0+ adult","N",18.19,0.19,0.3161792
"119","9-Mar-99","OK","MWDB",1125,2,12,94,118,15,"BT","1+ adult","Y",18.19,0.22,0.4379976
"120","9-Mar-99","OK","MWDB",1125,2,13,63,75,5,"NB","0+ adult","N",18.19,0.18,0.11684
"121","9-Mar-99","OK","MWDB",1140,2,14,55,66,3.5,"NB","0+ adult","N",18.32,0.27,0.2940304
"122","9-Mar-99","OK","MWDB",1142,2,15,81,93,10,"NB","1+ adult","N",18.28,0.26,0.4158488
"123","9-Mar-99","OK","MWDB",1142,2,16,65,75,5,"NB","0+ adult","N",18.28,0.32,0.3494024
"124","9-Mar-99","OK","MWDB",1335,3,17,48,57,3.5,"NB","0+ adult","N",20.06,0.37,0.172212
"125","9-Mar-99","OK","MWDB",1335,3,18,70,83,6.5,"NB","0+ adult","N",20.06,0.3,0.94615
"126","9-Mar-99","OK","MWDB",1335,3,19,77,90,7.5,"NB","0+ adult","N",20.06,0.3,0.9020556
"127","9-Mar-99","OK","MWDB",1335,3,20,80,92,9,"NB","0+ adult","N",20.06,0.29,0.6374892
"128","9-Mar-99","OK","MWDB",1339,3,21,68,80,5.5,"NB","0+ adult","N",19.7,0.18,0.450088
"129","9-Mar-99","OK","MWDB",1350,3,22,92,106,13.5,"NB","1+ adult","N",20.12,0.3,0.2386584
"130","9-Mar-99","OK","MWDB",1350,3,23,90,102,14,"NB","1+ adult","N",20.12,0.35,0.3161792
"131","9-Mar-99","OK","MWDB",1518,4,24,85,102,11.5,"NB","1+ adult","N",20.76,0.3,0.505206
"132","9-Mar-99","OK","MWDB",1520,4,25,88,103,11.5,"NB","1+ adult","N",20.48,0.28,0.2608072
"133","9-Mar-99","OK","MWDB",1525,4,26,82,100,11.5,"NB","1+ adult","N",20.58,0.23,0.9571736
"134","9-Mar-99","OK","MWDB",1605,5,27,71,84,6,"NB","0+ adult","N",18.83,0.15,0.3161792
"135","9-Mar-99","PH","MWDB",1605,5,28,94,109,14.5,"NB","1+ adult","N",18.83,0.2,0.4158488
"136","9-Mar-99","OK","MWDB",1615,5,29,85,98,10.5,"BT","1+ adult","Y",18.69,0.26,0.0503936
"137","9-Mar-99","OK","MWDB",1625,5,30,70,81,7,"NB","0+ adult","N",18.63,0.87,0
"138","9-Mar-99","OK","MWDB",1640,5,31,78,89,8.5,"NB","0+ adult","N",18.36,0.5,0
"139","9-Mar-99","PH","MWDB",1642,5,32,75,88,NA,"NB","0+ adult","N",18.4,0.28,0
"140","9-Mar-99","OK","MWDB",1648,5,32,85,98,11.5,"NB","1+ adult","N",18.26,0.29,0.0393192
"141","9-Mar-99","OK","MWDB",930,1,1,61,71,4,"NB","0+ adult","N",16.95,0.47,0.3051048
"142","9-Mar-99","OK","MWDB",930,1,2,87,104,12.5,"NB","1+ adult","N",16.95,0.31,0.0946912
"143","9-Mar-99","OK","MWDB",930,1,3,63,76,5,"NB","0+ adult","N",16.95,0.36,0.282956
"144","9-Mar-99","OK","MWDB",932,1,4,59,70,4,"NB","0+ adult","N",17.01,0.04,0.0393192
"145","9-Mar-99","OK","MWDB",935,1,5,65,78,7,"NB","0+ adult","N",17.02,0.52,0.1389888
"146","14-Dec-98","OK","MWDB",NA,1,2,49,60,2.4,"NB","0+ adult","N",NA,0.17,0.725678
"147","14-Dec-98","OK","MWDB",1005,2,3,58,71,4,"NB","0+ adult","N",13.35,0.4,0.3494024
"148","14-Dec-98","OK","MWDB",1005,2,4,77,91,8.8,"NB","0+ adult","N",13.35,0.28,0.4158488
"149","14-Dec-98","OK","MWDB",1005,2,5,83,97,9.6,"NB","1+ adult","N",13.35,0.23,0.3272536
"150","14-Dec-98","OK","MWDB",1012,2,6,49,60,2.7,"NB","0+ adult","N",13.46,0.44,0.2165096
"151","14-Dec-98","OK","MWDB",1105,3,7,77,93,9,"NB","0+ adult","N",14.6,0.38,0.282956
"152","14-Dec-98","OK","MWDB",1115,3,8,52,64,3,"NB","0+ adult","N",14.62,0.55,0.3604768
"153","14-Dec-98","OK","MWDB",1157,4,9,68,83,5.7,"NB","0+ adult","N",16.44,0.53,0.0946912
"154","14-Dec-98","OK","MWDB",1213,4,10,73,90,6.55,"NB","0+ adult","N",16.32,0.29,0.0836168
"155","14-Dec-98","OK","MWDB",1215,4,11,54,65,3.4,"NB","0+ adult","N",16.34,0.29,0.2608072
"156","14-Dec-98","OK","MWDB",1423,6,12,69,82,6.5,"NB","0+ adult","N",18.46,0.45,0.227584
"157","14-Dec-98","OK","MWDB",1424,6,13,77,90,8,"NB","0+ adult","N",18.42,0.3,0.5382768
"158","14-Dec-98","OK","MWDB",1427,6,14,73,88,8,"NB","0+ adult","N",18.36,0.23,0.5272532
"159","14-Dec-98","OK","MWDB",1434,6,15,69,84,6.5,"NB","0+ adult","N",18.33,0.25,0.4269232
"160","14-Dec-98","OK","MWDB",917,1,1,65,79,5.5,"NB","0+ adult","N",12.48,0.26,0.0503936
"161","16-Sep-99","OK","MWDB",NA,NA,7,91,101,19,"NB","1+ adult","N",NA,0.24,0.5382768
"162","16-Sep-99","OK","MWDB",NA,NA,8,103,124,20,"NB","1+ adult","N",NA,0.35,0.061468
"163","16-Sep-99","PH","MWDB",1007,2,4,98,120,18.25,"NB","1+ adult","N",20.17,0.56,0.0393192
"164","16-Sep-99","OK","MWDB",1027,2,5,113,138,30.25,"NB","1+ adult","N",20.42,NA,NA
"165","16-Sep-99","OK","MWDB",1030,2,6,72,88,8,"NB","0+ adult","N",20.16,0.56,0.0393192
"166","16-Sep-99","OK","MWDB",845,1,1,109,133,25.5,"NB","1+ adult","N",18.94,0.8,0.0836168
"167","16-Sep-99","OK","MWDB",850,1,2,64,78,5.5,"NB","0+ adult","N",19.05,0.75,0.1832864
"168","16-Sep-99","OK","MWDB",858,1,3,97,118,21.4,"NB","1+ adult","N",18.92,0.45,0.7146544
"169","17-Dec-99","LS","MWDB",1024,4,2,76,90,9.5,"NB","0+ adult","N",15.28,0.27,1.0784332
"170","17-Dec-99","OK","MWDB",840,1,1,132,156,41.5,"NB","2+ adult","N",13.07,0.39,0.1057656
"171","21-Jun-99","OK","MWDB",1225,3,10,22,26,0.4,"NB","Juvenile","N",29.24,0.21,0.1832864
"172","21-Jun-99","PH","MWDB",1400,4,11,37,44,0.8,"NB","0+ adult","N",28.61,0.4,0.4269232
"173","21-Jun-99","OK","MWDB",800,1,1,25,29,0.4,"NB","Juvenile","N",21.83,0.35,0.1500632
"174","21-Jun-99","OK","MWDB",800,1,2,25,30,0.4,"NB","Juvenile","N",21.83,0.2,0.4269232
"175","21-Jun-99","OK","MWDB",857,2,3,115,122,21,"NB","1+ adult","N",22.25,0.21,0.3051048
"176","21-Jun-99","FE","MWDB",903,2,4,30,36,0.5,"NB","Juvenile","N",22.61,0.25,0.2165096
"177","21-Jun-99","PH","MWDB",903,2,5,38,46,1,"NB","0+ adult","N",22.61,0.18,0.1279144
"178","21-Jun-99","OK","MWDB",920,2,6,100,115,15,"NB","1+ adult","N",22.42,0.21,0.1389888
"179","21-Jun-99","OK","MWDB",941,2,7,99,111,16,"NB","1+ adult","N",22.61,0.28,NA
"180","21-Jun-99","OK","MWDB",955,2,8,98,113,16,"NB","1+ adult","N",22.45,0.25,0.3826256
"181","21-Jun-99","OK","MWDB",955,2,9,92,108,14.5,"NB","1+ adult","N",22.45,0.35,0.3272536
"182","10-Mar-99","OK","SGRA",1000,1,1,155,177,68,"NB","2+ adult","N",9.15,0.41,0.3715512
"183","10-Mar-99","PH","SGRA",1225,2,2,50,61,3,"NB","0+ adult","N",9.36,0.3,0.1389888
"184","11-Mar-99","PH","SGRA",1345,3,3,136,163,56,"NB","2+ adult","N",9.85,0.33,0.1279144
"185","14-Dec-99","TU/FE/PH","SGRA",1002,2,9,142,159,52,"NB","2+ adult","N",7.97,0.39,0.1057656
"186","14-Dec-99","OK","SGRA",1006,2,10,87,101,7.5,"NB","1+ adult","N",8.01,0.38,0.2497328
"187","14-Dec-99","OK","SGRA",1009,2,11,49,60,3,"NB","0+ adult","N",8.06,0.43,0.2386584
"188","14-Dec-99","OK","SGRA",1038,2,12,145,165,53,"NB","2+ adult","N",8.36,0.24,0.0171704
"189","14-Dec-99","OK","SGRA",1038,2,13,92,112,18,"NB","1+ adult","N",8.36,0.49,0.6264656
"190","14-Dec-99","OK","SGRA",1040,2,14,140,160,44,"NB","2+ adult","N",8.37,0.29,0.0393192
"191","14-Dec-99","OK","SGRA",1122,3,15,96,116,18,"NB","1+ adult","N",8.96,0.18,0.0503936
"192","14-Dec-99","OK","SGRA",1128,3,16,149,158,55,"NB","2+ adult","N",8.74,0.39,0.0393192
"193","14-Dec-99","OK","SGRA",1128,3,17,151,173,60,"NB","2+ adult","N",8.74,0.3,0.2054352
"194","14-Dec-99","OK","SGRA",1128,3,18,95,111,17,"NB","1+ adult","N",8.74,0.36,0.0282448
"195","14-Dec-99","OK","SGRA",1128,3,19,86,100,14,"NB","1+ adult","N",8.74,0.28,0.6264656
"196","14-Dec-99","OK","SGRA",1128,3,20,91,106,16,"NB","1+ adult","N",8.74,0.42,0
"197","14-Dec-99","OK","SGRA",1128,3,21,91,105,16,"NB","1+ adult","N",8.74,0.51,0.9130792
"198","14-Dec-99","OK","SGRA",1128,3,22,75,87,17,"NB","0+ adult","N",8.74,0.36,0.1832864
"199","14-Dec-99","OK","SGRA",1128,3,23,90,106,15,"NB","1+ adult","N",8.74,0.45,0
"200","14-Dec-99","OK","SGRA",1128,3,24,79,91,10,"NB","0+ adult","N",8.74,0.36,0.4379976
"201","14-Dec-99","OK","SGRA",1128,3,25,94,110,16,"NB","1+ adult","N",8.74,0.91,0.227584
"202","14-Dec-99","OK","SGRA",1128,3,26,87,101,14,"NB","1+ adult","N",8.74,0.86,0.3604768
"203","14-Dec-99","OK","SGRA",1134,3,27,80,98,12,"NB","0+ adult","N",8.81,0.48,0.7367016
"204","14-Dec-99","OK","SGRA",1136,3,28,90,101,13,"NB","1+ adult","N",8.81,0.38,1.1776456
"205","14-Dec-99","OK","SGRA",1138,3,29,100,114,15,"NB","1+ adult","N",8.82,0.47,1.0233152
"206","14-Dec-99","OK","SGRA",1138,3,30,79,95,10,"NB","0+ adult","N",8.82,0.41,0.2054352
"207","14-Dec-99","OK","SGRA",1139,3,31,158,176,67,"NB","2+ adult","N",8.84,0.4,1.1555984
"208","14-Dec-99","OK","SGRA",1139,3,32,142,152,46,"NB","2+ adult","N",8.84,0.29,0.5272532
"209","14-Dec-99","OK","SGRA",1308,4,33,88,106,14.5,"NB","1+ adult","N",9.57,0.38,0.3826256
"210","14-Dec-99","OK","SGRA",1310,4,34,135,158,46.5,"NB","2+ adult","N",9.56,0.54,0.11684
"211","14-Dec-99","OK","SGRA",1310,4,35,95,114,17,"NB","1+ adult","N",9.56,0.34,0.0725424
"212","14-Dec-99","OK","SGRA",1310,4,36,85,102,12.5,"NB","1+ adult","N",9.56,0.21,0.6374892
"213","14-Dec-99","OK","SGRA",1310,4,37,85,100,13.5,"NB","1+ adult","N",9.56,0.32,0.3826256
"214","14-Dec-99","OK","SGRA",1317,4,38,83,102,13.5,"NB","1+ adult","N",9.56,0.83,0.1832864
"215","14-Dec-99","OK","SGRA",1319,4,39,92,106,14.5,"NB","1+ adult","N",9.55,0.54,0.5493004
"216","14-Dec-99","OK","SGRA",1320,4,40,82,98,10.5,"NB","1+ adult","N",9.54,0.45,0.2608072
"217","14-Dec-99","OK","SGRA",1320,4,41,84,100,12,"NB","1+ adult","N",9.54,0.32,1.2437872
"218","14-Dec-99","OK","SGRA",1320,4,42,75,90,10.5,"NB","0+ adult","N",9.54,0.21,1.1996928
"219","14-Dec-99","OK","SGRA",1350,5,43,75,92,9,"NB","0+ adult","N",9.6,0.27,0.6815836
"220","14-Dec-99","OK","SGRA",1353,5,44,83,95,11.5,"NB","1+ adult","N",9.59,0.42,0.67056
"221","14-Dec-99","OK","SGRA",1355,5,45,85,92,11.5,"NB","1+ adult","N",9.62,0.34,0.282956
"222","14-Dec-99","OK","SGRA",1359,5,46,59,68,4.5,"NB","0+ adult","N",9.6,0.18,0
"223","14-Dec-99","OK","SGRA",1359,5,47,57,70,4,"NB","0+ adult","N",9.6,0.3,0.2054352
"224","14-Dec-99","OK","SGRA",1359,5,48,57,68,3.5,"NB","0+ adult","N",9.6,0.28,0.0393192
"225","14-Dec-99","OK","SGRA",1405,5,49,40,48,0.75,"NB","0+ adult","N",9.59,0.1,0.0725424
"226","14-Dec-99","OK","SGRA",1410,5,50,39,48,1,"NB","0+ adult","N",9.58,0.3,0.6815836
"227","14-Dec-99","OK","SGRA",1443,6,51,49,61,3,"NB","0+ adult","N",9.46,0.81,0.11684
"228","14-Dec-99","OK","SGRA",1443,6,52,52,63,3.5,"NB","0+ adult","N",9.46,0.26,0.0503936
"229","14-Dec-99","OK","SGRA",1443,6,53,43,53,2,"NB","0+ adult","N",9.46,0.46,0.282956
"230","14-Dec-99","OK","SGRA",1443,6,54,36,40,1,"NB","0+ adult","N",9.46,0.31,0.1057656
"231","14-Dec-99","PH","SGRA",1451,6,55,134,155,41,"NB","2+ adult","N",9.44,0.49,0.7477252
"232","14-Dec-99","FE","SGRA",1453,6,56,135,160,45,"NB","2+ adult","N",9.42,0.13,0.11684
"233","14-Dec-99","PH","SGRA",1501,6,57,55,67,4,"NB","0+ adult","N",9.5,0.28,1.056386
"234","14-Dec-99","OK","SGRA",1501,6,58,54,65,3.5,"NB","0+ adult","N",9.5,0.2,0.4721352
"235","14-Dec-99","OK","SGRA",1503,6,59,51,63,3,"NB","0+ adult","N",9.46,0.22,0.2386584
"236","14-Dec-99","OK","SGRA",1503,6,60,48,57,3,"NB","0+ adult","N",9.46,0.3,0.1943608
